Included,userid,userid_y,category,Pi_alters_ratio,USLR,SLR,dataset
2,211.0,43981.0,SW-24H-MFN,0.516137666913107,0.2455357142857143,0.29363636363636364,Gowalla
3,211.0,588.0,SW-24H-MFN,0.7858704608745212,0.31026785714285715,0.4654545454545455,Gowalla
4,211.0,486.0,SW-24H-MFN,0.9263334265816644,0.34486607142857145,0.5918181818181818,Gowalla
5,211.0,4678.0,SW-24H-MFN,0.9964144290810036,0.3716517857142857,0.6990909090909091,Gowalla
6,211.0,401.0,SW-24H-MFN,1.0909045211936024,0.40625,0.8281818181818181,Gowalla
7,211.0,2899.0,SW-24H-MFN,1.1518070741064077,0.4174107142857143,0.8963636363636364,Gowalla
8,211.0,490.0,SW-24H-MFN,1.246726511081527,0.4319196428571429,0.9745454545454544,Gowalla
9,211.0,38216.0,SW-24H-MFN,1.2913294671055695,0.4375,1.0263636363636364,Gowalla
10,211.0,3667.0,SW-24H-MFN,1.4722219727256551,0.4587053571428572,1.1154545454545457,Gowalla
1,233.0,10829.0,SW-24H-MFN,0.6829364586186079,0.10743801652892562,0.12,Gowalla
2,233.0,327.0,SW-24H-MFN,0.7296096662398428,0.15289256198347104,0.17066666666666666,Gowalla
3,233.0,116.0,SW-24H-MFN,0.563947477453627,0.2396694214876033,0.32266666666666666,Gowalla
4,233.0,3736.0,SW-24H-MFN,0.7266922905873577,0.25619834710743805,0.4106666666666667,Gowalla
5,233.0,3668.0,SW-24H-MFN,0.7733753949709182,0.26859504132231404,0.46399999999999997,Gowalla
6,233.0,3337.0,SW-24H-MFN,0.8202352055307659,0.28512396694214875,0.56,Gowalla
7,233.0,456.0,SW-24H-MFN,0.8381308193111843,0.2892561983471074,0.6186666666666667,Gowalla
8,233.0,5221.0,SW-24H-MFN,0.9068243416853764,0.3057851239669421,0.6773333333333333,Gowalla
9,233.0,156.0,SW-24H-MFN,0.9460626261407052,0.32231404958677684,0.752,Gowalla
10,233.0,180.0,SW-24H-MFN,0.9461455342496032,0.3429752066115703,0.8773333333333333,Gowalla
1,256.0,257.0,SW-24H-MFN,0.8582101864338834,0.25390625,0.1534195933456562,Gowalla
2,256.0,135.0,SW-24H-MFN,0.6969443357522475,0.42578125,0.33271719038817005,Gowalla
3,256.0,107.0,SW-24H-MFN,0.9380854950986178,0.53125,0.5508317929759704,Gowalla
4,256.0,343.0,SW-24H-MFN,1.0476619652038048,0.5859375,0.7781885397412199,Gowalla
5,256.0,4211.0,SW-24H-MFN,1.0661416990084427,0.6015625,0.822550831792976,Gowalla
6,256.0,4487.0,SW-24H-MFN,1.0729759282991518,0.60546875,0.8521256931608133,Gowalla
7,256.0,38216.0,SW-24H-MFN,1.0780057940558043,0.61328125,0.8798521256931608,Gowalla
8,256.0,11601.0,SW-24H-MFN,1.0893356397113634,0.61328125,0.9038817005545288,Gowalla
9,256.0,19.0,SW-24H-MFN,1.092533644619322,0.61328125,0.9426987060998152,Gowalla
10,256.0,0.0,SW-24H-MFN,1.1062762233428818,0.62890625,1.0221811460258778,Gowalla
1,267.0,350.0,SW-24H-MFN,0.7641564925801316,0.2461799660441426,0.3965714285714286,Gowalla
2,267.0,335.0,SW-24H-MFN,0.8618618601111908,0.2852292020373515,0.6062857142857143,Gowalla
3,267.0,515.0,SW-24H-MFN,0.9221099991985942,0.3972835314091681,0.8794285714285714,Gowalla
4,267.0,138.0,SW-24H-MFN,0.9849649816626532,0.4499151103565365,1.088,Gowalla
5,267.0,573.0,SW-24H-MFN,0.9838885007053124,0.4651952461799661,1.2674285714285711,Gowalla
6,267.0,547.0,SW-24H-MFN,0.9908178889851984,0.4719864176570458,1.3765714285714286,Gowalla
7,267.0,535.0,SW-24H-MFN,0.995774661080668,0.4736842105263158,1.497142857142857,Gowalla
8,267.0,172.0,SW-24H-MFN,1.0105196516338042,0.4770797962648557,1.5805714285714283,Gowalla
9,267.0,521.0,SW-24H-MFN,1.0092042771865244,0.4906621392190153,1.6451428571428572,Gowalla
10,267.0,66.0,SW-24H-MFN,1.013220215305378,0.4923599320882852,1.754857142857143,Gowalla
1,282.0,267.0,SW-24H-MFN,0.18053388943204066,0.19413919413919412,0.21904761904761905,Gowalla
2,282.0,138.0,SW-24H-MFN,0.3933813628784637,0.21245421245421245,0.38666666666666666,Gowalla
3,282.0,515.0,SW-24H-MFN,0.4948896125526566,0.25274725274725274,0.5714285714285714,Gowalla
4,282.0,327.0,SW-24H-MFN,0.5227701203518336,0.25274725274725274,0.6838095238095238,Gowalla
5,282.0,3759.0,SW-24H-MFN,0.7547867629477262,0.3296703296703297,0.7847619047619048,Gowalla
6,282.0,335.0,SW-24H-MFN,0.7727919401204842,0.3296703296703297,0.921904761904762,Gowalla
7,282.0,547.0,SW-24H-MFN,0.7846941383108582,0.3333333333333333,1.04,Gowalla
8,282.0,66.0,SW-24H-MFN,0.7999826742193752,0.3333333333333333,1.1542857142857144,Gowalla
9,282.0,456.0,SW-24H-MFN,0.8089329748737557,0.3333333333333333,1.2761904761904759,Gowalla
10,282.0,4735.0,SW-24H-MFN,0.842364498224462,0.3553113553113553,1.3295238095238096,Gowalla
1,313.0,4210.0,SW-24H-MFN,0.12119648521641466,0.019193857965451054,0.018944519621109608,Gowalla
2,313.0,6080.0,SW-24H-MFN,0.5883272865017313,0.04030710172744722,0.04330175913396482,Gowalla
3,313.0,201.0,SW-24H-MFN,0.7704893281061659,0.1017274472168906,0.09336941813261164,Gowalla
4,313.0,428.0,SW-24H-MFN,0.6945024177520881,0.12092130518234165,0.13125845737483086,Gowalla
5,313.0,4467.0,SW-24H-MFN,0.6296913644937385,0.1765834932821497,0.2178619756427605,Gowalla
6,313.0,32332.0,SW-24H-MFN,0.6722719295798731,0.18234165067178504,0.2408660351826793,Gowalla
7,313.0,204.0,SW-24H-MFN,0.7200885017149723,0.19193857965451053,0.2855209742895805,Gowalla
8,313.0,104.0,SW-24H-MFN,0.7573535910897835,0.21880998080614206,0.3247631935047361,Gowalla
9,313.0,5837.0,SW-24H-MFN,0.8687883588044943,0.2380038387715931,0.36535859269282817,Gowalla
10,313.0,27422.0,SW-24H-MFN,0.8835369305427833,0.2418426103646833,0.38430311231393777,Gowalla
1,327.0,535.0,SW-24H-MFN,0.5689767627962256,0.17894736842105266,0.405,Gowalla
2,327.0,66.0,SW-24H-MFN,0.8654630960879997,0.23157894736842105,0.89,Gowalla
3,327.0,456.0,SW-24H-MFN,0.9055330672086782,0.3157894736842105,1.25,Gowalla
4,327.0,547.0,SW-24H-MFN,0.9461785790820444,0.3368421052631579,1.615,Gowalla
5,327.0,267.0,SW-24H-MFN,0.8763991936708759,0.3578947368421053,2.16,Gowalla
6,327.0,350.0,SW-24H-MFN,0.8654489594530511,0.3894736842105263,2.695,Gowalla
7,327.0,515.0,SW-24H-MFN,0.8886572565858304,0.42105263157894735,3.18,Gowalla
8,327.0,573.0,SW-24H-MFN,0.8728619590021984,0.42105263157894735,3.48,Gowalla
9,327.0,335.0,SW-24H-MFN,0.8817295584282626,0.4421052631578947,4.0,Gowalla
10,327.0,0.0,SW-24H-MFN,0.8990619755052729,0.4526315789473685,4.26,Gowalla
1,334.0,5717.0,SW-24H-MFN,0.24079885291513936,0.345945945945946,0.3169230769230769,Gowalla
2,334.0,5670.0,SW-24H-MFN,0.5611130174522927,0.3837837837837838,0.5292307692307693,Gowalla
3,334.0,5692.0,SW-24H-MFN,0.6463074267741933,0.4108108108108108,0.7384615384615385,Gowalla
4,334.0,5235.0,SW-24H-MFN,0.7493938776174125,0.4324324324324325,0.963076923076923,Gowalla
5,334.0,5734.0,SW-24H-MFN,0.8099006527990751,0.4648648648648649,1.2,Gowalla
6,334.0,5663.0,SW-24H-MFN,0.8699514805179299,0.5027027027027027,1.4430769230769231,Gowalla
7,334.0,5736.0,SW-24H-MFN,0.9042504888085758,0.5243243243243243,1.6307692307692307,Gowalla
8,334.0,5735.0,SW-24H-MFN,0.9387575252561694,0.5297297297297298,1.7415384615384617,Gowalla
9,334.0,5732.0,SW-24H-MFN,0.9629364971505896,0.5405405405405406,1.9169230769230767,Gowalla
10,334.0,5714.0,SW-24H-MFN,0.9908004068097154,0.5459459459459459,2.0769230769230766,Gowalla
1,335.0,350.0,SW-24H-MFN,0.7720485243006692,0.4014336917562724,0.5572413793103448,Gowalla
2,335.0,267.0,SW-24H-MFN,0.8871151933415865,0.4838709677419355,1.0634482758620691,Gowalla
3,335.0,138.0,SW-24H-MFN,0.9362044089182214,0.5268817204301075,1.3503448275862069,Gowalla
4,335.0,515.0,SW-24H-MFN,0.9494978701145652,0.5376344086021505,1.6137931034482758,Gowalla
5,335.0,401.0,SW-24H-MFN,0.9761645297613336,0.6594982078853047,1.7875862068965518,Gowalla
6,335.0,172.0,SW-24H-MFN,0.9908840039138721,0.6630824372759857,1.9517241379310344,Gowalla
7,335.0,327.0,SW-24H-MFN,0.9951087321734292,0.6630824372759857,2.095172413793104,Gowalla
8,335.0,66.0,SW-24H-MFN,0.9977587337250828,0.6666666666666666,2.292413793103448,Gowalla
9,335.0,6112.0,SW-24H-MFN,1.0071687999270753,0.6738351254480287,2.3572413793103446,Gowalla
10,335.0,282.0,SW-24H-MFN,1.0123421084417028,0.6738351254480287,2.456551724137931,Gowalla
1,337.0,4794.0,SW-24H-MFN,0.3998464018240869,0.13744075829383887,0.13402597402597402,Gowalla
2,337.0,19096.0,SW-24H-MFN,0.6102630340196071,0.1916046039268788,0.26545454545454544,Gowalla
3,337.0,3756.0,SW-24H-MFN,0.6764311020580178,0.2105619498984428,0.37662337662337664,Gowalla
4,337.0,588.0,SW-24H-MFN,0.8058520434918209,0.23899796885578875,0.4987012987012987,Gowalla
5,337.0,211.0,SW-24H-MFN,0.8779875482299946,0.25727826675693977,0.5750649350649351,Gowalla
6,337.0,4678.0,SW-24H-MFN,0.9077730148373048,0.2599864590385917,0.6379220779220779,Gowalla
7,337.0,2810.0,SW-24H-MFN,0.9444863911887544,0.27014218009478674,0.7194805194805195,Gowalla
8,337.0,43981.0,SW-24H-MFN,0.9742756854044781,0.2728503723764387,0.7677922077922078,Gowalla
9,337.0,486.0,SW-24H-MFN,1.0311303251266462,0.2830060934326337,0.84,Gowalla
10,337.0,14874.0,SW-24H-MFN,1.0756354453041963,0.2857142857142857,0.88,Gowalla
1,350.0,267.0,SW-24H-MFN,0.7731806042482008,0.21674140508221226,0.3751351351351351,Gowalla
2,350.0,335.0,SW-24H-MFN,0.8765635912952334,0.2974588938714499,0.5935135135135136,Gowalla
3,350.0,138.0,SW-24H-MFN,0.959560466134284,0.3781763826606876,0.792972972972973,Gowalla
4,350.0,515.0,SW-24H-MFN,0.9642943533420716,0.3961136023916293,0.967027027027027,Gowalla
5,350.0,172.0,SW-24H-MFN,0.9764081997803264,0.40508221225710017,1.0362162162162163,Gowalla
6,350.0,547.0,SW-24H-MFN,0.9804712127987646,0.4095665171898356,1.1335135135135137,Gowalla
7,350.0,535.0,SW-24H-MFN,0.9843478079907196,0.4289985052316891,1.2448648648648648,Gowalla
8,350.0,521.0,SW-24H-MFN,0.978313580096676,0.4289985052316891,1.2929729729729729,Gowalla
9,350.0,327.0,SW-24H-MFN,0.9801759940778106,0.4304932735426009,1.3508108108108108,Gowalla
10,350.0,401.0,SW-24H-MFN,0.977611481819722,0.5037369207772795,1.4567567567567568,Gowalla
1,363.0,81.0,SW-24H-MFN,0.9588168855276497,0.3894736842105263,0.31347962382445144,Gowalla
2,363.0,476.0,SW-24H-MFN,0.9537997359705924,0.5684210526315789,0.7241379310344828,Gowalla
3,363.0,5109.0,SW-24H-MFN,0.9977699831318612,0.5842105263157895,0.8495297805642633,Gowalla
4,363.0,10695.0,SW-24H-MFN,1.0190764020985696,0.5894736842105263,0.8902821316614421,Gowalla
5,363.0,8579.0,SW-24H-MFN,1.0228132374146204,0.5947368421052631,0.9216300940438872,Gowalla
6,363.0,39697.0,SW-24H-MFN,1.0278245796965235,0.5947368421052631,0.962382445141066,Gowalla
7,363.0,10702.0,SW-24H-MFN,1.0371721254789463,0.6,0.9968652037617556,Gowalla
8,363.0,4405.0,SW-24H-MFN,1.041520192013508,0.6,1.0344827586206895,Gowalla
9,363.0,96.0,SW-24H-MFN,1.0679234061108325,0.6105263157894737,1.1347962382445143,Gowalla
10,363.0,6089.0,SW-24H-MFN,1.073683912438638,0.6105263157894737,1.1724137931034482,Gowalla
1,375.0,535.0,SW-24H-MFN,0.17291584567260376,0.1176470588235294,0.13184931506849315,Gowalla
2,375.0,515.0,SW-24H-MFN,0.2808389995774897,0.2179930795847751,0.3287671232876712,Gowalla
3,375.0,547.0,SW-24H-MFN,0.6334531813713397,0.2525951557093425,0.4383561643835616,Gowalla
4,375.0,66.0,SW-24H-MFN,0.6579323870073576,0.2629757785467128,0.5650684931506851,Gowalla
5,375.0,327.0,SW-24H-MFN,0.6672702174586971,0.2629757785467128,0.6421232876712328,Gowalla
6,375.0,52.0,SW-24H-MFN,0.7045015903710431,0.2629757785467128,0.7277397260273972,Gowalla
7,375.0,0.0,SW-24H-MFN,0.7268256331894621,0.2664359861591695,0.8065068493150684,Gowalla
8,375.0,172.0,SW-24H-MFN,0.7461371166886115,0.2733564013840831,0.928082191780822,Gowalla
9,375.0,5106.0,SW-24H-MFN,0.7578038576870112,0.28027681660899656,1.00513698630137,Gowalla
10,375.0,456.0,SW-24H-MFN,0.7668159806799932,0.2906574394463668,1.1318493150684932,Gowalla
1,376.0,38216.0,SW-24H-MFN,0.2789400495421746,0.0449438202247191,0.03711340206185567,Gowalla
2,376.0,511.0,SW-24H-MFN,0.33905672416595306,0.07865168539325842,0.07628865979381444,Gowalla
3,376.0,6581.0,SW-24H-MFN,0.3496922393338871,0.10861423220973784,0.12164948453608247,Gowalla
4,376.0,34630.0,SW-24H-MFN,0.41231678485012907,0.1198501872659176,0.14845360824742268,Gowalla
5,376.0,24230.0,SW-24H-MFN,0.5070101323418839,0.14606741573033707,0.19175257731958764,Gowalla
6,376.0,459.0,SW-24H-MFN,0.5322887982974002,0.15730337078651685,0.2288659793814433,Gowalla
7,376.0,4226.0,SW-24H-MFN,0.5044042063011459,0.16104868913857678,0.27628865979381445,Gowalla
8,376.0,10702.0,SW-24H-MFN,0.5110858106809505,0.1647940074906367,0.3030927835051546,Gowalla
9,376.0,19.0,SW-24H-MFN,0.516759504572396,0.1647940074906367,0.3278350515463917,Gowalla
10,376.0,6608.0,SW-24H-MFN,0.5554012608891448,0.19101123595505615,0.3752577319587629,Gowalla
1,401.0,588.0,SW-24H-MFN,0.07124593982763153,0.20141969831410825,0.1472,Gowalla
2,401.0,211.0,SW-24H-MFN,0.2435947719825401,0.2608695652173913,0.22293333333333332,Gowalla
3,401.0,43981.0,SW-24H-MFN,0.3325777876355296,0.27506654835847383,0.2570666666666667,Gowalla
4,401.0,350.0,SW-24H-MFN,0.5183635964553669,0.36024844720496896,0.3616,Gowalla
5,401.0,335.0,SW-24H-MFN,0.5801423599843427,0.3744454303460515,0.4288,Gowalla
6,401.0,267.0,SW-24H-MFN,0.6282447578016414,0.3921916592724046,0.5216,Gowalla
7,401.0,490.0,SW-24H-MFN,0.7374867010012693,0.4596273291925466,0.6336,Gowalla
8,401.0,436.0,SW-24H-MFN,0.7494911130809822,0.4720496894409938,0.6816,Gowalla
9,401.0,38216.0,SW-24H-MFN,0.7593167777596422,0.4729370008873114,0.7061333333333333,Gowalla
10,401.0,2241.0,SW-24H-MFN,0.7751852056990698,0.4835847382431233,0.7562666666666666,Gowalla
1,416.0,5332.0,SW-24H-MFN,0.9293247957219436,0.16666666666666666,0.08829174664107485,Gowalla
2,416.0,7557.0,SW-24H-MFN,0.8976531462091359,0.2807017543859649,0.32821497120921306,Gowalla
3,416.0,2286.0,SW-24H-MFN,0.940011973773004,0.30701754385964913,0.4683301343570058,Gowalla
4,416.0,5048.0,SW-24H-MFN,0.9294921796198929,0.3508771929824561,0.5604606525911708,Gowalla
5,416.0,523.0,SW-24H-MFN,0.9431824053751686,0.3771929824561404,0.6564299424184261,Gowalla
6,416.0,204.0,SW-24H-MFN,0.9219014716922368,0.3859649122807017,0.7024952015355086,Gowalla
7,416.0,8389.0,SW-24H-MFN,0.9489459620949746,0.3947368421052632,0.7351247600767754,Gowalla
8,416.0,86.0,SW-24H-MFN,0.9511323612642552,0.4035087719298245,0.8310940499040307,Gowalla
9,416.0,499.0,SW-24H-MFN,0.953146673357538,0.412280701754386,0.8656429942418427,Gowalla
10,416.0,5533.0,SW-24H-MFN,0.9624821016257012,0.4254385964912281,0.9117082533589252,Gowalla
1,428.0,89121.0,SW-24H-MFN,0.3920490772685809,0.04282115869017632,0.04262877442273535,Gowalla
2,428.0,476.0,SW-24H-MFN,0.4280020387194074,0.08564231738035265,0.11545293072824155,Gowalla
3,428.0,6581.0,SW-24H-MFN,0.5897131102138146,0.11083123425692697,0.17406749555950266,Gowalla
4,428.0,6598.0,SW-24H-MFN,0.6779466358499976,0.12090680100755667,0.23623445825932504,Gowalla
5,428.0,4057.0,SW-24H-MFN,0.707938428174348,0.13350125944584382,0.2966252220248668,Gowalla
6,428.0,4609.0,SW-24H-MFN,0.7544437599557785,0.15113350125944586,0.34458259325044405,Gowalla
7,428.0,4513.0,SW-24H-MFN,0.7937226619539891,0.15113350125944586,0.3854351687388988,Gowalla
8,428.0,4487.0,SW-24H-MFN,0.8105575880964131,0.1561712846347607,0.42628774422735344,Gowalla
9,428.0,224.0,SW-24H-MFN,0.8538446073521954,0.17884130982367755,0.4724689165186501,Gowalla
10,428.0,11702.0,SW-24H-MFN,0.9285073688024444,0.18639798488664988,0.5133214920071048,Gowalla
1,434.0,5131.0,SW-24H-MFN,0.9731228741242776,0.2199170124481328,0.2890792291220557,Gowalla
2,434.0,3070.0,SW-24H-MFN,0.9932012196100076,0.2572614107883817,0.5738758029978587,Gowalla
3,434.0,1432.0,SW-24H-MFN,1.0130393205298134,0.3070539419087137,0.8158458244111351,Gowalla
4,434.0,5146.0,SW-24H-MFN,1.0267277090575877,0.33195020746887965,1.0021413276231264,Gowalla
5,434.0,27.0,SW-24H-MFN,1.0651088796302528,0.4066390041493776,1.2591006423982871,Gowalla
6,434.0,3833.0,SW-24H-MFN,1.0512278157728978,0.4107883817427386,1.3597430406852251,Gowalla
7,434.0,163.0,SW-24H-MFN,1.0615608745665577,0.4647302904564316,1.4796573875803,Gowalla
8,434.0,5159.0,SW-24H-MFN,1.0796379996307428,0.4730290456431535,1.5845824411134903,Gowalla
9,434.0,5155.0,SW-24H-MFN,1.0833806458585402,0.4896265560165975,1.7387580299785867,Gowalla
10,434.0,38216.0,SW-24H-MFN,1.1034588007217727,0.5394190871369294,1.785867237687366,Gowalla
1,436.0,19.0,SW-24H-MFN,2.657282878967475,0.07967032967032966,0.08125,Gowalla
2,436.0,135.0,SW-24H-MFN,1.788082849619782,0.12225274725274725,0.15875,Gowalla
3,436.0,211.0,SW-24H-MFN,1.5424770327425668,0.17994505494505494,0.27,Gowalla
4,436.0,490.0,SW-24H-MFN,1.574659234600878,0.2032967032967033,0.36,Gowalla
5,436.0,38216.0,SW-24H-MFN,1.7749127628806247,0.21428571428571427,0.41125,Gowalla
6,436.0,2754.0,SW-24H-MFN,1.8356212699402303,0.21703296703296704,0.45,Gowalla
7,436.0,43981.0,SW-24H-MFN,1.88615940369676,0.22115384615384612,0.48,Gowalla
8,436.0,1405.0,SW-24H-MFN,2.0241045038071057,0.23214285714285715,0.54,Gowalla
9,436.0,116.0,SW-24H-MFN,2.0527096021294926,0.2403846153846154,0.605,Gowalla
10,436.0,141.0,SW-24H-MFN,2.0827848502941806,0.2431318681318681,0.665,Gowalla
1,445.0,23464.0,SW-24H-MFN,0.6362602530688066,0.08287292817679558,0.0811764705882353,Gowalla
2,445.0,20150.0,SW-24H-MFN,0.531859298172165,0.21270718232044197,0.2247058823529412,Gowalla
3,445.0,28845.0,SW-24H-MFN,0.6013083582309849,0.2320441988950276,0.28,Gowalla
4,445.0,28835.0,SW-24H-MFN,0.6907137292725822,0.2541436464088398,0.31529411764705884,Gowalla
5,445.0,28857.0,SW-24H-MFN,0.7298037805578362,0.2900552486187845,0.4058823529411765,Gowalla
6,445.0,28829.0,SW-24H-MFN,0.7367211350224739,0.3149171270718232,0.4964705882352941,Gowalla
7,445.0,28838.0,SW-24H-MFN,0.7589209973317456,0.3176795580110497,0.5564705882352942,Gowalla
8,445.0,28853.0,SW-24H-MFN,0.7616165833470604,0.35082872928176795,0.5941176470588235,Gowalla
9,445.0,23461.0,SW-24H-MFN,0.8062255509833599,0.3674033149171271,0.64,Gowalla
10,445.0,309.0,SW-24H-MFN,0.8101517417649428,0.3701657458563536,0.6482352941176469,Gowalla
1,456.0,515.0,SW-24H-MFN,0.9424621013372589,0.4689265536723164,0.6014760147601476,Gowalla
2,456.0,535.0,SW-24H-MFN,1.0148759498612152,0.4745762711864407,0.8929889298892989,Gowalla
3,456.0,327.0,SW-24H-MFN,1.0874207322250886,0.4858757062146893,1.1586715867158672,Gowalla
4,456.0,267.0,SW-24H-MFN,1.002151286777036,0.5084745762711864,1.6014760147601477,Gowalla
5,456.0,547.0,SW-24H-MFN,1.0420097488143591,0.5084745762711864,1.85239852398524,Gowalla
6,456.0,66.0,SW-24H-MFN,1.088810489340467,0.5084745762711864,2.1845018450184504,Gowalla
7,456.0,350.0,SW-24H-MFN,1.0654047828687303,0.5310734463276836,2.5756457564575648,Gowalla
8,456.0,4216.0,SW-24H-MFN,1.082938212455681,0.536723163841808,2.7749077490774905,Gowalla
9,456.0,0.0,SW-24H-MFN,1.1193508810400479,0.5423728813559322,3.0110701107011066,Gowalla
10,456.0,335.0,SW-24H-MFN,1.1460452325387778,0.5480225988700564,3.3210332103321027,Gowalla
1,459.0,6089.0,SW-24H-MFN,0.4887765821127996,0.07894736842105263,0.0975609756097561,Gowalla
2,459.0,28794.0,SW-24H-MFN,0.5793387208055543,0.0986842105263158,0.15121951219512195,Gowalla
3,459.0,5601.0,SW-24H-MFN,0.6206098715509211,0.1118421052631579,0.1902439024390244,Gowalla
4,459.0,24877.0,SW-24H-MFN,0.6364681238071721,0.11842105263157895,0.22926829268292684,Gowalla
5,459.0,4560.0,SW-24H-MFN,0.6876191707443365,0.13157894736842105,0.3121951219512195,Gowalla
6,459.0,3086.0,SW-24H-MFN,0.6682965618732012,0.13157894736842105,0.3707317073170732,Gowalla
7,459.0,107604.0,SW-24H-MFN,0.6964380029005149,0.13815789473684212,0.4097560975609756,Gowalla
8,459.0,11950.0,SW-24H-MFN,0.6966821310998156,0.13815789473684212,0.4390243902439024,Gowalla
9,459.0,527.0,SW-24H-MFN,0.6891057247256669,0.13815789473684212,0.473170731707317,Gowalla
10,459.0,4206.0,SW-24H-MFN,0.6970723828354494,0.1513157894736842,0.5073170731707317,Gowalla
1,460.0,9542.0,SW-24H-MFN,0.6857984849584421,0.0735632183908046,0.07434944237918216,Gowalla
2,460.0,6581.0,SW-24H-MFN,0.6858694851005336,0.1057471264367816,0.09479553903345724,Gowalla
3,460.0,425.0,SW-24H-MFN,0.6371224330745983,0.14942528735632185,0.15985130111524162,Gowalla
4,460.0,3759.0,SW-24H-MFN,0.6524657416125118,0.17011494252873566,0.1812267657992565,Gowalla
5,460.0,546.0,SW-24H-MFN,0.6660377351135555,0.20229885057471264,0.21189591078066916,Gowalla
6,460.0,347.0,SW-24H-MFN,0.6884578369603965,0.2160919540229885,0.24721189591078066,Gowalla
7,460.0,2899.0,SW-24H-MFN,0.6870943837898715,0.2183908045977012,0.2648698884758364,Gowalla
8,460.0,5829.0,SW-24H-MFN,0.6930180877822156,0.2367816091954023,0.3020446096654275,Gowalla
9,460.0,4226.0,SW-24H-MFN,0.6947996458088108,0.2413793103448276,0.3215613382899628,Gowalla
10,460.0,204.0,SW-24H-MFN,0.7014516543356103,0.25287356321839083,0.3559479553903346,Gowalla
1,476.0,363.0,SW-24H-MFN,0.8178077405499999,0.2447552447552448,0.2209106239460371,Gowalla
2,476.0,6598.0,SW-24H-MFN,0.8891406898134464,0.2902097902097902,0.30354131534569984,Gowalla
3,476.0,5109.0,SW-24H-MFN,1.0451499571645386,0.36013986013986016,0.4131534569983137,Gowalla
4,476.0,6581.0,SW-24H-MFN,1.0666638385226612,0.3811188811188811,0.4738617200674536,Gowalla
5,476.0,494.0,SW-24H-MFN,1.0062217385543757,0.4300699300699301,0.6441821247892074,Gowalla
6,476.0,4513.0,SW-24H-MFN,1.0179469869795474,0.4300699300699301,0.688026981450253,Gowalla
7,476.0,81.0,SW-24H-MFN,1.0607183125129165,0.4580419580419579,0.8178752107925801,Gowalla
8,476.0,4636.0,SW-24H-MFN,1.0803528737490182,0.493006993006993,0.8600337268128162,Gowalla
9,476.0,38216.0,SW-24H-MFN,1.0933877867978008,0.5034965034965035,0.9021922428330524,Gowalla
10,476.0,4590.0,SW-24H-MFN,1.098021139763781,0.5034965034965035,0.9376053962900506,Gowalla
1,486.0,19096.0,SW-24H-MFN,0.057478538083580284,0.15122377622377622,0.13473684210526315,Gowalla
2,486.0,211.0,SW-24H-MFN,0.6146467961568949,0.20192307692307693,0.232280701754386,Gowalla
3,486.0,4678.0,SW-24H-MFN,0.7329262905352941,0.2543706293706294,0.344561403508772,Gowalla
4,486.0,588.0,SW-24H-MFN,0.9897378604494844,0.3155594405594406,0.4975438596491228,Gowalla
5,486.0,3383.0,SW-24H-MFN,1.0320715509915712,0.32255244755244755,0.5501754385964912,Gowalla
6,486.0,43981.0,SW-24H-MFN,1.0603175701452918,0.32255244755244755,0.5803508771929825,Gowalla
7,486.0,116.0,SW-24H-MFN,1.124029766297128,0.3312937062937063,0.6252631578947369,Gowalla
8,486.0,19.0,SW-24H-MFN,1.1811383909252098,0.34003496503496505,0.6659649122807018,Gowalla
9,486.0,436.0,SW-24H-MFN,1.2443722578350065,0.3522727272727273,0.7305263157894737,Gowalla
10,486.0,4598.0,SW-24H-MFN,1.2585347998635477,0.3548951048951049,0.752280701754386,Gowalla
1,490.0,116.0,SW-24H-MFN,0.3056163286089838,0.1853932584269663,0.14781834372217276,Gowalla
2,490.0,3817.0,SW-24H-MFN,0.4340726505258551,0.2453183520599251,0.2413178984861977,Gowalla
3,490.0,38216.0,SW-24H-MFN,0.5041708550631877,0.2771535580524345,0.28495102404274264,Gowalla
4,490.0,3018.0,SW-24H-MFN,0.5348460517904549,0.2958801498127341,0.35886019590382895,Gowalla
5,490.0,401.0,SW-24H-MFN,0.6362767304786877,0.44943820224719105,0.5458593054318789,Gowalla
6,490.0,141.0,SW-24H-MFN,0.6599153769753336,0.4606741573033708,0.6144256455921638,Gowalla
7,490.0,172.0,SW-24H-MFN,0.6786660169731588,0.4775280898876405,0.666073018699911,Gowalla
8,490.0,4151.0,SW-24H-MFN,0.6939218169109221,0.4812734082397004,0.7221727515583259,Gowalla
9,490.0,6296.0,SW-24H-MFN,0.7029699821392911,0.4831460674157304,0.7640249332146037,Gowalla
10,490.0,148.0,SW-24H-MFN,0.7508904516277171,0.5074906367041199,0.8432769367764915,Gowalla
1,494.0,4585.0,SW-24H-MFN,0.3628049589861944,0.12969924812030076,0.09775280898876404,Gowalla
2,494.0,435.0,SW-24H-MFN,0.8530163362116365,0.2462406015037594,0.2213483146067416,Gowalla
3,494.0,476.0,SW-24H-MFN,0.9415528984119592,0.31203007518796994,0.3348314606741573,Gowalla
4,494.0,4487.0,SW-24H-MFN,0.9738690917349204,0.32142857142857145,0.3797752808988764,Gowalla
5,494.0,5504.0,SW-24H-MFN,0.9870714998393748,0.36654135338345867,0.4853932584269663,Gowalla
6,494.0,428.0,SW-24H-MFN,0.9955172158633608,0.3796992481203008,0.5348314606741573,Gowalla
7,494.0,2489.0,SW-24H-MFN,1.0115889798663205,0.3909774436090225,0.5764044943820225,Gowalla
