userid_x,userid_y,meetup,percent
dorothy-mcgivney,keith-stewart,1,0.007874015748031496
dorothy-mcgivney,kris-chu,1,0.007874015748031496
dorothy-mcgivney,kristen-crusius,1,0.007874015748031496
dorothy-mcgivney,kristin-maverick,1,0.007874015748031496
dorothy-mcgivney,kushal-dave,1,0.007874015748031496
dorothy-mcgivney,kyle-cameron-studstill,1,0.007874015748031496
dorothy-mcgivney,laura-dempsey,1,0.007874015748031496
dorothy-mcgivney,lindsay-kaplan,1,0.007874015748031496
dorothy-mcgivney,lindsay-robertson,1,0.007874015748031496
dorothy-mcgivney,lockhart-steele,1,0.007874015748031496
dorothy-mcgivney,malcolm-ong,1,0.007874015748031496
dorothy-mcgivney,mark-g,1,0.007874015748031496
dorothy-mcgivney,mark-graham,1,0.007874015748031496
dorothy-mcgivney,matt-hagel,1,0.007874015748031496
dorothy-mcgivney,matthew-caldecutt,1,0.007874015748031496
dorothy-mcgivney,maya-mantri,1,0.007874015748031496
dorothy-mcgivney,meghan-keane,1,0.007874015748031496
dorothy-mcgivney,michael-milberger,1,0.007874015748031496
dorothy-mcgivney,mike-hudack,1,0.007874015748031496
dorothy-mcgivney,mike-odea,1,0.007874015748031496
dorothy-mcgivney,morgan-holzer,1,0.007874015748031496
dorothy-mcgivney,omar-yousif,1,0.007874015748031496
dorothy-mcgivney,paul-marcum,1,0.007874015748031496
dorothy-mcgivney,pete-jelliffe,1,0.007874015748031496
dorothy-mcgivney,phil-gillman,1,0.007874015748031496
dorothy-mcgivney,phillip-lamplugh,1,0.007874015748031496
dorothy-mcgivney,ryan-lawler,1,0.007874015748031496
dorothy-mcgivney,saadiq-rodgers-king,1,0.007874015748031496
dorothy-mcgivney,shamik-chaudhuri,1,0.007874015748031496
dorothy-mcgivney,stan-chin,1,0.007874015748031496
dorothy-mcgivney,tim-kane,1,0.007874015748031496
dorothy-mcgivney,trevor-sumner,1,0.007874015748031496
dorothy-mcgivney,vikram,1,0.007874015748031496
dorothy-mcgivney,whitney-jefferson,1,0.007874015748031496
dorothy-mcgivney,yuna-park,1,0.007874015748031496
harry-roman,chet-gulland,27,0.17647058823529413
harry-roman,hashem-bajwa,10,0.06535947712418301
harry-roman,vaughn-allen,8,0.05228758169934641
harry-roman,aaron-rutledge,2,0.013071895424836602
harry-roman,ana-h,2,0.013071895424836602
harry-roman,corey-gehrt,2,0.013071895424836602
harry-roman,darrell-whitelaw,2,0.013071895424836602
harry-roman,jason-kende,2,0.013071895424836602
harry-roman,jesse-middleton,2,0.013071895424836602
harry-roman,john-wiseman,2,0.013071895424836602
harry-roman,kevin-slavin,2,0.013071895424836602
harry-roman,kimberly-the-bold-iv,2,0.013071895424836602
harry-roman,lockhart-steele,2,0.013071895424836602
harry-roman,nathan-folkman,2,0.013071895424836602
harry-roman,ace-bhattacharjya,1,0.006535947712418301
harry-roman,adam-katzenback,1,0.006535947712418301
harry-roman,adam-uhrynowski,1,0.006535947712418301
harry-roman,alaa-mendili,1,0.006535947712418301
harry-roman,alan-wolk,1,0.006535947712418301
harry-roman,amber-rae-lambke,1,0.006535947712418301
harry-roman,andrew-parker,1,0.006535947712418301
harry-roman,andrew-shults,1,0.006535947712418301
harry-roman,arjun-sethi,1,0.006535947712418301
harry-roman,benjamin-bloom,1,0.006535947712418301
harry-roman,brett-krasnove,1,0.006535947712418301
harry-roman,brian-fountain,1,0.006535947712418301
harry-roman,brian-papa,1,0.006535947712418301
harry-roman,brian-pennington,1,0.006535947712418301
harry-roman,brian-rue,1,0.006535947712418301
harry-roman,carla-blumenthal,1,0.006535947712418301
harry-roman,carolyn-weiss,1,0.006535947712418301
harry-roman,chris-fohlin,1,0.006535947712418301
harry-roman,chris-gsell,1,0.006535947712418301
harry-roman,chris-ricca,1,0.006535947712418301
harry-roman,chris-rodemeyer,1,0.006535947712418301
harry-roman,cooper-smith7,1,0.006535947712418301
harry-roman,dan-entin,1,0.006535947712418301
harry-roman,daniel-s1,1,0.006535947712418301
harry-roman,danielle-lee,1,0.006535947712418301
harry-roman,david-fraga,1,0.006535947712418301
harry-roman,david-gallagher,1,0.006535947712418301
harry-roman,dens,1,0.006535947712418301
harry-roman,erik-carlson0,1,0.006535947712418301
harry-roman,florian-fangohr,1,0.006535947712418301
harry-roman,foughtthebattle,1,0.006535947712418301
harry-roman,gonzague-dambricourt,1,0.006535947712418301
harry-roman,hugh,1,0.006535947712418301
harry-roman,idan-cohen,1,0.006535947712418301
harry-roman,indira-vaidy,1,0.006535947712418301
harry-roman,jacob-cohen,1,0.006535947712418301
harry-roman,jaime-macias,1,0.006535947712418301
harry-roman,jason-pearson,1,0.006535947712418301
harry-roman,jeff-kirsch,1,0.006535947712418301
harry-roman,jenny-muller,1,0.006535947712418301
harry-roman,jesse-engle,1,0.006535947712418301
harry-roman,john-mccartney,1,0.006535947712418301
harry-roman,john-niedermeyer,1,0.006535947712418301
harry-roman,jonathan-yarmis,1,0.006535947712418301
harry-roman,jose-lorenzo-gonzalez,1,0.006535947712418301
harry-roman,karl-ringman,1,0.006535947712418301
harry-roman,katy-kelley,1,0.006535947712418301
harry-roman,kayla-zerby,1,0.006535947712418301
harry-roman,kelly-sutton,1,0.006535947712418301
harry-roman,kenji-summers,1,0.006535947712418301
harry-roman,lauryn-bennett,1,0.006535947712418301
harry-roman,lindsey-lanpher,1,0.006535947712418301
harry-roman,malcolm-ong,1,0.006535947712418301
harry-roman,marc-covitz,1,0.006535947712418301
harry-roman,mary-crosse,1,0.006535947712418301
harry-roman,matthew-caldecutt,1,0.006535947712418301
harry-roman,michael-kantrow,1,0.006535947712418301
harry-roman,mikael-larsson,1,0.006535947712418301
harry-roman,nate-folkert,1,0.006535947712418301
harry-roman,nathaniel-whittemore,1,0.006535947712418301
harry-roman,nick-kinling,1,0.006535947712418301
harry-roman,paul-marcum,1,0.006535947712418301
harry-roman,peter-w2,1,0.006535947712418301
harry-roman,phoebe-e,1,0.006535947712418301
harry-roman,rebecca-sutter,1,0.006535947712418301
harry-roman,remington-guest,1,0.006535947712418301
harry-roman,ron-george,1,0.006535947712418301
harry-roman,rosie-siman,1,0.006535947712418301
harry-roman,sandy-bell,1,0.006535947712418301
harry-roman,sarah-lb,1,0.006535947712418301
harry-roman,scott-hattis,1,0.006535947712418301
harry-roman,scott-switzer,1,0.006535947712418301
harry-roman,sheena-beaston,1,0.006535947712418301
harry-roman,shehab-hamad,1,0.006535947712418301
harry-roman,sol-hedaya,1,0.006535947712418301
harry-roman,sounun-tek,1,0.006535947712418301
harry-roman,soup-soup,1,0.006535947712418301
harry-roman,tatiana-peck,1,0.006535947712418301
harry-roman,taylor-newby,1,0.006535947712418301
harry-roman,tc-m,1,0.006535947712418301
harry-roman,theda-sandiford,1,0.006535947712418301
harry-roman,veronica-carvallo,1,0.006535947712418301
harry-roman,vivek-sharma,1,0.006535947712418301
harry-roman,whitney6,1,0.006535947712418301
harry-roman,yanai-oron,1,0.006535947712418301
harry-roman,yawen-c,1,0.006535947712418301
jennifer-lee,nick-foden,3,0.027522935779816515
jennifer-lee,eflirt-expert,2,0.01834862385321101
jennifer-lee,emilie-bandy,2,0.01834862385321101
jennifer-lee,joel-ramirez,2,0.01834862385321101
jennifer-lee,melody-koh,2,0.01834862385321101
jennifer-lee,naiel-iqbal,2,0.01834862385321101
jennifer-lee,nicole-hering,2,0.01834862385321101
jennifer-lee,sarah-conley,2,0.01834862385321101
jennifer-lee,adam-seifer,1,0.009174311926605505
jennifer-lee,ahmed-hashim,1,0.009174311926605505
jennifer-lee,alaa-mendili,1,0.009174311926605505
jennifer-lee,alana-cadiz,1,0.009174311926605505
jennifer-lee,albert-lee4,1,0.009174311926605505
jennifer-lee,alex-lawrence-richards,1,0.009174311926605505
jennifer-lee,alexis-dorenter,1,0.009174311926605505
jennifer-lee,allan-stackhouse,1,0.009174311926605505
jennifer-lee,amber-finlay,1,0.009174311926605505
jennifer-lee,andrea-h7,1,0.009174311926605505
jennifer-lee,anne-taillandier,1,0.009174311926605505
jennifer-lee,anthony-alsop,1,0.009174311926605505
jennifer-lee,bala-mulloth,1,0.009174311926605505
jennifer-lee,benjamin-sherman,1,0.009174311926605505
jennifer-lee,beth-ferreira,1,0.009174311926605505
jennifer-lee,bobby-miller3,1,0.009174311926605505
jennifer-lee,brendan-bilko,1,0.009174311926605505
jennifer-lee,brian-wong6,1,0.009174311926605505
jennifer-lee,caitlin-b,1,0.009174311926605505
jennifer-lee,casey-gollan,1,0.009174311926605505
jennifer-lee,cassel-kroll,1,0.009174311926605505
jennifer-lee,chris-dignes,1,0.009174311926605505
jennifer-lee,christine-fey,1,0.009174311926605505
jennifer-lee,cia-b,1,0.009174311926605505
jennifer-lee,dakota,1,0.009174311926605505
jennifer-lee,danielle-abraham,1,0.009174311926605505
jennifer-lee,david-fraga,1,0.009174311926605505
jennifer-lee,dennis-mykytyn,1,0.009174311926605505
jennifer-lee,eric-spiegelman,1,0.009174311926605505
jennifer-lee,erik-nordlander,1,0.009174311926605505
jennifer-lee,es-ef,1,0.009174311926605505
jennifer-lee,eva-schiave,1,0.009174311926605505
jennifer-lee,frank-neill,1,0.009174311926605505
jennifer-lee,frederic-lemarechal,1,0.009174311926605505
jennifer-lee,heather-s,1,0.009174311926605505
jennifer-lee,hillary-evans,1,0.009174311926605505
jennifer-lee,jason-hall7,1,0.009174311926605505
jennifer-lee,jason-lafrenais,1,0.009174311926605505
jennifer-lee,jeremy-whelchel,1,0.009174311926605505
jennifer-lee,jessica-fillinger,1,0.009174311926605505
jennifer-lee,jessica-lubin,1,0.009174311926605505
jennifer-lee,jessica-worthington,1,0.009174311926605505
jennifer-lee,john-carew,1,0.009174311926605505
jennifer-lee,john-preston-jr,1,0.009174311926605505
jennifer-lee,jon-halfon,1,0.009174311926605505
jennifer-lee,jonathan-huebsch,1,0.009174311926605505
jennifer-lee,jonathan-yarmis,1,0.009174311926605505
jennifer-lee,josh-hartmann,1,0.009174311926605505
jennifer-lee,karl-ringman,1,0.009174311926605505
jennifer-lee,kc-oh,1,0.009174311926605505
jennifer-lee,kevin-haughwout,1,0.009174311926605505
jennifer-lee,kristina-kiernan,1,0.009174311926605505
jennifer-lee,kurt-schrader,1,0.009174311926605505
jennifer-lee,lauren-cherney,1,0.009174311926605505
jennifer-lee,leftonred-atanycorner,1,0.009174311926605505
jennifer-lee,magnus-martin,1,0.009174311926605505
jennifer-lee,marques-gartrell,1,0.009174311926605505
jennifer-lee,mary-elise-chavez,1,0.009174311926605505
jennifer-lee,matt-barash,1,0.009174311926605505
jennifer-lee,matt-boyd,1,0.009174311926605505
jennifer-lee,matt-wurst,1,0.009174311926605505
jennifer-lee,matt-yu,1,0.009174311926605505
jennifer-lee,matthew-caldecutt,1,0.009174311926605505
jennifer-lee,melis-t,1,0.009174311926605505
jennifer-lee,mike-las,1,0.009174311926605505
jennifer-lee,mike-street,1,0.009174311926605505
jennifer-lee,natanielle-murta,1,0.009174311926605505
jennifer-lee,nathan-folkman,1,0.009174311926605505
jennifer-lee,nichelle-stephens,1,0.009174311926605505
jennifer-lee,nick-kinling,1,0.009174311926605505
jennifer-lee,orchid-liu,1,0.009174311926605505
jennifer-lee,pete-gieser,1,0.009174311926605505
jennifer-lee,peter-wells,1,0.009174311926605505
jennifer-lee,rick-pelletier,1,0.009174311926605505
jennifer-lee,rob-gokee,1,0.009174311926605505
jennifer-lee,robert-muncy,1,0.009174311926605505
jennifer-lee,sal-chan,1,0.009174311926605505
jennifer-lee,sami-promisloff,1,0.009174311926605505
jennifer-lee,samuel-wong,1,0.009174311926605505
jennifer-lee,sarah-hofstetter,1,0.009174311926605505
jennifer-lee,siobhan-quinn,1,0.009174311926605505
jennifer-lee,sol-hedaya,1,0.009174311926605505
jennifer-lee,stacie-buckley,1,0.009174311926605505
jennifer-lee,stacy-sophus,1,0.009174311926605505
jennifer-lee,stephan-pire,1,0.009174311926605505
jennifer-lee,steven-shoshany,1,0.009174311926605505
jennifer-lee,stuart-tracte,1,0.009174311926605505
jennifer-lee,tanner-devries,1,0.009174311926605505
jennifer-lee,tatiana-peck,1,0.009174311926605505
jennifer-lee,theresa-ganchorre,1,0.009174311926605505
jennifer-lee,tollef-biggs,1,0.009174311926605505
jennifer-lee,ty-nowell,1,0.009174311926605505
justin-cross,john-fayard,3,0.026785714285714284
justin-cross,philipe-diao,3,0.026785714285714284
justin-cross,whitney-jefferson,3,0.026785714285714284
justin-cross,alexis-dorenter,2,0.017857142857142856
justin-cross,chris-dignes,2,0.017857142857142856
justin-cross,chris-knappick,2,0.017857142857142856
justin-cross,lauren-smith5,2,0.017857142857142856
justin-cross,madeleine-di-gangi,2,0.017857142857142856
justin-cross,rock-balboa,2,0.017857142857142856
justin-cross,adrian-grabicki,1,0.008928571428571428
justin-cross,alex-rainert,1,0.008928571428571428
justin-cross,annie-lesser,1,0.008928571428571428
justin-cross,annie4,1,0.008928571428571428
justin-cross,arseny-lebedev,1,0.008928571428571428
justin-cross,brian-stelter,1,0.008928571428571428
justin-cross,brooke-helburn,1,0.008928571428571428
justin-cross,bruno-pieroni,1,0.008928571428571428
justin-cross,bryan-formhals,1,0.008928571428571428
justin-cross,carla-blumenthal,1,0.008928571428571428
justin-cross,casey-bisson,1,0.008928571428571428
justin-cross,chris-nichols,1,0.008928571428571428
justin-cross,chris-shea,1,0.008928571428571428
justin-cross,colin-steele,1,0.008928571428571428
justin-cross,cooper-smith7,1,0.008928571428571428
justin-cross,dan-chizzoniti,1,0.008928571428571428
justin-cross,dane-deasy,1,0.008928571428571428
justin-cross,daniel-mcg,1,0.008928571428571428
justin-cross,devon-irete,1,0.008928571428571428
justin-cross,emilie-bandy,1,0.008928571428571428
justin-cross,emily-luger,1,0.008928571428571428
justin-cross,emily-roller,1,0.008928571428571428
justin-cross,eric-mayville,1,0.008928571428571428
justin-cross,erik-childs,1,0.008928571428571428
justin-cross,farris,1,0.008928571428571428
justin-cross,georgia-katopodis,1,0.008928571428571428
justin-cross,graham-siener,1,0.008928571428571428
justin-cross,grant-mason,1,0.008928571428571428
justin-cross,harrison-petit,1,0.008928571428571428
justin-cross,heather-rimmey,1,0.008928571428571428
justin-cross,henry-hsieh,1,0.008928571428571428
justin-cross,ian-sohn,1,0.008928571428571428
justin-cross,jae-r,1,0.008928571428571428
justin-cross,janelle-gunther,1,0.008928571428571428
justin-cross,jarid-maged,1,0.008928571428571428
justin-cross,jess-lee,1,0.008928571428571428
justin-cross,jesse-middleton,1,0.008928571428571428
justin-cross,jessica-lubin,1,0.008928571428571428
justin-cross,jessica-murray,1,0.008928571428571428
justin-cross,jlm,1,0.008928571428571428
justin-cross,joe-anderson2,1,0.008928571428571428
justin-cross,joe-ozment,1,0.008928571428571428
justin-cross,joe-purzycki,1,0.008928571428571428
justin-cross,joe-sayaman,1,0.008928571428571428
justin-cross,john-leone,1,0.008928571428571428
justin-cross,jonathan-c,1,0.008928571428571428
justin-cross,katie-b8,1,0.008928571428571428
justin-cross,kayla-w,1,0.008928571428571428
justin-cross,kelly-williams,1,0.008928571428571428
justin-cross,kyle-cameron-studstill,1,0.008928571428571428
justin-cross,kyle-dean-reinford,1,0.008928571428571428
justin-cross,laura-macleod,1,0.008928571428571428
justin-cross,lauren-m96,1,0.008928571428571428
justin-cross,leftonred-atanycorner,1,0.008928571428571428
justin-cross,len-kendall,1,0.008928571428571428
justin-cross,lindsay-kaplan,1,0.008928571428571428
justin-cross,lockhart-steele,1,0.008928571428571428
justin-cross,maria-zimbron,1,0.008928571428571428
justin-cross,mary-ann-porch,1,0.008928571428571428
justin-cross,matt-barash,1,0.008928571428571428
justin-cross,matt-trush,1,0.008928571428571428
justin-cross,matthew-kubicina,1,0.008928571428571428
justin-cross,mayhemone,1,0.008928571428571428
justin-cross,michael-schmidt3,1,0.008928571428571428
justin-cross,michael-shirley,1,0.008928571428571428
justin-cross,neil-despres,1,0.008928571428571428
justin-cross,noelle-sadler,1,0.008928571428571428
justin-cross,paras-shah,1,0.008928571428571428
justin-cross,peter-lee20,1,0.008928571428571428
justin-cross,rafael-p,1,0.008928571428571428
justin-cross,rick-webb,1,0.008928571428571428
justin-cross,rotem-raffe,1,0.008928571428571428
justin-cross,ryan-lawler,1,0.008928571428571428
justin-cross,sarah-rapp,1,0.008928571428571428
justin-cross,schmogel-vogel,1,0.008928571428571428
justin-cross,seiji-carpenter,1,0.008928571428571428
justin-cross,shawn-roller,1,0.008928571428571428
justin-cross,sol-hedaya,1,0.008928571428571428
justin-cross,soup-soup,1,0.008928571428571428
justin-cross,steven-suwatanapongched,1,0.008928571428571428
justin-cross,tatiana-peck,1,0.008928571428571428
justin-cross,techgurujeff,1,0.008928571428571428
justin-cross,thais-lima,1,0.008928571428571428
justin-cross,tiffany-burchard,1,0.008928571428571428
justin-cross,tori9,1,0.008928571428571428
justin-cross,wade,1,0.008928571428571428
justin-cross,whitney-mcnamara,1,0.008928571428571428
justin-cross,will-charczuk,1,0.008928571428571428
justin-cross,xavier-ramirez,1,0.008928571428571428
justin-cross,yawen-c,1,0.008928571428571428
justin-cross,zach-schneider,1,0.008928571428571428
kami,cuauthemoc-sandoval,2,0.01904761904761905
kami,josh-weinberger-kitson,2,0.01904761904761905
kami,sahu-habibi,2,0.01904761904761905
kami,steve-levine2,2,0.01904761904761905
kami,tara-jepson,2,0.01904761904761905
kami,alvin-yeh,1,0.009523809523809525
kami,andrea-harrison,1,0.009523809523809525
kami,andrew-futral,1,0.009523809523809525
kami,annie-lesser,1,0.009523809523809525
kami,armand-gaerlan,1,0.009523809523809525
kami,ashley-ma,1,0.009523809523809525
kami,ayo-omojola,1,0.009523809523809525
kami,barbara-rogers,1,0.009523809523809525
kami,blake-whitman,1,0.009523809523809525
kami,brad-benson,1,0.009523809523809525
kami,brian-buggie,1,0.009523809523809525
kami,brian-moore3,1,0.009523809523809525
kami,brian-pennington,1,0.009523809523809525
kami,byron-ward,1,0.009523809523809525
kami,cassel-kroll,1,0.009523809523809525
kami,chris-iversen,1,0.009523809523809525
kami,christian-m,1,0.009523809523809525
kami,daniel-mcg,1,0.009523809523809525
kami,dave-ramirez,1,0.009523809523809525
kami,dave-s,1,0.009523809523809525
kami,dave-skaff,1,0.009523809523809525
kami,debbie-friez,1,0.009523809523809525
kami,drew-christien,1,0.009523809523809525
kami,dylan-armajani,1,0.009523809523809525
kami,eddie-mansfield,1,0.009523809523809525
kami,edward-barrous,1,0.009523809523809525
kami,emily-meyer,1,0.009523809523809525
kami,emmett-dzieza,1,0.009523809523809525
kami,erik-nordlander,1,0.009523809523809525
kami,eugene-hwang,1,0.009523809523809525
kami,gauri-manglik,1,0.009523809523809525
kami,grace-paet,1,0.009523809523809525
kami,hans-ten-hove,1,0.009523809523809525
kami,ian-spalter,1,0.009523809523809525
kami,jae-r,1,0.009523809523809525
kami,jason-sutterfield,1,0.009523809523809525
kami,jeffrey-pia,1,0.009523809523809525
kami,jeremy-whelchel,1,0.009523809523809525
kami,jessica01,1,0.009523809523809525
kami,jill-nussbaum,1,0.009523809523809525
kami,joel-gillman,1,0.009523809523809525
kami,john-schneider,1,0.009523809523809525
kami,jon-jon-mendoza,1,0.009523809523809525
kami,kelsey-campbell-dollaghan,1,0.009523809523809525
kami,kim-manis,1,0.009523809523809525
kami,lawrence-lewitinn,1,0.009523809523809525
kami,lea-marino,1,0.009523809523809525
kami,leftonred-atanycorner,1,0.009523809523809525
kami,lindsey-lanpher,1,0.009523809523809525
kami,liz8,1,0.009523809523809525
kami,luke9,1,0.009523809523809525
kami,mae-karwowski,1,0.009523809523809525
kami,marc-covitz,1,0.009523809523809525
kami,mark-g,1,0.009523809523809525
kami,masha-ioveva,1,0.009523809523809525
kami,matt-barash,1,0.009523809523809525
kami,meghan-abraham,1,0.009523809523809525
kami,michael-milberger,1,0.009523809523809525
kami,michael-shirley,1,0.009523809523809525
kami,michele-b,1,0.009523809523809525
kami,mike-bodge,1,0.009523809523809525
kami,mike-caprio,1,0.009523809523809525
kami,mike-dizon,1,0.009523809523809525
kami,mike-lee3,1,0.009523809523809525
kami,nathan-folkman,1,0.009523809523809525
kami,nick-foden,1,0.009523809523809525
kami,nick-kinling,1,0.009523809523809525
kami,nick-lamb,1,0.009523809523809525
kami,nicole30,1,0.009523809523809525
kami,omar-yousif,1,0.009523809523809525
kami,orchid-liu,1,0.009523809523809525
kami,pamela-tamayo,1,0.009523809523809525
kami,paul-sailer,1,0.009523809523809525
kami,pete-3,1,0.009523809523809525
kami,peter-cuce,1,0.009523809523809525
kami,peter-lee20,1,0.009523809523809525
kami,phaedra-riley,1,0.009523809523809525
kami,rafael-p,1,0.009523809523809525
kami,richard-ting,1,0.009523809523809525
kami,roberto-osorio-goenaga,1,0.009523809523809525
kami,ron-radu,1,0.009523809523809525
kami,ryan-hinricher,1,0.009523809523809525
kami,ryan-lawler,1,0.009523809523809525
kami,ryan-matzner,1,0.009523809523809525
kami,sandro-pugliese,1,0.009523809523809525
kami,sharin-apostolou,1,0.009523809523809525
kami,sheena-beaston,1,0.009523809523809525
kami,steven-shoshany,1,0.009523809523809525
kami,tikva-morowati,1,0.009523809523809525
kami,tim-kane,1,0.009523809523809525
kami,toby-padilla,1,0.009523809523809525
kami,toonmonk,1,0.009523809523809525
kami,victor-castro,1,0.009523809523809525
kami,vincent-young,1,0.009523809523809525
kami,yawen-c,1,0.009523809523809525
kazuya-takeshima,do9-iigane,17,0.05345911949685535
kazuya-takeshima,matsukaz,15,0.04716981132075472
kazuya-takeshima,826,14,0.0440251572327044
kazuya-takeshima,eugene-donca-mollino,13,0.040880503144654086
kazuya-takeshima,callorus,12,0.03773584905660377
kazuya-takeshima,yoshihiro-minegishi,10,0.031446540880503145
kazuya-takeshima,mochi_oka,9,0.02830188679245283
kazuya-takeshima,maako-tazawa,8,0.025157232704402517
kazuya-takeshima,riki-sekita,8,0.025157232704402517
kazuya-takeshima,atknktn,7,0.0220125786163522
kazuya-takeshima,koichi,7,0.0220125786163522
kazuya-takeshima,yoshihiro,7,0.0220125786163522
kazuya-takeshima,26,6,0.018867924528301886
kazuya-takeshima,akamatsu-yuki,6,0.018867924528301886
kazuya-takeshima,fwkw3521,6,0.018867924528301886
kazuya-takeshima,jambo-t,6,0.018867924528301886
kazuya-takeshima,kanoka,6,0.018867924528301886
kazuya-takeshima,otarako,6,0.018867924528301886
kazuya-takeshima,akifumi-yamashita,5,0.015723270440251572
kazuya-takeshima,fazz0611,5,0.015723270440251572
kazuya-takeshima,hironao,5,0.015723270440251572
kazuya-takeshima,nantan,5,0.015723270440251572
kazuya-takeshima,celsius,4,0.012578616352201259
kazuya-takeshima,kaerugeko,4,0.012578616352201259
kazuya-takeshima,manabu-tanaka,4,0.012578616352201259
kazuya-takeshima,ray,4,0.012578616352201259
kazuya-takeshima,tetsuya-sato,4,0.012578616352201259
kazuya-takeshima,thug-style,4,0.012578616352201259
kazuya-takeshima,29,3,0.009433962264150943
kazuya-takeshima,atsushi-nakamura,3,0.009433962264150943
kazuya-takeshima,fakery99,3,0.009433962264150943
kazuya-takeshima,junji-yumoto,3,0.009433962264150943
kazuya-takeshima,komata-yuichiro,3,0.009433962264150943
kazuya-takeshima,kyocorin,3,0.009433962264150943
kazuya-takeshima,masa-kawamukai,3,0.009433962264150943
kazuya-takeshima,yuji-kamata,3,0.009433962264150943
kazuya-takeshima,626024,2,0.006289308176100629
kazuya-takeshima,ash-ryan,2,0.006289308176100629
kazuya-takeshima,caesium133,2,0.006289308176100629
kazuya-takeshima,dame,2,0.006289308176100629
kazuya-takeshima,frontriver,2,0.006289308176100629
kazuya-takeshima,goryugo,2,0.006289308176100629
kazuya-takeshima,gotetsu,2,0.006289308176100629
kazuya-takeshima,hiderows,2,0.006289308176100629
kazuya-takeshima,iboncool,2,0.006289308176100629
kazuya-takeshima,kaichi-kuroda,2,0.006289308176100629
kazuya-takeshima,kazu-skywalker,2,0.006289308176100629
kazuya-takeshima,kazuhito-kidachi,2,0.006289308176100629
kazuya-takeshima,loop99,2,0.006289308176100629
kazuya-takeshima,poooooon-caraldo,2,0.006289308176100629
kazuya-takeshima,saiut,2,0.006289308176100629
kazuya-takeshima,shinya-sakemoto,2,0.006289308176100629
kazuya-takeshima,shoichi-toyama,2,0.006289308176100629
kazuya-takeshima,sugutti-kova,2,0.006289308176100629
kazuya-takeshima,tsuda-shoken,2,0.006289308176100629
kazuya-takeshima,wabisabi,2,0.006289308176100629
kazuya-takeshima,xristoph_neo,2,0.006289308176100629
kazuya-takeshima,youhei-nitta,2,0.006289308176100629
kazuya-takeshima,yuichi1123,2,0.006289308176100629
kazuya-takeshima,00-a,1,0.0031446540880503146
kazuya-takeshima,akira-puku,1,0.0031446540880503146
kazuya-takeshima,chibaffee,1,0.0031446540880503146
kazuya-takeshima,chibi_friend,1,0.0031446540880503146
kazuya-takeshima,foo-koya,1,0.0031446540880503146
kazuya-takeshima,fumitake-taniguchi,1,0.0031446540880503146
kazuya-takeshima,gorekun-lee,1,0.0031446540880503146
kazuya-takeshima,haguredori-kobayashi,1,0.0031446540880503146
kazuya-takeshima,hide-hachi,1,0.0031446540880503146
kazuya-takeshima,hiroyuki-hirakoba,1,0.0031446540880503146
kazuya-takeshima,inuji,1,0.0031446540880503146
kazuya-takeshima,jacopever-grouper,1,0.0031446540880503146
kazuya-takeshima,jinsuk-huh,1,0.0031446540880503146
kazuya-takeshima,k_sukigara,1,0.0031446540880503146
kazuya-takeshima,kadoppe,1,0.0031446540880503146
kazuya-takeshima,kaoru-sudo,1,0.0031446540880503146
kazuya-takeshima,kazuhiro-musashi,1,0.0031446540880503146
kazuya-takeshima,kazuya-minamisawa,1,0.0031446540880503146
kazuya-takeshima,kemosan,1,0.0031446540880503146
kazuya-takeshima,koichi-inao,1,0.0031446540880503146
kazuya-takeshima,kuma,1,0.0031446540880503146
kazuya-takeshima,masanori-takada,1,0.0031446540880503146
kazuya-takeshima,masao-yamashita,1,0.0031446540880503146
kazuya-takeshima,masashi-hisatsugu,1,0.0031446540880503146
kazuya-takeshima,n0bisuke,1,0.0031446540880503146
kazuya-takeshima,nya-buro-kisaragi,1,0.0031446540880503146
kazuya-takeshima,occhie3,1,0.0031446540880503146
kazuya-takeshima,poca,1,0.0031446540880503146
kazuya-takeshima,ryo7000,1,0.0031446540880503146
kazuya-takeshima,shinya-ichinohe,1,0.0031446540880503146
kazuya-takeshima,some-inu,1,0.0031446540880503146
kazuya-takeshima,suthathorn-sutthison,1,0.0031446540880503146
kazuya-takeshima,tactac-tacn,1,0.0031446540880503146
kazuya-takeshima,takahiro-yamamoto,1,0.0031446540880503146
kazuya-takeshima,takeshi-yamamoto,1,0.0031446540880503146
kazuya-takeshima,tetsunosuke-ito,1,0.0031446540880503146
kazuya-takeshima,toshiyuki-baba,1,0.0031446540880503146
kazuya-takeshima,tsuka,1,0.0031446540880503146
kazuya-takeshima,uzu,1,0.0031446540880503146
kazuya-takeshima,wan-wan,1,0.0031446540880503146
kazuya-takeshima,yoshitak,1,0.0031446540880503146
laura-fisher,alain-dominguez-lucas,1,0.01
laura-fisher,alex-brooks,1,0.01
laura-fisher,alex5,1,0.01
laura-fisher,alexander-toder,1,0.01
laura-fisher,amasamas,1,0.01
laura-fisher,anders-graae,1,0.01
laura-fisher,andreas-gebhard,1,0.01
laura-fisher,angela-baxley,1,0.01
laura-fisher,ani-gulbenk,1,0.01
laura-fisher,anthony-cathey,1,0.01
laura-fisher,anthony-ryan,1,0.01
laura-fisher,anthony-zhang,1,0.01
laura-fisher,art-kerdmanee,1,0.01
laura-fisher,barrett-lane,1,0.01
laura-fisher,bill-playford,1,0.01
laura-fisher,bruno-mendonca,1,0.01
laura-fisher,carmen-sutter,1,0.01
laura-fisher,carrie-brown-smith,1,0.01
