Included,userid,userid_y,category,USLR,SLR
10,jake-furst,chase-farnum,SW-24H-MFN,0.027896995708154508,0.03454715219421102
1,james-whatley,mark-griffin,SW-24H-MFN,0.021538461538461538,0.022857142857142857
2,james-whatley,matt-pearce,SW-24H-MFN,0.04,0.03619047619047619
3,james-whatley,christopher-stobbs,SW-24H-MFN,0.043076923076923075,0.035238095238095235
4,james-whatley,james-gordon-macintosh,SW-24H-MFN,0.027692307692307693,0.05238095238095238
5,james-whatley,fraser-maclellan,SW-24H-MFN,0.033846153846153845,0.06380952380952382
6,james-whatley,musa,SW-24H-MFN,0.033846153846153845,0.04285714285714286
7,james-whatley,jennifer-escalona,SW-24H-MFN,0.024615384615384615,0.010476190476190476
8,james-whatley,kimberly-turner,SW-24H-MFN,0.018461538461538463,0.007619047619047619
9,james-whatley,fraser-nicholas,SW-24H-MFN,0.009230769230769232,0.0038095238095238095
10,james-whatley,alastair-sherriffs,SW-24H-MFN,0.015384615384615385,0.007619047619047619
1,jan-videren6,emanuel-karlsten,SW-24H-MFN,0.05189189189189189,0.02347762289068232
2,jan-videren6,david-nilsson,SW-24H-MFN,0.043243243243243246,0.019320127170457325
3,jan-videren6,jonas-nordstrom,SW-24H-MFN,0.010810810810810811,0.00586940572267058
4,jan-videren6,tiffany-ingargiola,SW-24H-MFN,0.006486486486486486,0.0034238200048911714
5,jan-videren6,kalle,SW-24H-MFN,0.03891891891891892,0.013206162876008804
6,jan-videren6,pelle-sten,SW-24H-MFN,0.034594594594594595,0.015407190022010272
7,jan-videren6,rennie,SW-24H-MFN,0.006486486486486486,0.0031792614331132307
8,jan-videren6,scott-ladewig,SW-24H-MFN,0.004324324324324324,0.0022010271460014674
9,jan-videren6,micke-kazarnowicz,SW-24H-MFN,0.022702702702702703,0.007825874296894107
10,jan-videren6,jonathan-stara,SW-24H-MFN,0.055135135135135134,0.02078747860112497
1,janelle-gunther,stephen-koch,SW-24H-MFN,0.11819389110225764,0.10102564102564103
2,janelle-gunther,brian-van-nieuwenhoven,SW-24H-MFN,0.1102257636122178,0.059487179487179485
3,janelle-gunther,drew-christien,SW-24H-MFN,0.09694555112881806,0.06564102564102564
4,janelle-gunther,chris-fohlin,SW-24H-MFN,0.06108897742363878,0.05641025641025641
5,janelle-gunther,anna-grimm,SW-24H-MFN,0.14873837981407703,0.10666666666666667
6,janelle-gunther,dens,SW-24H-MFN,0.0849933598937583,0.04153846153846154
7,janelle-gunther,mike-caprio,SW-24H-MFN,0.05843293492695883,0.036923076923076927
8,janelle-gunther,anda-corrie,SW-24H-MFN,0.06905710491367861,0.06717948717948719
9,janelle-gunther,nathan-folkman,SW-24H-MFN,0.11686586985391766,0.07692307692307693
10,janelle-gunther,lawrence-lewitinn,SW-24H-MFN,0.10889774236387782,0.05128205128205128
1,janine-freriks,coen-jacobs,SW-24H-MFN,0.059190031152647975,0.17224546722454673
2,janine-freriks,frank-bovenkerk,SW-24H-MFN,0.09034267912772585,0.17852161785216178
3,janine-freriks,mtths,SW-24H-MFN,0.06853582554517133,0.15271966527196654
4,janine-freriks,geoffrey-groenings,SW-24H-MFN,0.04672897196261682,0.1492329149232915
5,janine-freriks,michael-kouwenhoven,SW-24H-MFN,0.040498442367601244,0.09553695955369595
6,janine-freriks,bart-mulders,SW-24H-MFN,0.04361370716510903,0.1401673640167364
7,janine-freriks,michel-rijnders,SW-24H-MFN,0.03426791277258567,0.07601115760111576
8,janine-freriks,peter-beckers,SW-24H-MFN,0.04361370716510903,0.13249651324965134
9,janine-freriks,joost-nagtegaal,SW-24H-MFN,0.03115264797507788,0.09135285913528592
10,janine-freriks,sabine-de-witte,SW-24H-MFN,0.14953271028037382,0.15202231520223153
1,jason-liszka,selene-liszka,SW-24H-MFN,0.7348242811501597,0.6274509803921569
2,jason-liszka,nathan-folkman,SW-24H-MFN,0.2939297124600639,0.39928698752228164
3,jason-liszka,justin-moore,SW-24H-MFN,0.23322683706070288,0.26559714795008915
4,jason-liszka,david-w4,SW-24H-MFN,0.13099041533546327,0.13368983957219252
5,jason-liszka,anna-frenkel,SW-24H-MFN,0.2523961661341853,0.2816399286987522
6,jason-liszka,dens,SW-24H-MFN,0.2747603833865815,0.33689839572192515
7,jason-liszka,kushal-dave,SW-24H-MFN,0.18210862619808307,0.1800356506238859
8,jason-liszka,tim-vetter,SW-24H-MFN,0.2012779552715655,0.1889483065953654
9,jason-liszka,alex-rainert,SW-24H-MFN,0.17252396166134185,0.21746880570409982
10,jason-liszka,nick-bilton,SW-24H-MFN,0.18849840255591055,0.1746880570409982
1,jason-sack,lindsay-wenner,SW-24H-MFN,0.27442827442827444,0.1968365553602812
2,jason-sack,mike-otoole,SW-24H-MFN,0.12058212058212059,0.15289982425307558
3,jason-sack,matt-raoul,SW-24H-MFN,0.13513513513513514,0.15905096660808435
4,jason-sack,danny-nathan,SW-24H-MFN,0.18503118503118504,0.16695957820738136
5,jason-sack,chuck-masucci,SW-24H-MFN,0.19750519750519752,0.13620386643233742
6,jason-sack,thais-lima,SW-24H-MFN,0.18503118503118504,0.14938488576449913
7,jason-sack,andrew-hess,SW-24H-MFN,0.13305613305613306,0.07293497363796134
8,jason-sack,emily-woolf,SW-24H-MFN,0.19126819126819128,0.14411247803163443
9,jason-sack,gardenia,SW-24H-MFN,0.08108108108108109,0.07381370826010544
10,jason-sack,zachary-blank,SW-24H-MFN,0.20166320166320167,0.1687170474516696
1,jasoncarlin,claire-armstrong,SW-24H-MFN,0.30640243902439024,0.1786174323744096
2,jasoncarlin,kelly-kliebe,SW-24H-MFN,0.26371951219512196,0.16187204808930872
3,jasoncarlin,chris-hutchins,SW-24H-MFN,0.03201219512195122,0.028338342636324603
4,jasoncarlin,mike-fabio,SW-24H-MFN,0.10213414634146341,0.058394160583941604
5,jasoncarlin,brandon-eley,SW-24H-MFN,0.01524390243902439,0.011592958351223702
6,jasoncarlin,heather-macdonald,SW-24H-MFN,0.012195121951219513,0.009446114212108201
7,jasoncarlin,henrik-fohns,SW-24H-MFN,0.009146341463414634,0.009016745384285102
8,jasoncarlin,jeff-slobotski,SW-24H-MFN,0.013719512195121951,0.009446114212108201
9,jasoncarlin,morgan-missentzis,SW-24H-MFN,0.03201219512195122,0.019321597252039503
10,jasoncarlin,andrew-pile,SW-24H-MFN,0.012195121951219513,0.008587376556462
1,jay-thompson,kelley-koehler,SW-24H-MFN,0.13101604278074866,0.08351893095768374
2,jay-thompson,justin-mchood,SW-24H-MFN,0.06417112299465241,0.08129175946547884
3,jay-thompson,kathy-jacobs,SW-24H-MFN,0.034759358288770054,0.028953229398663696
4,jay-thompson,drew-meyers,SW-24H-MFN,0.0374331550802139,0.017817371937639197
5,jay-thompson,deborah-madey,SW-24H-MFN,0.034759358288770054,0.02338530066815145
6,jay-thompson,kiki-litalien,SW-24H-MFN,0.034759358288770054,0.0200445434298441
7,jay-thompson,joeann-fossland,SW-24H-MFN,0.02406417112299465,0.013363028953229399
8,jay-thompson,chris-nichols,SW-24H-MFN,0.026737967914438502,0.014476614699331848
9,jay-thompson,matt-ridings,SW-24H-MFN,0.013368983957219251,0.0077951002227171495
10,jay-thompson,peter-brewer,SW-24H-MFN,0.016042780748663103,0.014476614699331848
1,jenn-lowther,chris-breikss,SW-24H-MFN,0.2098360655737705,0.19872611464968154
2,jenn-lowther,shannon-richardson,SW-24H-MFN,0.25245901639344265,0.22038216560509555
3,jenn-lowther,kelly-robertson,SW-24H-MFN,0.16393442622950818,0.15286624203821655
4,jenn-lowther,ben-malbon,SW-24H-MFN,0.036065573770491806,0.025477707006369428
5,jenn-lowther,jennifer-escalona,SW-24H-MFN,0.02622950819672131,0.024203821656050957
6,jenn-lowther,jesse-thomas,SW-24H-MFN,0.02622950819672131,0.02038216560509554
7,jenn-lowther,tom-a2,SW-24H-MFN,0.03934426229508197,0.024203821656050957
8,jenn-lowther,kimberly-turner,SW-24H-MFN,0.03278688524590164,0.016560509554140127
9,jenn-lowther,jason-long,SW-24H-MFN,0.013114754098360656,0.012738853503184714
10,jenn-lowther,tyler-hayes,SW-24H-MFN,0.02622950819672131,0.01910828025477707
1,jennifer-van-grove,downtownrob-marlbrough,SW-24H-MFN,0.14153132250580047,0.10149253731343283
2,jennifer-van-grove,ben-parr,SW-24H-MFN,0.09744779582366589,0.08955223880597014
3,jennifer-van-grove,melodie-tao,SW-24H-MFN,0.13921113689095127,0.11343283582089553
4,jennifer-van-grove,jennifer-boyd,SW-24H-MFN,0.06728538283062645,0.07462686567164178
5,jennifer-van-grove,hung-truong,SW-24H-MFN,0.016241299303944315,0.01691542288557214
6,jennifer-van-grove,patrice-callender,SW-24H-MFN,0.018561484918793503,0.012935323383084577
7,jennifer-van-grove,mike-diliberto,SW-24H-MFN,0.06264501160092807,0.046766169154228855
8,jennifer-van-grove,ben-malbon,SW-24H-MFN,0.02088167053364269,0.01890547263681592
9,jennifer-van-grove,sarah-wulfeck,SW-24H-MFN,0.048723897911832945,0.04378109452736319
10,jennifer-van-grove,kimberly-turner,SW-24H-MFN,0.018561484918793503,0.013930348258706468
1,jesse-middleton,ana-h,SW-24H-MFN,0.14571948998178508,0.1077184054283291
2,jesse-middleton,jason-kende,SW-24H-MFN,0.11839708561020036,0.0899067005937235
3,jesse-middleton,sarah-cooley,SW-24H-MFN,0.10018214936247723,0.07972858354537744
4,jesse-middleton,kendrick-lo,SW-24H-MFN,0.03278688524590164,0.04580152671755725
5,jesse-middleton,ben-kessler,SW-24H-MFN,0.13296903460837886,0.11365564037319763
6,jesse-middleton,tony-bacigalupo,SW-24H-MFN,0.10382513661202186,0.05937234944868533
7,jesse-middleton,andrew-shults,SW-24H-MFN,0.09107468123861566,0.06870229007633588
8,jesse-middleton,dan-neumann,SW-24H-MFN,0.06375227686703097,0.056827820186598814
9,jesse-middleton,oliver-jevremov,SW-24H-MFN,0.04007285974499089,0.05173876166242578
10,jesse-middleton,john-dunne,SW-24H-MFN,0.0273224043715847,0.043256997455470736
1,jessica-murray,richlocation,SW-24H-MFN,0.032397408207343416,0.07107107107107107
2,jessica-murray,dave-delaney,SW-24H-MFN,0.09071274298056156,0.07607607607607608
3,jessica-murray,suzanne-marlatt,SW-24H-MFN,0.08423326133909287,0.0970970970970971
4,jessica-murray,jen-grant,SW-24H-MFN,0.0367170626349892,0.03403403403403404
5,jessica-murray,jennifer-escalona,SW-24H-MFN,0.019438444924406047,0.022022022022022022
6,jessica-murray,kimberly-turner,SW-24H-MFN,0.03023758099352052,0.024024024024024024
7,jessica-murray,matthew-rothenberg,SW-24H-MFN,0.02591792656587473,0.023023023023023025
8,jessica-murray,scott-ferguson,SW-24H-MFN,0.017278617710583154,0.062062062062062065
9,jessica-murray,stephan-macleod,SW-24H-MFN,0.02591792656587473,0.025025025025025027
10,jessica-murray,kathy-jacobs,SW-24H-MFN,0.03455723542116631,0.03003003003003003
1,jessica01,alexis-dorenter,SW-24H-MFN,0.29831932773109243,0.32432432432432434
2,jessica01,giancarlo-pitocco,SW-24H-MFN,0.2184873949579832,0.2
3,jessica01,laura-macleod,SW-24H-MFN,0.20168067226890757,0.21081081081081082
4,jessica01,matt-britton,SW-24H-MFN,0.1722689075630252,0.16216216216216217
5,jessica01,david-trahan,SW-24H-MFN,0.13865546218487396,0.16216216216216217
6,jessica01,carla-blumenthal,SW-24H-MFN,0.1722689075630252,0.1864864864864865
7,jessica01,matt-mcgee8,SW-24H-MFN,0.09243697478991597,0.12162162162162163
8,jessica01,kate-goldsmith,SW-24H-MFN,0.1638655462184874,0.1918918918918919
9,jessica01,doug-akin,SW-24H-MFN,0.12184873949579832,0.13243243243243244
10,jessica01,erica-boynton,SW-24H-MFN,0.07142857142857142,0.05405405405405406
1,jill-hanner,jessica-lim,SW-24H-MFN,0.14240506329113925,0.26812267657992567
2,jill-hanner,heather-hynes,SW-24H-MFN,0.028481012658227847,0.015799256505576207
3,jill-hanner,maarten-peschier,SW-24H-MFN,0.09018987341772151,0.0604089219330855
4,jill-hanner,krasimir-galabov,SW-24H-MFN,0.022151898734177215,0.031133828996282528
5,jill-hanner,sheena-beaston,SW-24H-MFN,0.06645569620253164,0.07527881040892194
6,jill-hanner,anna-d,SW-24H-MFN,0.060126582278481014,0.025557620817843865
7,jill-hanner,jennifer-escalona,SW-24H-MFN,0.011075949367088608,0.004646840148698885
8,jill-hanner,caroline-donaghy,SW-24H-MFN,0.04272151898734177,0.015799256505576207
9,jill-hanner,chris-hutchins,SW-24H-MFN,0.01740506329113924,0.007899628252788104
10,jill-hanner,tikva-morowati,SW-24H-MFN,0.060126582278481014,0.024163568773234202
1,jill-nussbaum,j-allen,SW-24H-MFN,0.37280701754385964,0.34025974025974026
2,jill-nussbaum,paul-b-s,SW-24H-MFN,0.25,0.18181818181818182
3,jill-nussbaum,ian-spalter,SW-24H-MFN,0.13596491228070176,0.17402597402597403
4,jill-nussbaum,richard-ting,SW-24H-MFN,0.13596491228070176,0.15584415584415584
5,jill-nussbaum,masha-ioveva,SW-24H-MFN,0.10087719298245613,0.12207792207792208
6,jill-nussbaum,ben-malbon,SW-24H-MFN,0.05263157894736842,0.046753246753246755
7,jill-nussbaum,matthew-rothenberg,SW-24H-MFN,0.02631578947368421,0.02857142857142857
8,jill-nussbaum,andrew-pile,SW-24H-MFN,0.14473684210526316,0.17922077922077922
9,jill-nussbaum,ana-andjelic,SW-24H-MFN,0.06578947368421052,0.04415584415584416
10,jill-nussbaum,jason-long,SW-24H-MFN,0.013157894736842105,0.02077922077922078
1,jim-techfrog-alden,heather-macdonald,SW-24H-MFN,0.023287671232876714,0.0185799601857996
2,jim-techfrog-alden,suzanne-marlatt,SW-24H-MFN,0.01643835616438356,0.015262110152621102
3,jim-techfrog-alden,daynah,SW-24H-MFN,0.03287671232876712,0.025879230258792303
4,jim-techfrog-alden,jennifer-boyd,SW-24H-MFN,0.023287671232876714,0.015925680159256803
5,jim-techfrog-alden,richie-edquid,SW-24H-MFN,0.026027397260273973,0.017252820172528202
6,jim-techfrog-alden,mark-krynsky,SW-24H-MFN,0.04794520547945205,0.029860650298606503
7,jim-techfrog-alden,maria-ogneva,SW-24H-MFN,0.031506849315068496,0.023224950232249502
8,jim-techfrog-alden,brandon-chesnutt,SW-24H-MFN,0.0273972602739726,0.017916390179163903
9,jim-techfrog-alden,marc-vermut,SW-24H-MFN,0.1,0.06635700066357
10,jim-techfrog-alden,tony-lazzari,SW-24H-MFN,0.012328767123287671,0.009953550099535502
1,john-mccartney,ryan-lawler,SW-24H-MFN,0.1857638888888889,0.14529058116232466
2,john-mccartney,yuna-park,SW-24H-MFN,0.140625,0.11422845691382766
3,john-mccartney,john-decicco,SW-24H-MFN,0.125,0.08817635270541083
4,john-mccartney,kristin-maverick,SW-24H-MFN,0.16666666666666666,0.1372745490981964
5,john-mccartney,jason-wah,SW-24H-MFN,0.078125,0.06012024048096192
6,john-mccartney,samantha-moore,SW-24H-MFN,0.0642361111111111,0.05110220440881764
7,john-mccartney,james-philbin,SW-24H-MFN,0.052083333333333336,0.052104208416833664
8,john-mccartney,chris-atkins5,SW-24H-MFN,0.03993055555555555,0.041082164328657314
9,john-mccartney,kyle-dean-reinford,SW-24H-MFN,0.0954861111111111,0.07214428857715431
10,john-mccartney,alexis-dorenter,SW-24H-MFN,0.08854166666666667,0.06513026052104208
1,john-wallace6,patrick-stephenson,SW-24H-MFN,0.15938864628820962,0.11284335560504825
2,john-wallace6,conner-mccall,SW-24H-MFN,0.2423580786026201,0.16926503340757237
3,john-wallace6,zachariah-schaap,SW-24H-MFN,0.2336244541484716,0.1358574610244989
4,john-wallace6,eric-petersen,SW-24H-MFN,0.26200873362445415,0.19376391982182628
5,john-wallace6,erik-hess,SW-24H-MFN,0.1965065502183406,0.1855976243504083
6,john-wallace6,todd-odowd,SW-24H-MFN,0.18340611353711792,0.10690423162583519
7,john-wallace6,liz-bastian,SW-24H-MFN,0.08951965065502183,0.04974016332590943
8,john-wallace6,mplstv,SW-24H-MFN,0.18995633187772926,0.14402375649591687
9,john-wallace6,ang-dezelske,SW-24H-MFN,0.12882096069868995,0.07349665924276169
10,john-wallace6,jared-may,SW-24H-MFN,0.16375545851528384,0.09799554565701558
1,jon-steinberg,dan-gruneberg,SW-24H-MFN,0.08666666666666667,0.14244741873804972
2,jon-steinberg,paul-marcum,SW-24H-MFN,0.10888888888888888,0.08604206500956023
3,jon-steinberg,anna-d,SW-24H-MFN,0.06888888888888889,0.05066921606118547
4,jon-steinberg,kristin-maverick,SW-24H-MFN,0.17555555555555555,0.12906309751434034
5,jon-steinberg,david-lifson,SW-24H-MFN,0.07111111111111111,0.05353728489483748
6,jon-steinberg,matthew-rothenberg,SW-24H-MFN,0.02,0.014340344168260038
7,jon-steinberg,alli,SW-24H-MFN,0.14666666666666667,0.10611854684512428
8,jon-steinberg,saadiq-rodgers-king,SW-24H-MFN,0.08666666666666667,0.06692160611854685
9,jon-steinberg,idan-cohen,SW-24H-MFN,0.10444444444444445,0.07074569789674952
10,jon-steinberg,andrew-parker,SW-24H-MFN,0.10444444444444445,0.07648183556405354
1,joselin-mane,rob-sheppard,SW-24H-MFN,0.07172995780590717,0.05281285878300804
2,joselin-mane,alicia-benjamin,SW-24H-MFN,0.0970464135021097,0.05625717566016074
3,joselin-mane,thomas-trumble,SW-24H-MFN,0.07735583684950774,0.050229621125143516
4,joselin-mane,josh-bob,SW-24H-MFN,0.0759493670886076,0.026119402985074626
5,joselin-mane,guido-stein,SW-24H-MFN,0.04781997187060478,0.022101033295063147
6,joselin-mane,kristen-fritz,SW-24H-MFN,0.12658227848101267,0.05941446613088404
7,joselin-mane,mckenzie-lawton,SW-24H-MFN,0.08860759493670886,0.04994259471871412
8,joselin-mane,ace-bhattacharjya,SW-24H-MFN,0.07313642756680731,0.022101033295063147
9,joselin-mane,ali-powell,SW-24H-MFN,0.07454289732770746,0.025832376578645237
10,joselin-mane,rachel-levy,SW-24H-MFN,0.1111111111111111,0.029276693455797934
1,josh-rubin,tara-jepson,SW-24H-MFN,0.16486902927580893,0.11790633608815428
2,josh-rubin,zachary-blank,SW-24H-MFN,0.10323574730354391,0.06446280991735537
3,josh-rubin,seth-weisfeld,SW-24H-MFN,0.053929121725731895,0.026446280991735537
4,josh-rubin,jesse-thomas,SW-24H-MFN,0.023112480739599383,0.012672176308539946
5,josh-rubin,anna-d,SW-24H-MFN,0.060092449922958396,0.029201101928374655
6,josh-rubin,blake-whitman,SW-24H-MFN,0.05855161787365177,0.02865013774104683
7,josh-rubin,pierre-arlais,SW-24H-MFN,0.01386748844375963,0.006611570247933884
8,josh-rubin,andrew-pile,SW-24H-MFN,0.05855161787365177,0.03140495867768595
9,josh-rubin,ross-hoffman,SW-24H-MFN,0.023112480739599383,0.017079889807162536
10,josh-rubin,adam-ostrow,SW-24H-MFN,0.05855161787365177,0.03085399449035813
1,josh-weinberger-kitson,michael-disalvo,SW-24H-MFN,0.016766467065868262,0.06893424036281179
2,josh-weinberger-kitson,sam7,SW-24H-MFN,0.03473053892215569,0.07845804988662132
3,josh-weinberger-kitson,matt-ellsworth,SW-24H-MFN,0.013173652694610778,0.041043083900226755
4,josh-weinberger-kitson,david-weisfelner,SW-24H-MFN,0.016766467065868262,0.025396825396825397
5,josh-weinberger-kitson,dino-ticinelli,SW-24H-MFN,0.016766467065868262,0.029251700680272108
6,josh-weinberger-kitson,vince-collura,SW-24H-MFN,0.017964071856287425,0.022222222222222223
7,josh-weinberger-kitson,dave-c0,SW-24H-MFN,0.025149700598802394,0.027891156462585033
8,josh-weinberger-kitson,eflirt-expert,SW-24H-MFN,0.081437125748503,0.05782312925170068
9,josh-weinberger-kitson,nicole-hering,SW-24H-MFN,0.031137724550898204,0.03310657596371882
10,josh-weinberger-kitson,jake-sheppard,SW-24H-MFN,0.02035928143712575,0.02040816326530612
1,joshua-fishman,david-rosen,SW-24H-MFN,0.09302325581395349,0.20453572956782198
2,joshua-fishman,kevin-leonardi,SW-24H-MFN,0.046511627906976744,0.07916131792896876
3,joshua-fishman,christopher-jennison,SW-24H-MFN,0.048625792811839326,0.04621309370988447
4,joshua-fishman,vince-skovira,SW-24H-MFN,0.04439746300211417,0.06161745827984596
5,joshua-fishman,mark-perkins,SW-24H-MFN,0.03699788583509514,0.05006418485237484
6,joshua-fishman,joseph-hanko,SW-24H-MFN,0.040169133192389,0.09114249037227215
7,joshua-fishman,theodore-rysz,SW-24H-MFN,0.022198731501057084,0.026529738981600343
8,joshua-fishman,john-burke,SW-24H-MFN,0.06553911205073996,0.07060333761232349
9,joshua-fishman,derrick-allen,SW-24H-MFN,0.052854122621564484,0.06290115532734275
10,joshua-fishman,mathieu-hannouz,SW-24H-MFN,0.011627906976744186,0.007702182284980745
1,joshua-kaufman,suki-b,SW-24H-MFN,0.21458333333333332,0.17585784313725492
2,joshua-kaufman,timoni-grone,SW-24H-MFN,0.23333333333333334,0.14154411764705882
3,joshua-kaufman,andy-brett,SW-24H-MFN,0.016666666666666666,0.04840686274509804
4,joshua-kaufman,mollie-c,SW-24H-MFN,0.0875,0.0428921568627451
5,joshua-kaufman,niniane-wang,SW-24H-MFN,0.0625,0.0508578431372549
6,joshua-kaufman,andrei-zmievski,SW-24H-MFN,0.21875,0.11642156862745098
7,joshua-kaufman,seth-blank,SW-24H-MFN,0.1375,0.09252450980392157
8,joshua-kaufman,jon-rohan9,SW-24H-MFN,0.06666666666666667,0.02389705882352941
9,joshua-kaufman,isaac-hall,SW-24H-MFN,0.12083333333333333,0.05575980392156863
10,joshua-kaufman,michael-owens,SW-24H-MFN,0.15208333333333332,0.07352941176470588
1,jp-kim,4280,SW-24H-MFN,0.03228962818003914,0.0891993551853842
2,jp-kim,siegfrid,SW-24H-MFN,0.053816046966731895,0.17463729177861365
3,jp-kim,sung-ki-park,SW-24H-MFN,0.016634050880626222,0.1305749596990865
4,jp-kim,golee,SW-24H-MFN,0.06360078277886497,0.12036539494895218
5,jp-kim,angie-k,SW-24H-MFN,0.01761252446183953,0.09349811929070392
6,jp-kim,yuina-azu,SW-24H-MFN,0.029354207436399216,0.08382590005373455
7,jp-kim,nikki5,SW-24H-MFN,0.01761252446183953,0.06663084363245567
8,jp-kim,onepiece-chopper,SW-24H-MFN,0.07045009784735812,0.11660397635679742
9,jp-kim,leeclo,SW-24H-MFN,0.02054794520547945,0.07307898979043526
10,jp-kim,4sq-seoul,SW-24H-MFN,0.014677103718199608,0.06448146157979581
1,julie-minevich,nick-morgan,SW-24H-MFN,0.0035460992907801418,0.0035236081747709656
2,julie-minevich,seth-tanner,SW-24H-MFN,0.11347517730496454,0.07540521494009866
3,julie-minevich,kevin-harber,SW-24H-MFN,0.08333333333333333,0.07047216349541931
4,julie-minevich,angel-b,SW-24H-MFN,0.10460992907801418,0.08809020436927413
5,julie-minevich,christopher-doorley,SW-24H-MFN,0.13120567375886524,0.08949964763918253
6,julie-minevich,justin-thorp,SW-24H-MFN,0.09929078014184398,0.09372797744890768
7,julie-minevich,yoav-lurie,SW-24H-MFN,0.05851063829787234,0.035236081747709654
8,julie-minevich,alvaro,SW-24H-MFN,0.005319148936170213,0.0028188865398167725
9,julie-minevich,sheila-dichoso,SW-24H-MFN,0.02304964539007092,0.010570824524312896
10,julie-minevich,scott-stadum,SW-24H-MFN,0.09042553191489362,0.06342494714587738
1,kaichi-kuroda,26,SW-24H-MFN,0.1925343811394892,0.2230902777777778
2,kaichi-kuroda,yuichi1123,SW-24H-MFN,0.03929273084479371,0.08116319444444445
3,kaichi-kuroda,syochin,SW-24H-MFN,0.09823182711198428,0.10069444444444445
4,kaichi-kuroda,atknktn,SW-24H-MFN,0.10216110019646366,0.16276041666666666
5,kaichi-kuroda,826,SW-24H-MFN,0.09233791748526522,0.1323784722222222
6,kaichi-kuroda,takechiyo-yamanaka,SW-24H-MFN,0.10216110019646366,0.07769097222222222
7,kaichi-kuroda,eugene-donca-mollino,SW-24H-MFN,0.06483300589390963,0.13585069444444445
8,kaichi-kuroda,loop99,SW-24H-MFN,0.11787819253438114,0.1545138888888889
9,kaichi-kuroda,genuine_tatsu,SW-24H-MFN,0.11591355599214145,0.0881076388888889
10,kaichi-kuroda,takafumi,SW-24H-MFN,0.03339882121807466,0.09288194444444445
1,karma,alexey-dolotov,SW-24H-MFN,0.2542372881355932,0.5622317596566524
2,karma,alexandr-blohin,SW-24H-MFN,0.2711864406779661,0.5965665236051502
3,karma,tatiana-krasnova,SW-24H-MFN,0.0847457627118644,0.5450643776824035
4,karma,a-t,SW-24H-MFN,0.13559322033898305,0.4291845493562232
5,karma,anton-volnuhin,SW-24H-MFN,0.2033898305084746,0.45493562231759654
6,karma,korobkov,SW-24H-MFN,0.3050847457627119,0.592274678111588
7,karma,nadezhda-shukalova,SW-24H-MFN,0.2033898305084746,0.2703862660944206
8,karma,mikhail-geisherik,SW-24H-MFN,0.2711864406779661,0.4678111587982833
9,karma,lxsir,SW-24H-MFN,0.1694915254237288,0.27467811158798283
10,karma,anton-nikitin,SW-24H-MFN,0.11864406779661017,0.30472103004291845
1,kat-egan,seth-weisfeld,SW-24H-MFN,0.06431535269709543,0.05157593123209169
2,kat-egan,nick-williams4,SW-24H-MFN,0.022821576763485476,0.02005730659025788
3,kat-egan,richie-cruz,SW-24H-MFN,0.03941908713692946,0.034383954154727794
4,kat-egan,ben-malbon,SW-24H-MFN,0.04149377593360996,0.03151862464183381
5,kat-egan,edmund-salvacion,SW-24H-MFN,0.024896265560165973,0.017191977077363897
6,kat-egan,andrew-pile,SW-24H-MFN,0.04979253112033195,0.03868194842406877
7,kat-egan,aaron-rutledge,SW-24H-MFN,0.04564315352697095,0.03581661891117478
8,kat-egan,edward-boches,SW-24H-MFN,0.022821576763485476,0.02005730659025788
9,kat-egan,tyler-hayes,SW-24H-MFN,0.014522821576763486,0.011461318051575931
10,kat-egan,henrik-fohns,SW-24H-MFN,0.01037344398340249,0.008595988538681949
1,kate-goldsmith,manisha-m,SW-24H-MFN,0.16475095785440613,0.20316622691292877
2,kate-goldsmith,vishal-sapra,SW-24H-MFN,0.2681992337164751,0.32717678100263853
3,kate-goldsmith,chris-ayres,SW-24H-MFN,0.17624521072796934,0.22691292875989447
4,kate-goldsmith,david-trahan,SW-24H-MFN,0.09961685823754789,0.15303430079155672
5,kate-goldsmith,alexis-dorenter,SW-24H-MFN,0.19157088122605365,0.24010554089709762
6,kate-goldsmith,laura-macleod,SW-24H-MFN,0.1685823754789272,0.19261213720316622
7,kate-goldsmith,matt-mcgee8,SW-24H-MFN,0.07279693486590039,0.1266490765171504
8,kate-goldsmith,giancarlo-pitocco,SW-24H-MFN,0.16475095785440613,0.15567282321899736
9,kate-goldsmith,doug-akin,SW-24H-MFN,0.12260536398467432,0.13720316622691292
10,kate-goldsmith,carla-blumenthal,SW-24H-MFN,0.13409961685823754,0.17678100263852242
1,kate-ritchie,jere-keys,SW-24H-MFN,0.03615819209039548,0.07150101419878296
2,kate-ritchie,vincent-lim-show-chen,SW-24H-MFN,0.04519774011299435,0.05425963488843814
3,kate-ritchie,mike-street,SW-24H-MFN,0.06666666666666667,0.0537525354969574
4,kate-ritchie,magnus-martin,SW-24H-MFN,0.04971751412429379,0.0907707910750507
5,kate-ritchie,matthew-lucero,SW-24H-MFN,0.0519774011299435,0.09787018255578094
6,kate-ritchie,randy-nichols,SW-24H-MFN,0.04745762711864407,0.05476673427991886
7,kate-ritchie,ayo-omojola,SW-24H-MFN,0.07344632768361582,0.0537525354969574
8,kate-ritchie,patranila,SW-24H-MFN,0.03615819209039548,0.0552738336713996
9,kate-ritchie,rob-hitt,SW-24H-MFN,0.0655367231638418,0.049188640973630834
10,kate-ritchie,mikael-larsson,SW-24H-MFN,0.04293785310734463,0.03803245436105477
