,userid_x,ego_info,LZ_entropy,Pi,CCE_alters_sr,CCE_ego_alters_sr,Pi_alters_sr,Pi_ego_alters_sr
4339,esp-elio,7.076815597050831,4.976450979579725,0.4884962346166515,9.33454711702934,5.268102328404623,-0.21128140863379566,0.4501075410151572
4340,espen-systad,7.044394119358453,4.932780668847777,0.504835887371607,,4.932780668847777,,0.504835887371607
4341,essens-tweet,4.754887502163468,4.268333485610999,0.3291429741408627,,4.268333485610999,,0.3291429741408627
4342,esstaurant-unterwegs,5.247927513443585,3.5194228822559275,0.6172223860257289,,3.5194228822559275,,0.6172223860257289
4343,esteban-bianchi,7.108524456778169,4.896045075115243,0.5289504406259175,,4.896045075115243,,0.5289504406259175
4344,esteban-trigos,3.584962500721156,2.9806400654395606,0.5329994611694244,,2.9806400654395606,,0.5329994611694244
4345,ester-meerman,6.954196310386875,4.5282873280228255,0.5626174749291126,9.6438487326718,4.545948313900245,-0.20644063281977146,0.5605273905363309
4346,estevao-rizzo,6.569855608330948,3.445119272367825,0.7276312120573606,,3.445119272367825,,0.7276312120573606
4347,esther,5.832890014164741,4.2033581199256895,0.5053163157490925,,4.2033581199256895,,0.5053163157490925
4348,esther-assaad,9.44086916761087,5.3639246780313785,0.6068266185200685,6.990931205342325,4.652503650074783,0.4639776461321334,0.6661470982962446
4349,esther-cunliffe,6.6293566200796095,4.257638564711525,0.5822747529607779,8.629396896831901,4.242557059936743,-0.1119305736051778,0.5840852561331143
4350,esther-vargas,8.7714894695006,5.206898774394184,0.5874204380741701,,5.206898774394184,,0.5874204380741701
4351,esz,8.134426320220927,4.8229764953477785,0.6106328751017054,9.507263632332233,4.817592484778811,0.08187634065556236,0.6111426949315096
4352,eszter-bircsak,6.882643049361842,3.9935766152105514,0.6303926347664954,9.957083334184166,4.131637537043616,-0.2251837711194293,0.6149778870277366
4353,eszter-racz,4.906890595608519,4.117769668303781,0.4140636210843195,,4.117769668303781,,0.4140636210843195
4354,eszter-s,6.807354922057604,4.0193832492345285,0.6275236383883305,,4.0193832492345285,,0.6275236383883305
4355,ete-kou,3.0,2.8679700005769253,0.4586047106261293,4.389975000480772,3.796564582372581,-0.04965368404913365,0.04510567270484865
4356,ethan-applen,6.954196310386875,6.0346757604998675,0.2866479358202712,7.919042522480334,6.279016378592309,-0.09837415627194034,0.2443641828425309
4357,ethan-bloch,7.794415866350106,5.016578836481936,0.5608167531086298,6.113681593736419,4.667052206047712,0.4412536076130406,0.5971135872130384
4358,ethan-farber,4.807354922057604,4.324343415062788,0.3225787735950302,9.984779473699897,6.533441552846361,-0.6659852525601981,-0.20459372584402055
4359,ethan-pearson-pomerantz,7.569855608330948,3.9540171316277317,0.6757868575986927,7.3199243666419855,4.03718128942294,0.3165313030061428,0.6678100856028895
4360,ethan-stanislawski,7.098032082960526,5.403405485378417,0.42984736331997786,8.464953899254546,5.4129992175418495,-0.10335891545453296,0.4285397487203022
4361,ethernight-rackham,6.392317422778761,4.123330216965321,0.5846541887869747,9.349185990704887,4.137427232045168,-0.2408660039141804,0.5829047304769289
4362,etienne-servant,5.954196310386875,2.9922062226390773,0.7077939892390804,8.53303752067505,3.0136867942858268,-0.18006145879965768,0.7052742616770168
4363,eugene-chung,8.238404739325079,5.626784146265962,0.502574298706242,6.47871801962112,5.083635779281301,0.4083657587586381,0.5598559506079102
4364,eugene-donca-mollino,6.599912842187128,2.5212493594262084,0.8206674690860183,3.1081711761303104,2.2077884883703263,0.7727500114229349,0.8455534924689567
4365,eugene-gordzilla,4.954196310386875,3.2252877554552595,0.6511022342803383,5.466441884004163,3.107420090933702,0.30256670269152885,0.6667759915743516
4366,eugene-hwang,8.554588851677638,6.393538954573638,0.42837784475450985,7.184826176120857,5.756033702820022,0.3381843076923283,0.4973244528370758
4367,eugene-marinelli,8.055282435501189,5.53714823443622,0.5002856904368702,8.395049659224807,5.393468909783992,0.13962003395229722,0.5160286678556166
4368,eugene-oh,6.426264754702098,4.371204036549563,0.5367310778557273,,4.371204036549563,,0.5367310778557273
4369,eugene-wang5,4.954196310386875,2.0539816756918032,0.8249792896139836,,2.0539816756918032,,0.8249792896139836
4370,eugene-zvedenyuk,5.087462841250339,2.2061216791706393,0.8212182963259312,,2.2061216791706393,,0.8212182963259312
4371,eunice-c,7.78135971352466,6.740821536357754,0.2724027097198485,8.164141156303822,7.01444163083155,-0.007122923847380761,0.2304874665070808
4372,eunji-choi,6.78135971352466,5.909496235152937,0.289798088346839,7.880550153045967,6.375862917810639,-0.11424713167121593,0.2047838608005967
4373,euphrosini-saliaris,7.9886846867721655,6.222679955695082,0.3876355853374277,7.242931296865589,5.892444854303569,0.2514099821418921,0.4286473062187274
4374,eva-keiser,7.954196310386875,4.816660866759339,0.598698119262058,7.49822422527313,4.758812894371612,0.3107091527062744,0.6043831794379876
4375,eva-schiave,8.312882955284355,5.7442679657181825,0.4800514789477146,7.494079187448679,5.323989311726848,0.2712836697666501,0.5260126340162729
4376,evan-bretzman,8.487840033823051,5.970006351782643,0.4792814241177151,8.946128465463929,5.904113142862418,0.11767135259783484,0.4862561576754826
4377,evan-cohen,7.507794640198696,6.232831701525008,0.3316440513877993,7.637615445890032,6.1709764404339005,0.09793541220314383,0.3405160549884763
4378,evan-connors,8.584962500721156,4.821380249162757,0.6328569116473932,11.293081901463182,4.819664931673871,-0.09037858483135014,0.6330082432237374
4379,evan-cover,7.044394119358453,3.6392135039318703,0.6979236762869303,10.933549368325977,3.65352421461204,-0.22218818474165375,0.696537644520245
4380,evan-cudworth,7.426264754702098,4.4634568191272335,0.6044426773283625,9.736402841520222,4.667303268437808,-0.12053371962608316,0.5827166937090085
4381,evan-cunningham,7.118941072723508,4.8063577814189555,0.5412707666729368,9.226219213893236,4.8063090595466615,-0.12652620023701902,0.5412764670955347
4382,evan-davis,8.388017285345136,4.871413320827589,0.588595036374894,8.591940034352541,4.778947721058089,0.15907265777023144,0.5978324845205057
4383,evan-finch,6.78135971352466,5.420738376262771,0.3993912553785069,,5.420738376262771,,0.399391255378507
4384,evan-haveman,7.754887502163468,4.592522769197173,0.6098962118050051,8.428129671069096,4.5317567626077535,0.16253086192490515,0.6159957210551454
4385,evan-jones,6.129283016944966,3.8154677315656467,0.6272284955527792,7.3954086266719905,3.794923097890123,0.09668034815030027,0.6296633579008984
4386,evan-kantor,7.312882955284356,4.889671011501807,0.5601648445287394,8.31935923237066,4.8608568919950725,0.12219831531913344,0.5632882191461474
4387,evan-kraut,6.459431618637297,5.381992671902743,0.35559967395422354,7.974065625548653,5.963581745147432,-0.15573566821634166,0.2535333956960654
4388,evan-light,4.169925001442312,3.637998319394944,0.4432438235464942,,3.637998319394944,,0.4432438235464942
4389,evan-mcquinn,6.6293566200796095,4.410515955560841,0.568567389884436,9.65833716308052,4.4598795441654415,-0.2290306974767813,0.5626324115555447
4390,evan-miller,5.672425341971495,4.202145938245243,0.4858212698822637,,4.202145938245243,,0.4858212698822638
4391,evan-orenstein,7.442943495848728,4.360549594353593,0.6104425034963712,8.565590043015447,4.334351151620414,0.050580439374101525,0.6132372483512892
4392,evan-samek,6.794415866350106,4.984633024720334,0.4800247933692645,,4.984633024720334,,0.4800247933692645
4393,evan-schmalz,8.348728154231077,2.226428220371825,0.8568563517994078,9.057380638628027,2.2261751957517832,0.2816924629155252,0.8568744289769271
4394,evan-solomon,8.409390936137703,5.835885435559836,0.4870401613947419,6.6699443037448605,5.201890644705336,0.3952455334496355,0.5534586814296689
4395,evan-tantum,8.285402218862249,4.53746485730861,0.6599813759672432,8.472017990676974,4.484877218034475,0.2835887255784777,0.664516272437356
4396,evan-urbania,6.78135971352466,5.150617751821125,0.44843950437260827,8.972401688165299,5.202591578691797,-0.19796878771848075,0.4412404506812218
4397,evan-williams,3.807354922057604,3.411756819361892,0.4033228616202833,8.15705557315966,5.859373669000172,-0.524266383062908,-0.21338744107068894
4398,evandro-mucha,7.857980995127572,4.546768982476544,0.6238084313591991,,4.546768982476544,,0.6238084313591991
4399,evert-bopp,8.546894459887637,4.885553513227191,0.6204906544913843,,4.885553513227191,,0.6204906544913843
4400,evert-van-rossum,6.392317422778761,4.865587509856587,0.4669229790648409,,4.865587509856586,,0.466922979064841
4401,evgenia-valieva,7.727920454563199,5.0215540696099135,0.5613246190644621,8.403160006756933,4.9131769746782235,0.15300136400927242,0.5726360795024279
4402,evgeny-antipoff,6.247927513443585,2.842651912112261,0.7496970111651933,8.129087542332067,2.850245814745324,0.001406330647934609,0.7489135987255533
4403,evil-hockey,6.930737337562887,3.9603025750833982,0.6595861936597814,,3.9603025750833982,,0.6595861936597814
4404,evka-barbarossa,6.321928094887363,6.073173284663521,0.14604808724291007,8.981021750074277,7.7235519880051005,-0.3553014893765866,-0.18922415126590195
4405,eyad-alazab,7.366322214245816,4.717879902176828,0.6090391189218491,,4.717879902176827,,0.6090391189218493
4406,eye,7.906890595608519,5.704167139899659,0.4768141063533011,8.394737332637996,5.5463906681414805,0.12804278809709507,0.4945187119953199
4407,ezequiel-ardigo,5.523561956057013,3.7373897353289247,0.604416916925573,,3.7373897353289247,,0.604416916925573
4408,ezra-englebardt,8.39231742277876,4.653548252370719,0.6246106208117239,8.956773389563704,4.574984028525883,0.15384947858363027,0.6320148529404772
4409,f-carreira,8.43879185257826,4.572082390166512,0.6555501016260237,10.024965575533788,4.571438169582137,0.0949583991708597,0.6556060960960735
4410,f-scott-woods,6.569855608330948,5.910261637755438,0.2493909069974931,9.374079776756098,7.149415627633421,-0.35120028953282784,-0.05091168360565343
4411,fab,6.442943495848728,3.651529696345208,0.6605174399266374,,3.651529696345208,,0.6605174399266374
4412,fabhian-cantona,6.832890014164741,6.183747739606751,0.2302815716628817,6.934978508629144,6.097342092484442,0.05784858334117466,0.2464437230599395
4413,fabian-de-rijk,4.807354922057604,2.3102092894305883,0.7899435553954258,,2.3102092894305883,,0.7899435553954258
4414,fabian-luque,6.392317422778761,2.9854153301340105,0.7550726395022376,,2.9854153301340105,,0.7550726395022376
4415,fabian-pattberg,6.108524456778169,3.765690730258156,0.6262195863181352,,3.765690730258156,,0.6262195863181352
4416,fabian-pimminger,7.321928094887363,4.365398985460732,0.6337300913083103,7.13901924576632,4.310166798546195,0.33331987020251197,0.6391776738225456
4417,fabian-umpierre,4.954196310386875,3.2507098062054167,0.6469702324149492,,3.2507098062054167,,0.6469702324149492
4418,fabiana-souza,7.098032082960526,4.632326829757424,0.5762227706036164,,4.632326829757424,,0.5762227706036164
4419,fabiano-meneghetti,5.882643049361842,4.341181554675372,0.5144619460706483,,4.341181554675372,,0.5144619460706483
4420,fabiano-silva,3.807354922057604,2.873644062032969,0.6454600409624289,,2.873644062032969,,0.6454600409624289
4421,fabien-de-serres,6.820178962415188,4.680378264511658,0.5235485502546172,,4.680378264511658,,0.5235485502546172
4422,fabien-gasser,6.087462841250339,4.38134066550021,0.5219972528743971,,4.3813406655002085,,0.5219972528743972
4423,fabien-pichard,7.459431618637297,3.5519660858742443,0.7156236949893744,,3.5519660858742443,,0.7156236949893744
4424,fabio-allves,6.022367813028454,3.932604657932564,0.5934700846445077,6.707792274119046,3.882668488030408,0.16780921008489252,0.5998386724757598
4425,fabio-astolpho,5.087462841250339,4.5762423372779475,0.30736974254985183,,4.5762423372779475,,0.30736974254985183
4426,fabio-brito,7.05528243550119,4.983996359860188,0.4949677911311074,,4.983996359860186,,0.4949677911311075
4427,fabio-coelho,6.3750394313469245,4.01145369153952,0.5899252242257583,,4.01145369153952,,0.5899252242257583
4428,fabio-cristi,8.087462841250339,4.276576886773029,0.6533500725610951,9.182036049599896,4.25589119792549,0.09579744500889988,0.6553067829522293
4429,fabio-de-donno,7.721099188707185,4.826448771986804,0.577390636965354,9.815574089269338,4.82363760517403,-0.09688684768988833,0.5776851081942985
4430,fabio-franco-lm,6.918863237274595,4.2578097901906835,0.6020307701688887,,4.257809790190684,,0.6020307701688886
4431,fabio-m,6.857980995127572,4.055420793504772,0.646114820570296,,4.055420793504772,,0.646114820570296
4432,fabio-massaru-fugii,7.266786540694901,3.3573830305137347,0.7288795898514806,,3.3573830305137347,,0.7288795898514806
4433,fabio-mergulhao,7.169925001442312,4.002698467484788,0.6737945846220861,9.267751942000217,3.9952747688659698,0.054253987598476806,0.6744998168334757
4434,fabio-raphael-de-paula,6.339850002884624,4.972513496017731,0.4333680351808079,,4.972513496017731,,0.4333680351808079
4435,fabio-yabu,7.475733430966398,4.872250179996742,0.5518674341962531,8.00127811991206,4.771048578187537,0.1447831326756261,0.5631226973872685
4436,fabio-zanellati,7.800899899920305,4.380858585964219,0.6391318448041601,,4.380858585964219,,0.6391318448041601
4437,fabiola-goellner,6.807354922057604,4.320221834479868,0.6122856166489107,8.158548915865394,4.289492702980523,0.11827406228843153,0.6155801026797829
4438,fabrice-feugas,5.906890595608519,3.311216899372196,0.6891195022703144,,3.311216899372196,,0.6891195022703144
4439,fabrice-villa,7.392317422778761,5.739215503361539,0.40865823223383424,8.339453498572862,5.7264290900111705,-0.04231006358468916,0.4103569146804234
4440,fabricio-silveira,5.857980995127572,3.8061800125798406,0.6202197506303149,,3.8061800125798406,,0.6202197506303149
4441,fabricio-teixeira,5.614709844115208,2.393997798376803,0.7845442171647606,,2.393997798376803,,0.7845442171647606
4442,fabricio-tota,8.103287808412022,5.759533781878772,0.4872392137110109,7.773678952900328,5.6682709794769295,0.2499890149707781,0.4971183336447578
4443,fabrizio-sinopoli,7.05528243550119,3.7794013458638,0.674155559304533,,3.7794013458638,,0.674155559304533
4444,fabuliss-sasha,7.2761244052742375,6.090193829736411,0.3283028995822329,9.695563856000947,6.1884717611872935,-0.2644653809383593,0.31346999351890265
4445,facundo-maldonado,7.714245517666122,4.497505056731026,0.6194238151872794,9.011027740277227,4.479057251209157,0.0705668380168303,0.6212671959175389
4446,fahrireza-prakoso,8.184875342908283,5.124641401894463,0.5436233808545798,9.39919799240295,5.081601327262582,-0.05011758829327905,0.5482435601602735
4447,fairyvisions,4.754887502163468,4.6415840626763085,0.15435283258475369,,4.6415840626763085,,0.15435283258475369
4448,faisal-karkoh,6.129283016944966,4.374798242793038,0.5447790000827585,,4.374798242793038,,0.5447790000827586
4449,fakery99,7.219168520462161,3.7926032020809344,0.6743892845855037,4.163376080736156,3.3827265984171304,0.6364777273323795,0.7152157679219542
4450,falk-gottlob,7.851749041416057,4.847662585347557,0.5913881697234065,9.03824929148214,4.808608396299273,0.09342719513191196,0.5952855003463488
4451,falko-zurell,5.357552004618084,3.341685207441897,0.6591134619016564,,3.341685207441897,,0.6591134619016565
4452,falls,6.149747119504682,4.071574705630853,0.5883029171846048,,4.071574705630853,,0.5883029171846048
4453,farez,5.643856189774724,3.3196976060776744,0.6337209535416201,,3.3196976060776744,,0.6337209535416201
4454,fariba-irani,5.700439718141092,3.2004023786069986,0.690602948682167,,3.2004023786069986,,0.690602948682167
4455,fariz-chowdhury,6.247927513443585,5.425352082136875,0.3121048332278122,9.197502024304061,5.903614804585353,-0.35832072258652203,0.2184899844397294
4456,faron-lewitt,6.700439718141092,4.266419731208798,0.5909661656477702,7.431079628713618,4.212296710787707,0.15296759938697838,0.5972638802925568
4457,farris,6.965784284662087,5.071825345828247,0.4849455254035308,6.685521353922636,5.265259885884888,0.2587993907205089,0.4599790860079728
4458,fathiya-adisza,6.599912842187128,3.8633071624709783,0.6432637837166756,,3.8633071624709783,,0.6432637837166756
4459,fatih-guner,6.285402218862249,4.752170067991682,0.480795597659869,,4.752170067991682,,0.480795597659869
4460,fausto-sposito,4.906890595608519,4.5519404369081995,0.2621610420990784,,4.5519404369081995,,0.2621610420990784
4461,fazz0611,7.400879436282184,4.675645858217981,0.5772134933196567,4.618171918348764,4.5116012308415385,0.5834590509040162,0.5949737916336598
4462,fede-santa-cruz,5.807354922057604,3.0586149440611,0.7283984164200006,,3.0586149440611,,0.7283984164200006
4463,fedele-sforza,5.700439718141092,3.876746647219581,0.5961528635507187,,3.876746647219581,,0.5961528635507187
4464,federico-fasce,5.0,3.8140213177181166,0.5194398871492141,,3.8140213177181166,,0.5194398871492141
4465,federico-gargiani,6.491853096329675,4.873179100275856,0.4713416845306889,,4.873179100275856,,0.4713416845306889
4466,federico-picone,6.658211482751795,4.872465257639535,0.5120247965544217,,4.872465257639535,,0.5120247965544217
4467,federico-pomi,6.857980995127572,4.86370298747926,0.49158531380396,,4.863702987479258,,0.4915853138039602
4468,fee-beyer,8.60733031374961,4.810204207609339,0.6283884725683647,9.501948008226655,4.8153764882582895,0.14145996267247196,0.6279241349438105
4469,fefo,8.124121311829187,4.4266745065746536,0.6630615442804286,,4.4266745065746536,,0.6630615442804286
4470,feles-daniel,7.0,3.6885340946032,0.7052677121448129,,3.6885340946032,,0.7052677121448129
4471,felicia-sullivan,7.936637939002571,4.996406105329141,0.5702736726987956,6.931109264364941,4.760003333249234,0.3582104503208005,0.5943652736055589
4472,felipe-braga,7.066089190457772,3.962166809974205,0.6621777592886221,8.667043813045952,4.08078213931603,0.0822818373876576,0.6502324066419316
4473,felipe-cerda,6.870364719583405,3.683103153562613,0.6812259756944959,,3.683103153562613,,0.6812259756944959
4474,felipe-de-lucio,6.189824558880018,4.034672983005448,0.5865445832791536,,4.034672983005448,,0.5865445832791536
4475,felipe-gaucho,6.78135971352466,4.346738223847707,0.5921759402107715,,4.346738223847707,,0.5921759402107715
4476,felipe-gavronski,8.375039431346925,5.785097571097822,0.4980653659368143,8.531863021347322,5.6449073494282045,0.17529458934583392,0.5127227751985806
4477,felipe-gubert,6.149747119504682,4.020339086300927,0.6084376500859153,,4.020339086300927,,0.6084376500859153
4478,felipe-lee,4.807354922057604,3.6973812121378637,0.5308123167190479,,3.6973812121378637,,0.5308123167190479
4479,felipe-libano,4.247927513443585,2.7095198384044714,0.6979461107277911,,2.7095198384044714,,0.6979461107277911
4480,felipe-lins,6.169925001442312,4.977469504904811,0.4008815925471631,,4.977469504904811,,0.4008815925471631
4481,felipe-marin,5.459431618637297,3.4882994941325585,0.6387759033978202,,3.4882994941325585,,0.6387759033978202
4482,felipe-parada-penafiel,6.714245517666122,3.4033821587660733,0.714224927391115,,3.4033821587660733,,0.714224927391115
4483,felipe-saez,5.247927513443585,3.9423568876668864,0.5148451064816559,,3.9423568876668864,,0.5148451064816559
4484,felipe-tofani,8.562242424221072,5.3150367599562225,0.5668953900337647,7.615610247934338,5.255567295337014,0.3293962509576618,0.5726146382191515
4485,felipe-valenzuela-arrate,5.700439718141092,3.2831513010535125,0.6915746518957813,,3.2831513010535125,,0.6915746518957813
4486,felipe-venetiglio,7.303780748177103,5.227007173665194,0.4993442255562403,,5.227007173665194,,0.4993442255562403
4487,felipe-zarate-montero,6.539158811108031,4.985142532689268,0.45422383432595204,,4.985142532689268,,0.4542238343259519
4488,felisberto-augusto,5.523561956057013,2.714330296875348,0.7697873196112252,9.055413527001038,2.713704774419281,-0.09121590144932376,0.7698489405525348
4489,felix-bellanger,7.622051819456376,3.053423608070712,0.7840154540262446,,3.053423608070712,,0.7840154540262446
4490,felix-bruhl,7.199672344836364,4.093779593602287,0.6551082113543808,,4.093779593602286,,0.6551082113543809
4491,felix-crisan,7.426264754702098,4.310481711972348,0.6551366961340054,8.612428993765018,4.307874653179105,0.19393098074118886,0.6553796499119471
4492,felix-gollner,7.409390936137702,4.713243116053307,0.5724788740205149,,4.713243116053307,,0.5724788740205149
4493,felix-karpov,7.044394119358453,3.6335172852524065,0.689980922281218,9.94188043892776,3.679515477773127,-0.1447558855556943,0.6853709145416104
4494,felix-leander,7.727920454563199,3.6914251597632335,0.7069381825021462,10.173937851502043,3.6963122646595337,-0.0741028468810359,0.7064892972095562
4495,felix-ley,5.727920454563199,2.749096548014513,0.7655618824781866,,2.7490965480145126,,0.7655618824781866
4496,felix-lin,5.523561956057013,3.4319842695251843,0.6444226559105554,8.565545922450166,3.522118201566009,-0.2182802296656378,0.632915732279975
4497,felix-pels,5.247927513443585,4.622037931631303,0.33318338870928743,9.388530580937669,6.0344254562041915,-0.5247825946807025,-0.059978872993910526
4498,felix-renicks,6.507794640198696,3.762621125905056,0.6628882209455386,,3.762621125905056,,0.6628882209455386
4499,felix-salmon,8.59618975614441,6.155420114324076,0.44493680608051095,7.36492497725124,5.604939467697498,0.3035845831460207,0.5050385595688387
4500,felix-schwenzel,7.994353436858858,4.164664798648616,0.6816800566321822,8.993790673568126,4.149649163568266,0.19104180809675853,0.6830029098696534
4501,felix6,4.643856189774724,2.6422677507620858,0.7509387719207391,,2.6422677507620858,,0.7509387719207391
4502,fem,7.087462841250339,5.5471149801619655,0.4084521929719968,,5.547114980161965,,0.4084521929719969
4503,femi-adi,6.20945336562895,5.035684138249591,0.3927021032522057,,5.035684138249591,,0.3927021032522057
4504,fenix-3000,8.768184324776927,5.11880032917438,0.6129430400631879,9.486861157496408,5.10119645565942,0.17973780981068296,0.6144865422320996
4505,fenriq-o,7.257387842692652,4.077135833435028,0.6718987586852516,10.7586127692237,4.089761645613822,-0.13846907820920484,0.6707159120837143
4506,feras-al-natsheh,4.754887502163468,2.644253572046705,0.7110603216104964,6.376893418181508,3.6181660290076314,-0.025246349185136997,0.5718349105799458
4507,ferders,5.169925001442312,3.5041607470317535,0.6014122624083149,,3.504160747031753,,0.6014122624083151
4508,ferdinand-boas,7.098032082960526,4.385410037408497,0.5933819159415507,9.760949925777897,4.391113834136215,-0.18156816880256302,0.5927432926594957
4509,ferg,7.78135971352466,4.808670562205792,0.5842068011027736,,4.808670562205792,,0.5842068011027736
4510,ferjork,5.977279923499917,4.076492809495676,0.5864612599195479,,4.076492809495676,,0.5864612599195479
4511,fern-yit-lim,7.754887502163468,4.7381295187900125,0.5897978423869368,,4.738129518790012,,0.5897978423869368
4512,fernanda-a,4.807354922057604,3.387623704533603,0.5835160160680847,,3.387623704533602,,0.5835160160680848
4513,fernanda-abreu,5.832890014164741,4.684879258577742,0.4061301957338621,9.81793814616794,5.135343944260571,-0.4836005269953833,0.3234085650560073
4514,fernanda-saboia,6.554588851677638,4.287241917940042,0.5719317762036982,,4.287241917940042,,0.5719317762036982
4515,fernando-barcellos,6.044394119358453,4.165806137983672,0.5688784087756048,,4.1658061379836715,,0.5688784087756049
4516,fernando-colares,6.870364719583405,3.6448720956574,0.6833200978897486,8.212310100262227,3.640065988378833,0.10995659617540822,0.6838116952603948
4517,fernando-cuesta,7.857980995127572,5.508617772153539,0.5011989901148802,,5.508617772153539,,0.5011989901148803
4518,fernando-firmino,4.087462841250339,3.4917552191905266,0.4625578446226408,,3.491755219190525,,0.4625578446226409
4519,fernando-florez,6.599912842187128,4.959560570975449,0.4761874733583778,,4.959560570975449,,0.4761874733583778
4520,fernando-gallego,6.20945336562895,4.831714029615269,0.4449256168986321,,4.831714029615269,,0.4449256168986321
4521,fernando-gonsales,5.614709844115208,3.760151297685594,0.582489243749437,,3.760151297685594,,0.582489243749437
4522,fernando-maciel,7.2761244052742375,4.59726543606316,0.5915770138133769,,4.59726543606316,,0.5915770138133769
4523,fernando-maclen,8.312882955284355,5.097343430165289,0.5703517427129089,7.559622582183138,4.7561977567104545,0.3024614022113883,0.6041991909083229
4524,fernando-moniaga,8.661778097771988,5.364297944697107,0.5589856991359845,8.681727658017705,5.250383669029309,0.19687414749483398,0.5700525449282171
4525,fernando-nogueira,7.888743248898259,4.097161460144185,0.6840722910206423,,4.097161460144184,,0.6840722910206424
4526,fernando-spuri,5.643856189774724,4.217137045888109,0.5091411169522968,,4.217137045888109,,0.5091411169522968
4527,fernando-tricas,5.247927513443585,2.800284347555104,0.7178520912813274,,2.800284347555104,,0.7178520912813274
4528,fernando2,6.614709844115208,3.7437747425094647,0.6482347148686479,6.880426394363036,3.706658167074111,0.23709741667204165,0.6524153821506743
4529,ferrara-david,6.857980995127572,3.501991356402453,0.7137623281114809,,3.501991356402453,,0.7137623281114809
4530,fidel-calderon,8.83605035505807,5.555266865549898,0.5435386661766496,7.248809049068271,4.945393009458262,0.369622859009783,0.6020945645780093
4531,filip-szymanski,6.794415866350106,4.707902905672082,0.5344282259751035,6.880816932953353,5.1235354783127285,0.2356442010251835,0.4826085628759553
4532,filip-visnjic,4.754887502163468,3.7533592378131417,0.4925571814208994,,3.7533592378131417,,0.4925571814208994
4533,filip0,4.584962500721156,3.8196788424058257,0.44397541415035824,,3.8196788424058257,,0.44397541415035824
4534,filipe-fortes,9.002815015607053,6.9833402797099975,0.37277783254994296,8.016608037687737,6.4851563716077925,0.2507099267099049,0.4279399387549423
4535,filipe-turra,6.954196310386875,3.2884636384110886,0.7369761514097259,,3.288463638411089,,0.7369761514097259
4536,filippo-corti,7.845490050944375,4.299839251866216,0.6355689825869207,8.631190425123043,4.269854590955835,0.11937365755585745,0.6385632976323697
4537,finan-akbar,6.523561956057013,4.4800822192781915,0.5369189961865616,,4.4800822192781915,,0.5369189961865616
4538,finian-murphy,5.426264754702098,4.5176470588235285,0.4073271738700416,,4.5176470588235285,,0.4073271738700416
4539,finn-lehmann,7.592457037268081,5.932735669815448,0.3975487757269896,8.411688716365079,6.005547621801362,-0.025722578898044638,0.3879805854533756
4540,finnious-finney,7.800899899920305,5.038252876494315,0.5628780768237448,9.571208426390912,5.032359641450689,-0.043978905074226415,0.5634899780480965
4541,finnur-sverrisson,6.087462841250339,3.916844722374935,0.5904435933004651,,3.916844722374935,,0.5904435933004651
4542,fiona-bose,5.169925001442312,2.341232398652476,0.7778128762630574,,2.341232398652476,,0.7778128762630574
4543,fiona-hodge,6.870364719583405,4.031881381598821,0.6352771968944315,,4.031881381598821,,0.6352771968944315
4544,fiona-leung,7.614709844115208,2.8270766085599663,0.7960046505134379,9.07997122963184,2.8177579029402744,0.18374018396410932,0.7967654609044303
4545,firat,6.643856189774724,4.480049837910973,0.5364520556614888,8.763999302630841,4.497842739920134,-0.17456762544206386,0.5341471997904816
4546,firesign3000,7.05528243550119,3.9655990472552176,0.6644227316529048,8.822865148932252,3.9621582072262402,0.06660834746581908,0.66476473951183
4547,firestartr,8.038918989292302,5.158034737773232,0.5533904449471022,8.285834265951854,5.035649827602007,0.18610215988532186,0.5660401131814952
4548,firmannoid,7.714245517666122,6.2497357143006695,0.3540760037150859,6.688007427884622,6.195258178900031,0.2928456465657871,0.3614578764321195
4549,fitz-dearmore,9.63662462054365,5.972842356677313,0.5477290654293618,9.591531580716953,5.966982925115091,0.1931235492754316,0.5482481681204309
4550,flavia-franco,6.507794640198696,4.421421499473251,0.5421385108272749,,4.421421499473251,,0.5421385108272749
4551,flavia-miguel,5.832890014164741,4.6524627903662426,0.4369907171803934,,4.6524627903662426,,0.4369907171803934
4552,flavio-henrique-bosso,6.22881869049588,3.198906053595023,0.7096028945029016,,3.198906053595023,,0.7096028945029016
4553,flavio-inacio,6.087462841250339,4.60281293382717,0.4826597331098407,8.201693733287856,4.60173965602713,-0.1766044947992423,0.4828160479453594
4554,flavio-p,8.044394119358454,5.295417741699252,0.5360663329014315,,5.295417741699251,,0.5360663329014316
4555,flavio-perez,6.20945336562895,3.996732597382196,0.58424324826457,6.388649893407317,3.9534532532849447,0.22591630494533774,0.5898170417346333
4556,flemming-mahler,7.832890014164741,3.533846831479228,0.7449732216493467,10.428547320418508,3.5328727918912057,0.04531417052201831,0.7450531159639091
4557,fletcher-durant,8.62935662007961,6.131655395395995,0.45849416930943,7.431063507750183,5.735101595477595,0.31087974121679524,0.5008234496029803
4558,fliss-white,7.475733430966398,4.186137266907832,0.6337627379407764,10.668779239061337,4.194950882669092,-0.2280868072121309,0.6328475768524312
4559,flo-gmeinwieser,5.491853096329675,3.9502296379205055,0.5488465857161897,,3.9502296379205055,,0.5488465857161897
4560,florence-manente,8.977279923499916,4.989470981036872,0.6366709957706946,,4.989470981036872,,0.6366709957706946
