,NumPlaceid,NumUniqPlaceid,NumFriends,ShannonEntropy,entropy,ego predictability,ego+alters entropy,alters entropy,ego+alters predictability,alters predictability
dominik-zosincuk,307,162,1,6.712121110564897,5.351188011663807,0.48897789086416404,5.116448909042074,7.442678598434604,0.5014821483510077,0.18139165816025996
jorrie,525,195,2,6.576492854234765,4.962333835345795,0.5325778861550591,4.96952933951457,8.192255790169641,0.5594418061619909,0.16452036759793476
eda-onsel,163,81,1,5.48390887204785,4.571918660838419,0.4227911166351951,4.166497857890462,5.631343479133321,0.5668273407890422,0.3613576420645673
hugo-louter,226,65,1,4.99099960743656,3.9805415439320555,0.4594015205358546,5.233308923200423,9.917164192406647,0.45755937329758806,-0.27663195033702076
anton-afanasiev,130,31,4,3.5439903084034587,2.8528369240428098,0.39349581371089365,3.7926894347094784,8.540820426586269,0.5977273537567276,-0.2150620792126918
morgan-brown,1370,480,35,7.634109904059297,5.3127448617981425,0.5926383659726401,4.56992128873706,6.800083390724361,0.6509513136410408,0.44239054869664374
shawn-b,857,353,0,7.00081276383086,4.905922881759349,0.5655884738747801,,,,
david,80,43,1,5.014386108210763,3.9205755627208445,0.3145355886060848,4.9559825402019815,8.744833837499545,0.36385004100949236,-0.3395934338252517
alfons-hoogervorst,140,37,2,3.522522791048969,2.764818898538214,0.40350798532176474,3.2239475992749376,8.27690351240242,0.6749320180020332,-0.16537984287407806
nikos-s,738,222,8,6.293186229173408,4.754075747445959,0.5560920231436114,4.318199054702845,5.918072861543085,0.6451747490857553,0.4836137728891864
takechiyo-yamanaka,1502,297,18,6.7453663411414615,4.9086741977288435,0.5975089570963711,4.148150813535415,6.452751803154129,0.6913707341973556,0.48315757854510527
christian-tom,318,264,5,7.833498009487299,7.125328247386591,0.4921324492385216,7.303338281039451,8.337053366403488,0.21027075312013832,-0.0017890202588796821
ted-angelilli,317,183,5,6.916588596847357,5.603709516072749,0.49185209985909645,5.465536043970383,6.485816539527278,0.46171886004279156,0.3289892455792842
jim-cavanagh,783,257,11,6.771801755854008,5.205308460151373,0.5599077433949081,5.102627398004846,6.1938395611492645,0.5715892815180513,0.45909270838239663
elvira-aviles,68,56,3,5.701217804390191,5.174343415062789,0.28078146975595725,6.694570272923158,8.051667851457243,-0.08916657619563231,-0.2811077710588966
bryan-maleszyk,428,193,8,6.600260152953798,5.0490524563828485,0.5170347810609971,5.185825604229229,7.0190223031502565,0.5208247803720906,0.29719335131664004
christian-fischler,498,128,22,4.701863143410744,3.651457415850986,0.5286722709321433,3.577646132389133,6.230124323105015,0.6990935265388851,0.41367955081330987
vinicius-antonio-goncalves,74,26,4,3.739962495067523,2.964513219719628,0.29895462049861926,3.459905207067257,4.559367640906421,0.5980758197670116,0.42212627087882476
alisha-derby1,27,20,2,4.074719799326422,3.8903625017701113,-0.047292945060456386,6.1113039978872905,6.633749955057669,-0.1850613043855547,-0.2601849994427952
jon-long,680,308,23,7.0464830755296655,5.010482252602691,0.5506895464261198,4.5492619650784345,7.337318495307374,0.6183718549765852,0.3156660794338858
antoine-blanchard,236,142,4,6.520433738540054,5.068947573976552,0.46383218326091175,5.423285293728047,7.1844223765799295,0.43696154091720424,0.17192747298102226
u_take,107,32,1,4.145223384478951,3.4513730504541753,0.36493721436784043,3.304170060172477,5.763174516710893,0.6479867897989671,0.2680461034343181
jess-peng,852,328,2,7.26996280004582,5.536697327391464,0.5652254133253714,5.199643964000692,6.589331750021676,0.5671738808745499,0.42401660589522694
chris-harrison5,142,95,8,6.242531290362591,5.315518800888298,0.40537600177044536,4.674108749779021,4.938984032177693,0.48529925404348156,0.44715623559833
henrique-luz,274,53,2,4.43339313181888,3.522001255128864,0.4784600276042325,3.5996173462703447,8.204035774208624,0.6684542234576387,-0.01566676244537452
kyoh,59,20,4,3.6768978716090004,3.0180516514117275,0.24657417694838646,3.8133881405681502,5.1901965326576125,0.5195459376055337,0.253398775344953
greg-schwan,362,198,2,6.842881842044416,5.426709367061941,0.503359022875212,5.308331318356118,7.999466901107486,0.49287295127276687,0.12110969047820563
eunice-c,276,220,7,7.594800884389868,6.740821536357754,0.4791481913043836,7.764563278431334,8.92855831242728,0.09947076551840574,-0.11601088927027173
joby-franczek,1686,223,2,5.788611601269933,3.407407532448784,0.6034476767581508,3.1462138035022376,8.188721504611495,0.7777687482659649,0.3204424908041356
ying-chuntrasri,541,87,1,4.721538009650554,3.3689994979768914,0.5347655395277843,3.120732945092088,6.408784716104839,0.7462196061991986,0.40097180188488735
benjamin-kabak,661,265,8,6.718993522255709,5.11361087618215,0.5487839423241846,5.023498331064351,7.773237117858549,0.5689595844107096,0.25803663266066124
luigi-cappel,526,152,2,5.560679864650903,4.2037766475400105,0.5327172593968754,4.076315758664034,8.49087996156528,0.6520545003906171,0.11842522115136464
jon-harris,100,47,3,4.61230564207143,3.5912736160944463,0.354138309683049,4.265488336840099,5.341938117841033,0.5073962117327213,0.3326098219559396
sebastian-bettencourt,94,75,4,6.014643239952484,5.357663930936504,0.3438084783129124,6.996105021687806,8.223931946473026,-0.0656380086620958,-0.23880651216924884
with_o_wisp,92,22,13,3.47169495311538,2.844396682261826,0.34010916199846253,2.7178206305846686,2.9417916803152955,0.7148819778005743,0.6859204681627
chris-barton3,59,36,2,4.501121439119008,4.232633413565227,0.24657417694838646,6.241074292661451,7.661296856251896,-0.048232612709915336,-0.2566113903024242
jasmine-clark,184,106,17,6.202572285533393,5.223907169488642,0.4370698161331909,4.922485418243435,5.157987213719572,0.47790700514539114,0.44562235121736904
valle,111,89,15,6.265847988304556,5.62821015794673,0.37059373343295043,5.476567002170944,6.322695725921052,0.3268466714179817,0.1618087050812836
pierreee-from-berlin,545,171,2,5.622326099609723,4.05742118650044,0.5352987459437796,4.139172695831967,7.981624525342605,0.6475440475360871,0.2014482479502786
jared-williams,167,41,3,4.099463821374121,3.1296411595004234,0.4257201703490585,4.013646342505441,9.592543736891447,0.5883053105772369,-0.2974323008180413
brian-walter,408,142,1,5.541429800150257,4.395465266489901,0.5132175201211577,4.266401791229181,8.008223357090118,0.6184863729824873,0.1451404866612916
jeff-adams,115,82,1,6.029416386318608,5.283431918514116,0.3759236418819525,6.242163070928044,7.832911066615429,0.1887221244132382,-0.14502241024101098
roland-bartok,2467,688,3,7.774268529736679,5.355325200296745,0.6217119728554306,4.566107697792257,6.370210835694627,0.6754636895207093,0.5232699440812065
erik-schwartz,507,186,7,6.269765692120432,4.5286499622869725,0.5300056117186018,4.619548208188575,8.858287699326633,0.5941992670498053,0.04173319741749842
javier-iglesias,85,26,1,4.082476748147559,3.2428466045934803,0.3259723148659591,4.070080358008742,8.791162888555018,0.5195508398354735,-0.3332960771420659
marijn-ijpelaar,494,65,2,3.232389843698813,2.4422615538137187,0.5280690620384109,2.494613083975026,4.362362867060734,0.8014977597755305,0.6194764632713251
mariann-matliak,346,101,5,4.953840149772416,3.694153628813047,0.4995099191869873,3.8480290132757005,5.491522576367599,0.6539307355153597,0.46685000660118176
ryan-shattuck,939,227,3,6.01589108122791,4.417631007835586,0.5711706910551243,4.304619967142102,8.588136499916187,0.6578906962202749,0.2041240652234787
loren-vandegrift,858,446,1,8.067823785355285,6.234949614149598,0.5656607498750421,5.789844711687976,7.726145144999977,0.508367820269257,0.29710388073719296
anna,1404,363,6,6.670197492622893,4.959216019360676,0.5939491664552984,4.27083711814234,7.2646158938791805,0.6781726408201245,0.39786211888668255
itai-nathaniel,902,282,16,6.808062125043215,5.080274944450003,0.5687348826074594,4.05506091542731,5.40009459663476,0.6791048706191188,0.5509500063642546
chaffro,1306,383,1,6.779165680365607,4.648668009318996,0.5900528971042529,4.299156291537965,7.7615512324444795,0.6727428810035412,0.33937790567690673
andrea-beggi,67,43,30,5.125498891821145,4.417695388702943,0.27744415286162166,4.370510245007657,4.895134280654635,0.4406910568421672,0.3437228906279153
asmo-halinen,115,79,17,5.800463394381554,5.078911973281311,0.3759236418819525,5.146274972932681,5.496122083396992,0.38783003087863255,0.3294561589542319
miisai,77,47,2,5.243787840264162,4.386750578486431,0.3070269344677359,5.521803142065245,8.280478602199686,0.24470557108559304,-0.28658230241621824
kala-horvitz,610,255,3,7.146977935511546,5.517229632252838,0.5432828992864267,5.521754209328021,9.093099485216966,0.5111387728785217,0.0461723922513285
martha-pulido,169,132,4,6.867512776593318,6.013214541979274,0.4271448466279934,4.5978137045518555,4.874567582773541,0.5132352954600682,0.47563380618427253
scott-riggs,15,15,5,3.906890595608518,3.9068905956085187,-0.1454261558232964,6.975105673304837,7.160022501083393,-0.38765658986547996,-0.412078179515579
adam95,342,256,2,7.795262228770135,6.63342294951838,0.4985084150433309,5.749610705385067,6.248335257159219,0.4339871971318633,0.3703821677760864
sietse-harkema,303,73,11,4.6312581657176874,3.049672426120029,0.4877907219844431,3.4794542249770197,8.786439526420038,0.6865488871303288,-0.0789414728190869
joshua-kutticherry,399,148,3,5.768040666901863,4.173677638683676,0.5114140863496174,4.416575004177101,7.394873252899057,0.6009784173066902,0.234822690323038
mike-fung9,426,198,7,6.803219341850527,5.111244915132153,0.5166642537671211,5.13727311225503,7.543834888952395,0.5259347736437894,0.2238664057815018
edwin-garcia,272,218,5,7.479963033278258,6.645890914864329,0.47776461340504656,7.480628755922596,8.924869578162285,0.1498275994931389,-0.11838790061717101
justin-reidy,125,82,1,6.0397954369672595,5.121900209310359,0.3880171037220527,5.813953488372093,8.460816689118515,0.2886296614156174,-0.21250293770243653
parohac4,104,31,7,3.7845006392651483,3.138944732822854,0.3604585873199444,3.945205777301699,8.435564153511217,0.5580710696713114,-0.24629390743735605
jason-tarantino,142,70,17,5.379710670003416,4.301966487159596,0.40537600177044536,4.617009519355643,5.019919092649557,0.49336641554542615,0.4352516727861723
andrew-gruhn,391,135,6,5.74356797126529,4.187699870332307,0.5097629496001101,4.10513215574356,5.118394479409773,0.633223408498808,0.5213715962231777
david-kavanagh,796,211,3,6.340415293077392,4.923461616144253,0.5609561028585675,4.564778177258592,7.6191959367870155,0.6252612627973367,0.3007679922787287
moyashi,151,55,2,4.660502716784926,3.743147656294818,0.41329874487329493,3.840961151631067,4.9671561760812475,0.6027508011513536,0.4502116099057427
cam-boyd,324,109,7,5.473738223465598,4.309587561299232,0.4937887336966882,4.158084842158295,5.359704165052628,0.6163906709674448,0.47677786686003476
peter-sigrist,888,344,16,6.43657248816767,4.742334399846726,0.5677786140108516,3.964941504979496,4.893415723574795,0.6867078519109074,0.5994844924399931
stefano-pietroiusti,184,53,8,4.809514731851796,3.57709405662659,0.4370698161331909,3.926311137690889,7.82135679486353,0.6062712127854865,-0.04519575409980948
andrew-simes,511,118,1,5.38923331803098,3.0773485373220377,0.5305878820170083,2.940973697160034,6.648435083206217,0.7611922116785292,0.3661872883428441
martin-talbot,135,111,1,6.6517483527156305,5.9710631600116395,0.39864860406407726,5.8906410094115715,6.855827770579084,0.28913425952259986,0.09287300568658947
billy-steffens,595,193,5,6.226432972485958,4.789488022380967,0.5415458032570647,4.375683669814004,6.6003295065678715,0.6284250706939337,0.38827233314218107
derek-andersen,34,14,4,3.0399483900691298,2.8828956100418592,0.0031363460165008995,5.1177790141915604,9.215782592375534,0.023002399028503012,-0.5673618533446826
robert-larson,107,62,2,5.185262616619952,4.48035383568275,0.36493721436784043,6.469651735181147,10.257977058563979,0.1148343829886671,-0.46948372271922184
nan-palmero,2082,606,33,6.86108436616414,4.305281666398309,0.6138044911132263,3.399997648650119,5.020840803898243,0.7631953920097987,0.6307092251524617
tarcizio-silva,302,103,39,5.355613372014839,3.7754146149866066,0.4874904440054739,3.1338924469063296,3.4796936968927024,0.7228077401696668,0.6863631403367445
hamilton-tamayo,812,416,3,7.637659729334953,5.968253053045143,0.5622156086591522,4.874583768797017,5.565539171573063,0.5962675821969481,0.5273278192414868
dennis-wakabayashi,454,145,4,5.8762270908303575,4.341552560379281,0.521644151248183,4.374749576103178,6.838039547685067,0.6132877142677503,0.3285305491046157
sara-chipps,104,84,28,6.223423944348436,5.665412444607102,0.3604585873199444,5.935337205748247,6.069610853620748,0.22823331081505976,0.2003237363762523
jessie2,621,100,5,4.041020181085479,2.983903217791258,0.5445205712980289,3.0084419263457423,4.223335254632575,0.7611758507259218,0.6458030752605507
matthew-stone,1140,317,1,5.960041351430692,4.326043589058072,0.5825020693716811,3.9186200849236523,5.129283016944966,0.7007677954043785,0.5909524692256837
jeff62,131,77,2,5.645108969083257,4.7009102714357445,0.39455133401274645,5.937789328214175,9.053105818360667,0.2753511970414651,-0.2791677190454873
andres-penailillo,27,9,3,2.134336113194451,1.8879700376237303,-0.047292945060456386,3.095175554518712,7.712559360670819,0.5525606798649075,-0.4085930651182369
kurt-l,720,322,3,6.994544553197333,5.204976564628611,0.5544778389450767,4.739381623719384,7.568316979730578,0.6027281671899228,0.2946499663508263
brian-niedfeldt,80,46,2,5.140111376837555,4.250035694041924,0.3145355886060848,5.541255348961149,8.039259993698359,0.24954597599911096,-0.24673960955952476
pascal-scodellaro,161,46,1,4.021495217868674,3.130709860414996,0.42128497320197256,4.2327164722620605,10.785452468158542,0.5571963484429173,-0.44751344629305334
dennis-pilarinos,755,321,2,7.242582040560243,5.582406256636035,0.5575690482359057,5.116650193580683,6.80235399761159,0.567920031952024,0.38922365359408895
staart-fr,484,196,16,5.85479475432255,4.1347986655564215,0.5265313688281732,4.0572853735850565,5.3317362883587105,0.649728843058727,0.5140906395048325
keith-chima,22,20,1,4.277613436819114,4.087812317084189,-0.08623683872062785,5.3916158610969935,6.224928010613329,-0.11297484983070005,-0.23573910454407768
robin-milgrim,110,66,4,5.355572881131744,4.662184803048204,0.3692115648764848,5.757747328915276,7.606934528260598,0.27457796762747894,-0.12252831650980159
karmen-florian,287,48,19,3.895462139068678,2.9291603599449036,0.482809240908748,3.39261349666152,7.285990958176995,0.6932299957720739,0.19410316612171583
andy-davies,72,40,1,4.652186982555596,3.8629095661204045,0.2932211414800312,4.758442402537732,7.038557974226502,0.3822828950007464,-0.12860450449269034
sunny-hiranandaney,496,198,5,6.757471591979464,5.122585201789955,0.528371497549881,5.402772751641135,8.051767306205031,0.5081194353425218,0.17530650495671635
ian-lee,140,110,5,6.5647432852331375,5.905914925279854,0.40350798532176474,6.655556877341084,7.636930397742799,0.15116446504177042,-0.07641586877886615
cla-b,445,147,9,5.740890312039868,4.169285813636765,0.5200906792269233,4.344115592122624,5.280192573341594,0.6153411893857546,0.5132480525070184
ryan-sult,134,96,2,6.3530378843261746,5.504976462333381,0.3976424896997954,7.174381319202853,9.305576508432381,-0.01337374579498925,-0.3062707548297612
brian-bray0,415,165,2,6.585319789923958,4.978264170189282,0.5145824836079665,4.734477573554319,7.648630798254827,0.5688497902896464,0.20418441562887482
christopher-sheldrick,140,58,2,5.01111186390692,3.465623688792692,0.40350798532176474,3.84519619028968,7.279344296079835,0.5965335432225681,-0.020818275408736046
jessica-andrzejewski,734,265,1,6.996306052849516,5.293494704232514,0.5557378862320712,4.738526305119103,0.0,0.603904544158709,1.0
cameron1,340,179,4,6.769248873122106,5.5734754742433115,0.49800146385756294,5.290517423737564,6.3611488183272815,0.4894987004131799,0.35481729068727924
shaun-mclane,254,76,10,4.91015918979588,3.8576538221295253,0.4711558923574561,4.430073151168906,8.854041219182642,0.568620142432002,-0.1226320436977856
scott-hielen,172,122,4,6.578458708870679,5.577805841959655,0.4292343793159131,6.781020209510188,8.610343914706533,0.17648874333014572,-0.1680718908950359
tibor-paulsch,23,10,2,2.644462784366856,2.6677416663925975,-0.07818840505671937,5.087865637550163,8.863191136600639,-0.05707383333093189,-0.5848976849360987
tom-robinson8,181,64,6,4.607982040059315,3.6491185633388716,0.435184742003185,3.73306152419332,4.832944221778405,0.6287398182031293,0.4883325938750279
shino-japan,204,59,6,4.587907322700663,3.2812888254972434,0.44855554416708104,3.36016779103347,5.398547361506159,0.6796710539648949,0.42399381694932614
steve-dwyer,168,41,2,3.215194964500432,2.620061871364624,0.42643574105673815,2.5012247856063676,3.712760013452907,0.7672617348886775,0.6263001260338451
thomas-trumble,1903,342,2,5.689852615557099,3.613630100655301,0.6094651961400439,3.3692051665345275,9.02891117064717,0.7632005409857685,0.24486926287365682
maria-cardiel,61,37,1,4.802967050358439,4.206685785945768,0.25508794618403796,4.741120489459689,6.160085572902034,0.3564412677222199,-0.026952168404264027
dustin-boyer,65,52,6,5.56837127450035,5.083816985024019,0.2704614769294074,7.01572365992749,8.363026785847666,-0.1463890576316527,-0.33152493605242983
min-batstone,456,108,6,4.314812303781062,3.2196625471295945,0.521983621421404,3.329383957963704,8.821132107919135,0.7198419520536986,0.0104860957057393
matthew-hudson,1388,418,4,6.661790890835019,5.136137217787532,0.5933374908547718,4.26952490200005,5.224077963164917,0.6778240355094962,0.59290760582422
alper-adatoz,73,47,6,5.2029875723415575,4.518571927982412,0.2961252431795464,5.3343307760190415,6.518534144037454,0.272356673809763,-0.04583457799270063
joey-bolender,205,104,1,6.055951078519819,4.935089092158672,0.4490855606737513,5.429703674927788,8.948367231584678,0.4202437630879516,-0.17679786916627396
janne-jalkanen,94,54,3,5.184685660899264,4.135109745353677,0.3438084783129124,5.197894706485065,8.304897816499128,0.34762821400549165,-0.24952996663609664
erin-norton,276,102,4,4.90896986269241,3.8060420919570994,0.4791481913043836,4.490073372421471,8.653159239952695,0.5676661805485106,-0.07960904232333163
mark-kimitch,966,236,4,6.2991656163799155,4.377851681880877,0.5728697971657699,3.857926600088083,7.535334950572247,0.6997916533497246,0.3324974599413662
kara-stewart,220,149,2,6.593805939358437,5.649832135232427,0.45660271831412197,6.987339347753056,10.056918622389562,0.1920570350905069,-0.29855062757112133
jonnie-james,185,97,8,5.967781479813414,4.739134592501761,0.43768792357521435,4.4789842206932295,5.076344846785667,0.5370609038899217,0.4574958069894466
sofie-winther,173,90,2,5.983720788746346,4.799218967840125,0.429918620038078,4.994635889602202,7.67366465751503,0.4615175708372573,-0.036038947298386886
george-m,248,133,2,6.538856557284319,5.246384800467939,0.4688006317926628,4.821393896599796,6.832890014164741,0.5190904487014022,0.24046274123199823
andrew-stockdale,14,14,1,3.8073549220576055,3.8073549220576037,-0.15383026427926294,7.543031820255238,8.487840033823051,-0.46756838069649287,-0.5882139858528876
juan-meza,37,18,1,3.1488653709419436,2.4711509554906557,0.02488616367865141,4.401866557678742,10.236014191900084,0.32440900948450885,-0.6824786370138407
selena-sachedina,46,33,0,4.8656345102637415,4.306505931841061,0.1689326229146029,,,,
alfredo-andaluz-prado,1240,265,14,5.537579704146532,3.5894068345183254,0.5872087039262729,3.0921022445326827,7.887581996172506,0.7740839568014275,0.3204105605363466
vishal-sapra,839,486,26,8.278752268123245,6.701324139283726,0.564268113285984,4.943362744722902,5.143765370802244,0.5914226719419701,0.5717482139354036
kurt-heldmann,879,294,6,7.092992922564794,4.249319482536358,0.5671532972755883,4.008828666179542,7.4929678668165955,0.6822567280742402,0.3269439048764596
bob-hazlett,683,266,6,6.866311781481457,5.301691366646441,0.5509839103294659,4.851487174952664,5.969356862688325,0.588449858762311,0.4718676272329242
ivy38,1213,624,3,8.618033015259805,6.314234416667266,0.5859879016936129,6.043635353105057,8.858030572110021,0.5075938611758203,0.20706206250625067
liz-k,114,93,4,6.304479216291702,5.813055683692393,0.3746199745373304,6.904116536586595,7.562152998958289,-0.005529018438634992,-0.1087273242668317
mark-perkins,890,144,3,4.87090972794776,3.570810302215335,0.5679164376462317,3.206801909491736,3.8420264788635174,0.7546921228691506,0.6980090365072822
florus-van-beek,31,18,1,3.739632295728706,3.4904564914089353,-0.01812915235187727,3.6416203492331394,4.265009726090521,0.46074374005592245,0.3136967424749933
valentina-monte,1332,392,13,7.236254057730034,5.116703177253488,0.5911226250905381,4.846393059557041,6.506751001577221,0.6249911395772341,0.46913225360920574
mathilde-piard,350,230,9,7.444345958520455,6.14952991505471,0.5004952856886931,6.5221260463835184,7.811102450225819,0.33702798468331646,0.1464144461444942
phil-bacon,15,14,1,3.773557262275185,3.6627099333829864,-0.1454261558232964,5.706710779484998,6.881109377704336,-0.2150962523311486,-0.3751837907402752
christopher-davis,904,205,5,5.12970040929169,3.761627873738699,0.5688698938040249,3.693832523419132,5.662807928275694,0.7120038496528359,0.5249211547613779
niki-torres,597,309,21,7.555245202858595,5.74664667160239,0.5417808128453075,5.451308218627848,7.24595909130829,0.5170768592278264,0.3110461406964085
elena-zannoni,36,27,22,4.5588138903312,4.046028261998331,0.017457736885425353,5.818701788206811,6.241050242587297,-0.08601959880119525,-0.1508089748722042
andrew-sayer,1154,170,34,4.504794983301682,2.999995232552233,0.5831927486251356,2.540640690325431,3.8776661685908613,0.8175903736487761,0.70481831243169
jenn-vojta,624,231,10,6.755882642210737,5.159475498281428,0.5448530015359878,5.114306339653937,6.685132709707556,0.5558248475572304,0.3833101525219976
gary-lusk,414,124,2,5.247218182679673,3.9420630891617976,0.5143894486241448,3.869884596346103,7.372294005989836,0.6609879081617801,0.24385456941780312
dan-harayds,694,204,1,6.066329257291435,4.315231584775569,0.5520486099139397,4.381315270362911,9.712223600829562,0.6359610617581036,-0.03948281197585947
tim-kasprzak,741,183,2,5.4302623020543885,3.5480649581309005,0.5563559506038601,3.5565354959217244,9.550050463664594,0.7170323605043114,-0.001956582266968099
bobby-g,148,104,3,6.309233437134229,5.471790246733766,0.41074136899864644,6.130737541567053,7.404332214198654,0.26416499255884063,-0.02850904995738243
james-yu,1125,471,15,7.152439085309651,5.391334726651276,0.5817496733592181,4.28475111136496,4.778517881766464,0.6677159576907593,0.6228210140174816
bill-powell,672,234,1,6.434062553670904,5.045273627583794,0.5498959951598447,5.68866131687834,11.196163900081928,0.5006838867065523,-0.2174165218875106
jon-athas,483,166,4,6.228529283534812,4.514014402492325,0.5263752095427606,3.821862065836156,6.7186970051341675,0.6734504589773637,0.3510904692411795
jessica-elvidge,156,117,13,6.560192706380796,5.828321775089799,0.4173905862266156,5.928454673074065,6.577854981100338,0.30758648494123386,0.1933227346572615
matt-ferrin,743,267,16,6.985663463586602,5.094287039252464,0.5565311122232356,3.9500355622711707,4.233419897839326,0.6805302854492089,0.6536393521746582
denis-bartenev,197,33,1,3.735100104044617,2.648226117165619,0.4447341811528934,2.5271423191955957,6.779403403621414,0.7702406527389034,0.2060781860190744
tammy-y,390,179,3,6.54670212226582,5.140672009743259,0.509553255000244,5.5213943488192685,8.43887122153682,0.4742556962717963,0.05473851048616295
ziv-meltzer,216,85,21,5.086538670637104,4.198134587637367,0.4546737065568554,3.9069423361986533,5.602165129692633,0.6194573359262142,0.40246856104410794
brian-behnke,41,24,2,4.373051322261979,3.7230446133786685,0.11724124748823343,5.623455661108589,7.346421483929992,-0.02596002958866694,-0.2842485477012087
jaroslaw-lopuszanski,654,100,6,3.5232590759680407,2.684053542727401,0.5480632607611386,2.3960772457553516,4.576098403022678,0.817151236423386,0.6135542322126787
brett-youngstrom,53,49,1,5.562733897918602,5.325961124418414,0.21667220865075928,6.229606968466271,7.323778915227105,-0.06995627085959648,-0.23125507112885743
jon-stanley,1457,445,2,6.6569458434872475,4.454844335504218,0.5959127483729225,3.9944630490161392,8.233619676759702,0.703335662137524,0.300336773898936
pravin-c,335,165,10,6.703687753258974,5.393446814953206,0.4967155130886683,5.159339662656566,5.774152235218248,0.5038728947424689,0.4287927860041101
gina,515,299,2,7.677960153041722,6.161143081495816,0.5311639686433015,5.533401047875096,6.866356385795084,0.4965996655712858,0.3402701416261452
shaun-lorrain,511,108,7,5.38454119543465,3.52573521070485,0.5305878820170083,3.4470144456833585,7.227084512567018,0.7129203781298904,0.29358098594638643
whitney-mcnamara,314,121,22,5.884923110139327,4.7441000275992184,0.49100348114917497,5.090085811171034,7.20335325167905,0.5066100618734853,0.22355443608516365
martin-english,120,21,22,2.3997514842268184,1.900979063011519,0.38217456178799897,2.680078369385717,9.295599613099968,0.7327562874828935,-0.3273602782875144
dan-thomas,102,62,2,5.484002637366595,4.567700569671762,0.3573506717522403,5.325556312089193,7.940867793464167,0.3388911291905816,-0.1842617955743841
chris-paluch,782,286,4,6.811482122806552,5.020588771873314,0.5598261433560973,4.1179651857066375,5.387151612104461,0.6669861915185555,0.542888552028551
reiner,271,120,1,6.10880501654537,4.690069358044753,0.47741414499962553,4.717933765473675,7.925193335085932,0.5391306904620937,0.0586449599354339
banana-banana,738,331,1,7.197585304870963,5.620526003575198,0.5560920231436114,5.242777741688387,7.831635536594783,0.5537127639668118,0.2654742526553527
kate-heffernan,104,88,10,6.3470273383126035,5.855846476358601,0.3604585873199444,4.079353488982611,4.129026708037361,0.5388162645034725,0.5316068396889546
monique-ramsey,285,158,21,6.55563785311669,5.355122490967396,0.4821586761299669,5.819561073907661,7.883417882611368,0.4054395457995481,0.08354655245078026
aaron-robb,26,13,4,3.382568083276076,2.9807666505284978,-0.05483152024256532,4.654326672921711,5.6875876403442085,0.09593283428041498,-0.1285595717901597
gemma-craven,180,130,16,6.611380539294967,5.812644643704058,0.4345458826100132,6.232120137007684,7.173048581069914,0.2819056671697293,0.10718062561728169
gianluigi-cogo,790,283,30,6.100497522909282,4.226964972774279,0.5604750925461688,3.611420293024354,4.587706273180663,0.7144118488588993,0.6226513817741561
mike-scheiner,170,136,11,6.887455312883562,6.11454591817189,0.42784758887108587,6.902942776639576,8.048255870155742,0.14951897121421875,-0.0947935320283582
zenius-onion,180,82,3,5.3434181520251265,4.13660600410841,0.4345458826100132,4.167926753151298,6.394441860649763,0.5745457786868893,0.2550182029072192
mark-van-der-poel,258,55,2,4.5851273665500525,3.2044909021693018,0.4726817933850917,3.1805035157514374,4.096831543080382,0.7110588905204271,0.6088622830061704
dave-ross-tomlin,186,104,7,5.457634117466516,4.785950644594177,0.43830102727395465,5.4298954487648325,6.164420710287153,0.40858900263603565,0.29822894363706465
ian-macbean,362,207,4,7.197337435079647,5.708616347169055,0.503359022875212,3.7412672544114898,3.992716682190895,0.6676120636446261,0.640908406152132
kenneth-mrk,453,114,7,4.194459423524487,3.1008420168665207,0.5214736439375726,3.300489003034716,4.963543087950382,0.7224149679261871,0.5498146806546573
tim-bormans,67,50,13,5.513558593313682,4.838428282865128,0.27744415286162166,4.811822679600684,4.946380282757398,0.3598605158496003,0.3336329410751127
kalani-man,941,700,10,9.129354142661423,7.650408155454776,0.5712987443571184,6.81847674517971,8.305903212017377,0.4084132056952358,0.2394263924782322
kye-grace,744,274,12,6.991037767544354,5.2727594022766535,0.5566184575498307,4.818591159762333,6.001111499614872,0.5967611024160953,0.4754390032516461
luigi-izzo,50,41,3,5.243856189774726,4.782928974385359,0.19843076213009417,6.78846723520938,7.9979929649508845,-0.16664885758762749,-0.33482873820683856
derek-groves,629,169,2,6.0363448885296975,4.689462946372954,0.5454022973678277,4.625976315104403,6.595910436768969,0.6063465530443372,0.39445674080231535
marjorie-gaulier,296,81,2,4.6497208328193365,3.29714816312913,0.4856585860486399,3.943943695056726,10.097393013233358,0.6347201043201762,-0.24554783031150745
gregor-bausch,98,27,1,3.7826713138350154,3.015077045224607,0.35081518325178135,3.9562281383792266,9.49585502688717,0.550944128361663,-0.3937143973252357
matt-tong,62,54,5,5.637911786605635,5.127224600610921,0.2591252156380183,6.366756385066594,6.688055265194766,-0.05768953645805019,-0.10771175819545412
steve-chamberlain,40,34,3,4.931687083026443,4.627763560771619,0.10303812339907398,6.866019762332901,7.728472164427621,-0.22157846704658196,-0.3412033454780193
nano-anderson,59,47,5,5.403580972980644,4.958227713033552,0.24657417694838646,6.71594802341522,8.058816817075064,-0.12223592576637032,-0.31039954863685915
tony-baldasaro,663,232,5,6.503957013334596,4.8777154904667555,0.5489879723482181,4.760058107046898,7.461422987560298,0.5958934696801118,0.297462898675618
antti-virolainen,21,18,6,4.106603137064473,3.8432777449314157,-0.09441776977569281,5.0227859573693205,5.631000795431003,-0.06338259313178472,-0.156871015157585
