,NumPlaceid,NumUniqPlaceid,NumFriends,ShannonEntropy,LZ_entropy,LZ_entropy2,LZ_entropy10,LZ_entropy100,Predictability2,Predictability10,Predictability100,CrossEntropy,CrossPredictability2
vasin-mohcharoen,1346,333,5,6.797589754804718,4.672994918819469,4.672994918819469,4.672994918819469,4.672994918819469,0.6410073231827218,0.6410073231827218,0.6410073231827218,6.839647175486147,0.4370348068171032
francois-harris,119,55,10,4.842419694133273,4.082006536485797,4.082006536485797,4.082006536485797,4.082006536485797,0.5511089708390001,0.5511089708390001,0.5511089708390001,8.504076419777576,-0.22806720540825345
johan-berkman,772,191,2,5.300769033201193,3.6407949030339033,3.6407949030339033,3.6407949030339033,3.6407949030339033,0.710844861906754,0.710844861906754,0.710844861906754,7.59544314419966,0.2999114101641755
richard-bocchinfuso,230,117,1,6.063397958525556,4.711390892212028,4.711390892212028,4.711390892212028,4.711390892212028,0.5263054091727961,0.5263054091727961,0.5263054091727961,9.71568665257252,-0.24904798296697808
katalin-nemeth,7,7,1,2.8073549220576046,2.807354922057604,2.807354922057604,,,0.14285853114861533,,,4.718277744931416,-0.11620162977154194
gabriel-pinheiro,14,8,2,2.753434386188785,2.805419416252971,2.805419416252971,2.805419416252971,,0.5119945964028558,0.5119945964028558,,7.870364719583405,-0.5096709374503331
denise-reagan,205,129,5,6.695071717016827,5.42859800137454,5.42859800137454,5.42859800137454,5.42859800137454,0.42039714438798315,0.42039714438798315,0.42039714438798315,6.283783930981694,0.2950574716616024
ivan-kanevski,314,85,7,4.736352916550329,3.7528975722650872,3.7528975722650872,3.7528975722650872,3.7528975722650872,0.6589752477051887,0.6589752477051887,0.6589752477051887,5.520285807946257,0.4539938127720522
michelle-mason1,228,136,1,6.44421838485952,5.2994033330254045,5.2994033330254045,5.2994033330254045,5.2994033330254045,0.4497310056173127,0.4497310056173127,0.4497310056173127,8.495416400777746,-0.0966089210765287
kye-grace,744,274,12,6.991037767544354,5.2727594022766535,5.2727594022766535,5.2727594022766535,5.2727594022766535,0.5511966507376026,0.5511966507376026,0.5511966507376026,6.001111499614872,0.4754390032516461
toby-bradbury,705,206,4,5.555337640587883,4.16375968185814,4.16375968185814,4.16375968185814,4.16375968185814,0.6578159800875,0.6578159800875,0.6578159800875,6.603330115021234,0.4048688316313048
eddie-vlagea,341,87,3,5.0059667714553076,3.559611816125612,3.559611816125612,3.559611816125612,3.559611816125612,0.683762059112119,0.683762059112119,0.683762059112119,7.955379385715728,0.11531956295690327
dan-h3,81,50,1,5.194245218693618,4.175023172631339,4.175023172631339,4.175023172631339,,0.49777387151493224,0.49777387151493224,,7.31528925648062,-0.14425894195637903
amber-hauptman,242,127,14,6.075547898674284,4.964675915597026,4.964675915597026,4.964675915597026,4.964675915597026,0.4989593722670861,0.4989593722670861,0.4989593722670861,7.349430764666197,0.14747322896715012
thomaz-pedro,58,37,2,4.875330676857039,4.194603675523446,4.194603675523446,4.194603675523446,,0.45112865620935166,0.45112865620935166,,6.78475153358249,-0.13597537632221685
drew-dahlman,904,213,4,5.3084343444196005,3.9090452584867155,3.9090452584867155,3.9090452584867155,3.9090452584867155,0.6925396080709734,0.6925396080709734,0.6925396080709734,4.753708789306003,0.6138506416270277
stavros-kontaktsis,486,165,10,5.360837365415358,4.130913215954675,4.130913215954675,4.130913215954675,4.130913215954675,0.6424215071523585,0.6424215071523585,0.6424215071523585,6.9149723517034944,0.32715968410920804
jacob-grier,1137,290,6,6.94150721796252,5.370733273485568,5.370733273485568,5.370733273485568,5.370733273485568,0.5680544347733922,0.5680544347733922,0.5680544347733922,7.379727130174423,0.3662953339045519
alain-dominguez-lucas,393,87,1,5.124155509873266,3.788619130187508,3.788619130187508,3.788619130187508,3.788619130187508,0.6667963218881114,0.6667963218881114,0.6667963218881114,9.189249563080336,-0.0810437675915176
ruud-janssen,140,70,4,5.447045700125598,4.396914636001301,4.396914636001301,4.396914636001301,4.396914636001301,0.522626703542668,0.522626703542668,0.522626703542668,8.526779407808878,-0.198345904863724
jason-goff,78,26,1,3.2433624811538886,2.635813833716427,2.635813833716427,2.635813833716427,,0.716630999649465,0.716630999649465,,9.285472907155587,-0.413955310350288
kristin-andrus,307,108,13,4.973220501177566,4.097678703600396,4.097678703600396,4.097678703600396,4.097678703600396,0.6197959059844967,0.6197959059844967,0.6197959059844967,7.341879352434759,0.19775244520119659
tim-chu,202,97,1,5.736682902405143,4.357630195819332,4.357630195819332,4.357630195819332,4.357630195819332,0.5598024691033155,0.5598024691033155,0.5598024691033155,7.152945651482319,0.1422193796535151
amol-waishampayan,127,87,3,6.074749566803545,5.190426638713832,5.190426638713832,5.190426638713832,5.190426638713832,0.3948079499019173,0.3948079499019173,0.3948079499019173,6.095722585294789,0.24038572192378438
anita-brooklynbybike-singh,1513,516,15,7.083354601782545,5.221207435434147,5.221207435434147,5.221207435434147,5.221207435434147,0.5977236054517647,0.5977236054517647,0.5977236054517647,5.644669442361725,0.5592945376375291
jiunn-ngee-tan,742,295,6,6.40863422625499,4.972012880852169,4.972012880852169,4.972012880852169,4.972012880852169,0.581343550737571,0.581343550737571,0.581343550737571,7.135538112218071,0.3494436833177769
kirill-tikhonov,2,1,1,-0.0,1.0,1.0,,,0.5000006468501839,,,4.169925001442312,0.5
huseyin-savas,76,55,10,5.533918796252927,4.845331541037883,4.845331541037883,4.845331541037883,,0.37538487693761063,0.37538487693761063,,7.4547665528253395,-0.17704789587198652
sean-scott,635,287,18,7.232279537370574,5.515148429434515,5.515148429434515,5.515148429434515,5.515148429434515,0.5148665916786985,0.5148665916786985,0.5148665916786985,8.497904841931966,0.1535196248656188
bryan-pelz,1595,333,7,6.3641900955370865,4.224483054593057,4.224483054593057,4.224483054593057,4.224483054593057,0.6871659312326613,0.6871659312326613,0.6871659312326613,4.536097783589158,0.6604991934110318
grant1,533,160,6,5.527469981587931,4.491078686726178,4.491078686726178,4.491078686726178,4.491078686726178,0.6105443069072678,0.6105443069072678,0.6105443069072678,5.677034269262271,0.48341444196488265
nathan-gibbs,528,178,5,6.427559879411011,4.751681686588322,4.751681686588322,4.751681686588322,4.751681686588322,0.5828656563166663,0.5828656563166663,0.5828656563166663,7.096624264666644,0.3144662654933074
arturs-mednis,258,139,36,6.556381624938623,5.368562680257661,5.368562680257661,5.368562680257661,5.368562680257661,0.4535340170530464,0.4535340170530464,0.4535340170530464,4.407202221659782,0.5724979048335718
tom-a2,230,138,8,6.608279438626304,5.354488758804767,5.354488758804767,5.354488758804767,5.354488758804767,0.44333991556708885,0.44333991556708885,0.44333991556708885,7.513845352404633,0.10222608079711897
akamatsu-yuki,398,70,2,4.67657464662822,3.379917993093778,3.379917993093778,3.379917993093778,3.379917993093778,0.7092311946884103,0.7092311946884103,0.7092311946884103,5.419360890567765,0.4880370294542569
tim-g7,866,289,1,7.04006241603733,5.35188176311168,5.35188176311168,5.35188176311168,5.35188176311168,0.5531171121821596,0.5531171121821596,0.5531171121821596,10.230035504037804,-0.06356081800356451
kersti-anear,375,149,3,6.106642655554567,4.814609676454529,4.814609676454529,4.814609676454529,4.814609676454529,0.5527438019297144,0.5527438019297144,0.5527438019297144,6.621225529426062,0.3326706128444786
sungsoo-oh,156,44,7,4.137508112440444,2.799317108725396,2.799317108725396,2.799317108725396,2.799317108725396,0.7307690166438927,0.7307690166438927,0.7307690166438927,6.289614173905916,0.2462579171903917
pasi,539,153,1,5.988487152253372,4.316824579367697,4.316824579367697,4.316824579367697,4.316824579367697,0.6290126900378514,0.6290126900378514,0.6290126900378514,8.328683124531352,0.1487656419145235
matt-hurst,3320,686,25,7.047440212503617,4.637441149641489,4.637441149641489,4.637441149641489,4.637441149641489,0.6807688425727909,0.6807688425727909,0.6807688425727909,5.752755412363152,0.5915804854935057
leonardo-leitao,646,244,6,6.975711476380239,5.365357801719106,5.365357801719106,5.365357801719106,5.365357801719106,0.5319582097531326,0.5319582097531326,0.5319582097531326,6.405146859245234,0.4188196224847948
sats-gawa,161,138,1,7.017070138903542,6.449604466537997,6.449604466537997,6.449604466537997,6.449604466537997,0.2239305764831077,0.2239305764831077,0.2239305764831077,6.361509124842539,0.23968123218095214
deonne-castaneda,219,142,1,6.747240697054031,5.619400548028571,5.619400548028571,5.619400548028571,5.619400548028571,0.40173343030622866,0.40173343030622866,0.40173343030622866,8.385714862989284,-0.08980247316087706
trey-pennington,656,247,30,6.6890420792313785,4.721964703868817,4.721964703868817,4.721964703868817,4.721964703868817,0.5991070637111165,0.5991070637111165,0.5991070637111165,5.993537634792291,0.46587790171842686
constance-lozet,58,35,4,4.840402546702506,4.093528888161436,4.093528888161436,4.093528888161436,,0.4691699728253523,0.4691699728253523,,8.695702092563188,-0.3978802742747353
roni-schuetz,26,20,1,4.23890125660263,3.8191072709896376,3.8191072709896376,3.8191072709896376,,0.3845868874789597,0.3845868874789597,,9.396604781181859,-0.6355889534887535
tim-vetter,1010,462,26,7.621937118219325,5.707780845648669,5.707780845648669,5.707780845648669,5.707780845648669,0.527990844711478,0.527990844711478,0.527990844711478,5.669500911357981,0.5317617739782652
konstantin-verbitskiy,12,6,1,2.355388542207534,2.3899750004807707,2.3899750004807707,2.3899750004807707,,0.5912267323894217,0.5912267323894217,,6.409390936137702,-0.3297997423626597
christian-bach,320,118,3,5.433587810613773,3.9805934086157784,3.9805934086157784,3.9805934086157784,3.9805934086157784,0.6352213067452872,0.6352213067452872,0.6352213067452872,5.393358940856289,0.47150597301244074
david-killick,144,42,5,3.881077453118139,3.147771951852723,3.147771951852723,3.147771951852723,3.147771951852723,0.6857785077098913,0.6857785077098913,0.6857785077098913,4.552982840391219,0.503758735498174
daniel-bower,197,132,4,6.769111307276921,5.687667456185251,5.687667456185251,5.687667456185251,5.687667456185251,0.37876817673360996,0.37876817673360996,0.37876817673360996,6.241245839795042,0.29534870000699226
ahmadreza-atighechi,13,8,0,2.8150724101159437,2.8297480197549527,2.8297480197549527,2.8297480197549527,,0.48951622945849516,0.48951622945849516,,,
bacon-begbie,393,16,2,0.6828831989557733,0.23555362002834915,0.23555362002834915,0.23555362002834915,0.23555362002834915,0.9854108316129533,0.9854108316129533,0.9854108316129533,2.2559515141978697,0.8176622358313307
jeremy-fisher,529,179,2,6.1509041816905246,4.481206507030262,4.481206507030262,4.481206507030262,4.481206507030262,0.6111252025190429,0.6111252025190429,0.6111252025190429,9.909893083770042,-0.11478830741952303
juan-eduardo-chapa,100,35,1,3.4444277696317287,2.9397593760065157,2.9397593760065157,2.9397593760065157,2.9397593760065157,0.6910933896447191,0.6910933896447191,0.6910933896447191,9.236014191900084,-0.356972592580167
fabiola-goellner,405,112,3,5.306872293173735,4.320221834479869,4.320221834479869,4.320221834479869,4.320221834479869,0.6122856166489107,0.6122856166489107,0.6122856166489107,7.332234354589198,0.24613256079970985
urska-saletinger,294,92,7,4.8629010882709105,3.91347998276281,3.91347998276281,3.91347998276281,3.91347998276281,0.6377062416841216,0.6377062416841216,0.6377062416841216,5.745100149151154,0.41861653268191285
ryan-johnson43,129,67,2,5.502382842795642,4.369315535988404,4.369315535988404,4.369315535988404,4.369315535988404,0.5185276793172764,0.5185276793172764,0.5185276793172764,7.188005589790066,-0.02488851855464995
andrea-mclaughlin,604,181,4,6.081349713813971,4.789696534379697,4.789696534379697,4.789696534379697,4.789696534379697,0.5872900474794689,0.5872900474794689,0.5872900474794689,8.523799869643687,0.14051526435364173
slider_037,517,229,2,7.026676288872818,5.387570616361643,5.387570616361643,5.387570616361643,5.387570616361643,0.5130450532007897,0.5130450532007897,0.5130450532007897,5.700970082722426,0.47816810575574425
masato-igarashi,149,82,6,5.799150787956082,4.823569997976961,4.823569997976961,4.823569997976961,4.823569997976961,0.4692666865195401,0.4692666865195401,0.4692666865195401,4.895690537165146,0.4589667168705964
jason-marks,410,160,22,6.284465985653853,4.527464174042282,4.527464174042282,4.527464174042282,4.527464174042282,0.5906713728513128,0.5906713728513128,0.5906713728513128,5.375750941721408,0.49563998804811144
mark-whelchel,38,34,2,5.0374011976541135,4.748124893115625,4.748124893115625,4.748124893115625,,0.24171671450212187,0.24171671450212187,,4.171853487775579,0.3835554755553718
paco-toledo,77,47,5,5.088487112731259,4.089343759605995,4.089343759605995,4.089343759605995,,0.5055269295903168,0.5055269295903168,,6.438322299212052,-0.01985336905226265
bryan-b1,171,130,4,6.841808693458884,5.983267830403249,5.983267830403249,5.983267830403249,5.983267830403249,0.31357189670204233,0.31357189670204233,0.31357189670204233,7.002539593770514,0.1302289259579836
susanne-nilsson,510,128,2,5.5897491072957735,4.125108141005412,4.125108141005412,4.125108141005412,4.125108141005412,0.6455415174933352,0.6455415174933352,0.6455415174933352,10.878727069327091,-0.23253633216186032
shannon-malany,290,117,1,6.038897445681073,4.716050966410201,4.716050966410201,4.716050966410201,4.716050966410201,0.5447260531952334,0.5447260531952334,0.5447260531952334,8.461479065672767,-0.04263786074913137
josh-bancroft,572,185,2,6.222897131043318,4.5402481842610385,4.5402481842610385,4.5402481842610385,4.5402481842610385,0.609583393898158,0.609583393898158,0.609583393898158,6.920402726281852,0.34587219194735613
camilla1,203,60,1,4.297499266576249,3.112126382377182,3.112126382377182,3.112126382377182,3.112126382377182,0.7074808875055297,0.7074808875055297,0.7074808875055297,5.047486110695112,0.4711708396752112
manabu-tanaka,468,58,0,3.033649194263402,1.978708621908977,1.978708621908977,1.978708621908977,1.978708621908977,0.8465837394723414,0.8465837394723414,0.8465837394723414,,
thomas-reynolds,536,198,4,6.8086338941845135,5.305047823237299,5.305047823237299,5.305047823237299,5.305047823237299,0.5248110963923587,0.5248110963923587,0.5248110963923587,5.220682310961872,0.5339483475165161
filipe-turra,650,124,5,5.076672431603586,3.288463638411089,3.288463638411089,3.288463638411089,3.288463638411089,0.7369761514097259,0.7369761514097259,0.7369761514097259,3.4721436387900337,0.7199148082744757
paul-blok,295,139,12,6.433237207278532,5.0847657301544436,5.0847657301544436,5.0847657301544436,5.0847657301544436,0.501836745099382,0.501836745099382,0.501836745099382,5.800490837339553,0.4117990125465605
katzmatt,35,20,2,3.8745359609194328,3.387262369680638,3.387262369680638,3.387262369680638,,0.5302369588255875,0.5302369588255875,,7.536665088881792,-0.3397937934839253
ossi-honkanen,526,170,6,5.424888881270833,3.9753105253910967,3.9753105253910967,3.9753105253910967,3.9753105253910967,0.6621806941439392,0.6621806941439392,0.6621806941439392,5.504844365606153,0.5014648069155381
andres-villagran,286,101,2,5.578343914949929,4.204906670844359,4.204906670844359,4.204906670844359,4.204906670844359,0.603196924794386,0.603196924794386,0.603196924794386,7.315746715732349,0.1885349132243273
rodney,418,225,1,6.980616878275646,5.384136268061848,5.384136268061848,5.384136268061848,5.384136268061848,0.49629774956893935,0.49629774956893935,0.49629774956893935,4.754887502163468,0.5671002053638645
jimmy-kastner,2148,592,4,7.273713406459223,4.515809257571258,4.515809257571258,4.515809257571258,4.515809257571258,0.67426250541454,0.67426250541454,0.67426250541454,9.27506932348733,0.232718955380177
tim-seddon,371,147,3,5.8913254394694485,4.227753223933669,4.227753223933669,4.227753223933669,4.227753223933669,0.6169890638021636,0.6169890638021636,0.6169890638021636,8.14991417687288,0.09950064494954093
eduardo-tavares,793,166,2,5.391779252593371,3.6771898917540944,3.6771898917540944,3.6771898917540944,3.6771898917540944,0.7085383643134376,0.7085383643134376,0.7085383643134376,4.549195315716439,0.6265665982277643
mika-marttila,134,100,5,6.458745324896179,5.636047330484176,5.636047330484176,5.636047330484176,5.636047330484176,0.3309803686588855,0.3309803686588855,0.3309803686588855,6.929621570008554,0.06931080242370401
nicole844,857,414,3,7.6990617180432785,5.9387487516034225,5.9387487516034225,5.9387487516034225,5.9387487516034225,0.493003465776274,0.493003465776274,0.493003465776274,4.424873491293731,0.6423384173000181
stefan-f,1018,374,2,6.852049704896213,5.065422927940766,5.065422927940766,5.065422927940766,5.065422927940766,0.5906674947199334,0.5906674947199334,0.5906674947199334,9.441486547013987,0.10271896560893323
jeff-scardino,19,11,3,2.746384091707754,2.603568475981552,2.603568475981552,2.603568475981552,,0.6074002121888507,0.6074002121888507,,4.622981520463848,-0.01597227143018396
caryn-kesler,154,64,2,4.880156028309775,4.069400462789146,4.069400462789146,4.069400462789146,4.069400462789146,0.5748307072430601,0.5748307072430601,0.5748307072430601,5.536977927135812,0.36781707095271093
marcos-moret,176,116,4,6.399095219285269,5.3586121015516905,5.3586121015516905,5.3586121015516905,5.3586121015516905,0.4120344128028421,0.4120344128028421,0.4120344128028421,6.12889238157165,0.294887670211262
mark-koralewsky,490,184,18,6.051790027842244,4.678368151828269,4.678368151828269,4.678368151828269,4.678368151828269,0.5858657008970418,0.5858657008970418,0.5858657008970418,3.955619688096504,0.6606725952040877
mafer-covarrubias,1,1,3,-0.0,0.0,,,,,,,8.071462362556623,
harry-hoover,766,160,12,5.423751484453607,4.220356323033075,4.220356323033075,4.220356323033075,4.220356323033075,0.6563351943025033,0.6563351943025033,0.6563351943025033,8.493055730892385,0.18566914810883745
rennie,730,175,7,5.730041864309397,3.851125589157064,3.851125589157064,3.851125589157064,3.851125589157064,0.6890693264430626,0.6890693264430626,0.6890693264430626,6.760731501413652,0.3905674158473954
tanomsak-khacharoen,111,72,1,5.818039321801058,4.865678459128141,4.865678459128141,4.865678459128141,4.865678459128141,0.4277248265674773,0.4277248265674773,0.4277248265674773,7.617871058190511,-0.12220583768781927
jenn-b,128,48,1,4.370042953485328,3.6721311475409837,3.6721311475409837,3.6721311475409837,3.6721311475409837,0.6123890571655776,0.6123890571655776,0.6123890571655776,8.703903573444663,-0.2393039911553156
brittany-scott,67,35,1,4.298349460640647,3.763221997783988,3.763221997783988,3.763221997783988,,0.5420023345592411,0.5420023345592411,,9.989179567816748,-0.5336948705800757
aaron-chronister,510,153,17,5.4433832967099365,3.8709875551038126,3.8709875551038126,3.8709875551038126,3.8709875551038126,0.671112228840328,0.671112228840328,0.671112228840328,6.791663908431459,0.34838055483956676
thorsten-hayer,56,27,1,4.311844101310205,3.496901888550816,3.496901888550816,3.496901888550816,,0.565935549860457,0.565935549860457,,9.550746785383243,-0.5149011806078914
jeppe-olesen,874,97,4,4.023724122118881,2.621326518214709,2.621326518214709,2.621326518214709,2.621326518214709,0.8046281021871617,0.8046281021871617,0.8046281021871617,4.280824440910567,0.6568029818733128
mike-reger,207,127,16,6.449441592918728,5.326260201345686,5.326260201345686,5.326260201345686,5.326260201345686,0.43560008701292857,0.43560008701292857,0.43560008701292857,7.804463707259538,-0.015790860335951236
jeroen-van-eck,300,93,3,5.048788348913509,4.007541570046695,4.007541570046695,4.007541570046695,4.007541570046695,0.6284434365227312,0.6284434365227312,0.6284434365227312,6.258828259418458,0.35283939281983734
abeer-mk,1728,445,2,7.479803460220115,5.168088321395571,5.168088321395571,5.168088321395571,5.168088321395571,0.609192033037698,0.609192033037698,0.609192033037698,6.818860487028648,0.45845090156979335
khoi-uong,538,275,10,7.209900477155192,5.741702060065252,5.741702060065252,5.741702060065252,5.741702060065252,0.47697113535692925,0.47697113535692925,0.47697113535692925,4.994560759842515,0.5584370380716482
reiser-nicolas,307,56,1,3.803052928932842,2.678419342691283,2.678419342691283,2.678419342691283,2.678419342691283,0.7698791179195159,0.7698791179195159,0.7698791179195159,9.149747119504681,-0.12364940692659745
mike-rosenberg,589,265,0,6.891241963346785,5.201584387942554,5.201584387942554,5.201584387942554,5.201584387942554,0.5427167739405436,0.5427167739405436,0.5427167739405436,,
jonathan-gillette,1065,275,5,5.915706311335593,3.8374486444269293,3.8374486444269293,3.8374486444269293,3.8374486444269293,0.7053493609221148,0.7053493609221148,0.7053493609221148,8.521467885160115,0.22989302854878754
steve-garguilo,305,245,3,7.726614704667013,6.839844991568819,6.839844991568819,6.839844991568819,6.839844991568819,0.27331230159882647,0.27331230159882647,0.27331230159882647,7.736141801206323,0.12945352318063486
ryan-burke8,99,62,1,5.486341312038488,4.434502063431631,4.434502063431631,4.434502063431631,,0.48061414965631893,0.48061414965631893,,7.700111633853419,-0.15727069563179033
evan-mcquinn,246,99,2,5.353675564887334,4.410515955560841,4.410515955560841,4.410515955560841,4.410515955560841,0.568567389884436,0.568567389884436,0.568567389884436,4.6673373600869015,0.5374136896233283
dane-deasy,827,263,6,6.103539712558247,4.3846126314850355,4.3846126314850355,4.3846126314850355,4.3846126314850355,0.6444114511789141,0.6444114511789141,0.6444114511789141,4.979679482869449,0.5870332051055209
rachel-b25,110,68,1,5.761008205539627,4.875487375736683,4.875487375736683,4.875487375736683,4.875487375736683,0.42498845139349456,0.42498845139349456,0.42498845139349456,6.889333701903743,-0.011952468135487403
kit-plummer,20,18,2,4.084183719779189,3.929025540806693,3.929025540806693,3.929025540806693,,0.27474375009159596,0.27474375009159596,,8.8950952408425,-0.6075323086335793
anthony-burke,509,122,3,4.818040566481845,3.6236616149267844,3.6236616149267844,3.6236616149267844,3.6236616149267844,0.6955113135407939,0.6955113135407939,0.6955113135407939,9.057991722759176,-0.010016744415023524
shortdwarfcom-1866umidget,400,150,1,6.076098438740962,4.795481936074744,4.795481936074744,4.795481936074744,4.795481936074744,0.5595341344172802,0.5595341344172802,0.5595341344172802,8.214319120800766,0.10560284820351065
sven-dietrich,352,102,36,4.850105204420933,3.4345097229069528,3.4345097229069528,3.4345097229069528,3.4345097229069528,0.6982815383091693,0.6982815383091693,0.6982815383091693,5.9796378946522575,0.40817100706705917
levi-muller,531,178,0,5.790831389772715,4.009102281048379,4.009102281048379,4.009102281048379,4.009102281048379,0.6592668174181671,0.6592668174181671,0.6592668174181671,,
suddie-ramos,344,31,3,2.8496534157816384,2.3115112245753764,2.3115112245753764,2.3115112245753764,2.3115112245753764,0.8090630035182039,0.8090630035182039,0.8090630035182039,8.836075746726934,-0.060293975628364055
juan-pablo-ruiz,36,26,2,4.4585460993746215,4.046028261998331,4.046028261998331,4.046028261998331,,0.40054820945475594,0.40054820945475594,,7.019422992130454,-0.2631246755623297
lisa-mullinaux,624,257,10,6.928891446702815,5.30108964736509,5.30108964736509,5.30108964736509,5.30108964736509,0.5362655556356927,0.5362655556356927,0.5362655556356927,9.10218624119787,0.05062337097649275
neil-glassman,150,98,3,6.182105444308966,5.315307860658736,5.315307860658736,5.315307860658736,5.315307860658736,0.398060436039866,0.398060436039866,0.398060436039866,9.876277237571198,-0.35359374496180573
rob-schneider,1491,606,17,6.9719853355232795,4.854298404121252,4.854298404121252,4.854298404121252,4.854298404121252,0.6296975090530312,0.6296975090530312,0.6296975090530312,6.465765629214805,0.4813854907787635
pete-schott,1093,205,2,5.8699751717106174,4.150800192038899,4.150800192038899,4.150800192038899,4.150800192038899,0.6785023659282223,0.6785023659282223,0.6785023659282223,7.964663946438569,0.2979191451265645
zeynep-ozkalay,248,124,3,6.387419997724625,4.91930345380535,4.91930345380535,4.91930345380535,4.91930345380535,0.5068873625717875,0.5068873625717875,0.5068873625717875,6.277739781226974,0.32458567227275115
carlos-riquelme,178,76,3,5.442224738863518,4.406226989112645,4.406226989112645,4.406226989112645,4.406226989112645,0.5431460536528788,0.5431460536528788,0.5431460536528788,6.499313327273984,0.23500538238248775
adland-suit,397,166,28,6.260785425663134,4.439506597494502,4.439506597494502,4.439506597494502,4.439506597494502,0.5981742146189737,0.5981742146189737,0.5981742146189737,5.1375406784793824,0.5203882977613679
robert-burke,99,75,1,6.052392827364833,5.335823621039686,5.335823621039686,5.335823621039686,,0.33195705972986334,0.33195705972986334,,9.330916878114618,-0.3709687127203944
rutger-voordewind,222,109,2,5.945395202394233,4.626631877886962,4.626631877886962,4.626631877886962,4.626631877886962,0.5338988778277733,0.5338988778277733,0.5338988778277733,9.062516355925188,-0.17560368840855184
tim-britz,670,259,8,6.899661796481501,5.027954901024173,5.027954901024173,5.027954901024173,5.027954901024173,0.5693647968603474,0.5693647968603474,0.5693647968603474,4.257542376600038,0.6462577087410719
emil-faisal,173,96,1,5.797204474299406,4.677057030476922,4.677057030476922,4.677057030476922,4.677057030476922,0.5048486705787102,0.5048486705787102,0.5048486705787102,5.6891173592816,0.360966065621603
dan-norton,312,126,4,5.770489038955607,4.487926201883718,4.487926201883718,4.487926201883718,4.487926201883718,0.5767323622450025,0.5767323622450025,0.5767323622450025,9.327580352167821,-0.1428541429947727
becky-folb,351,142,7,5.668808576413257,4.510364520253649,4.510364520253649,4.510364520253649,4.510364520253649,0.5823082366092619,0.5823082366092619,0.5823082366092619,7.3152239236979275,0.22554841855868835
jack-mccloy,893,231,112,5.825298439323866,4.342086862129589,4.342086862129589,4.342086862129589,4.342086862129589,0.6520836367547956,0.6520836367547956,0.6520836367547956,6.403262608815099,0.44789661645543966
leo-milmanda,15,8,3,2.463458298648303,2.253975343620299,2.253975343620299,2.253975343620299,,0.6526899534522224,0.6526899534522224,,9.043483039416024,-0.6540821408357657
ray-van-hilst,229,139,3,6.723791686282071,5.557825595895356,5.557825595895356,5.557825595895356,5.557825595895356,0.41547234531958555,0.41547234531958555,0.41547234531958555,9.066969074921596,-0.17009307331751503
mucky-44,97,40,5,4.6768820318412505,3.810663962453282,3.810663962453282,3.810663962453282,,0.5709557573126149,0.5709557573126149,,4.220563813128651,0.5108696900042462
gemma-went,165,101,39,6.01295847726721,5.001823725722467,5.001823725722467,5.001823725722467,5.001823725722467,0.45530871649069776,0.45530871649069776,0.45530871649069776,6.924155474854972,0.13736979378076944
jeff-yablon,175,90,3,5.902401078959741,4.902112573573902,4.902112573573902,4.902112573573902,4.902112573573902,0.4754970746671693,0.4754970746671693,0.4754970746671693,9.615452498206732,-0.29087997266909116
james-steele,19,10,1,3.0053148568942802,2.7831249226009693,2.7831249226009693,2.7831249226009693,,0.5690725184228488,0.5690725184228488,,8.727920454563199,-0.5920847162288938
erik-wullschleger,521,220,4,6.125418655277714,4.7931679020867515,4.7931679020867515,4.7931679020867515,4.7931679020867515,0.5776458838688147,0.5776458838688147,0.5776458838688147,5.680304639443735,0.48114163218001604
joel-gillman,307,168,5,6.900288227333654,5.5502475219445175,5.5502475219445175,5.5502475219445175,5.5502475219445175,0.4480018031997763,0.4480018031997763,0.4480018031997763,4.972484587997762,0.5187940698883413
simon-metz,227,74,8,4.616153069135851,3.6707159227583426,3.6707159227583426,3.6707159227583426,3.6707159227583426,0.6500476012535892,0.6500476012535892,0.6500476012535892,5.5798300435276325,0.41144888661639006
brian-frost,74,55,7,5.628108095241738,4.994560315831983,4.994560315831983,4.994560315831983,,0.34296478085245297,0.34296478085245297,,4.669714946776206,0.40269561663240055
mike44,191,59,2,4.682152474093887,3.849172622752202,3.849172622752202,3.849172622752202,3.849172622752202,0.618236495145937,0.618236495145937,0.618236495145937,8.386812168781477,-0.11755784423673733
isabel,236,63,3,4.373055756222664,3.394714889871158,3.394714889871158,3.394714889871158,3.394714889871158,0.6833595018643146,0.6833595018643146,0.6833595018643146,4.39723963700841,0.5670363725436065
raul-portugal,30,23,2,4.389898095464288,3.9785599423852855,3.9785599423852855,3.9785599423852855,,0.377932708972186,0.377932708972186,,10.053247125912426,-0.696455199711492
laura97,205,100,6,5.935739101476085,4.741847651803062,4.741847651803062,4.741847651803062,4.741847651803062,0.5122428680561025,0.5122428680561025,0.5122428680561025,5.979841215880794,0.34130634207439087
joe-minock,306,96,14,5.3967840938910525,4.275398781495688,4.275398781495688,4.275398781495688,4.275398781495688,0.5996172667240026,0.5996172667240026,0.5996172667240026,7.410547506032342,0.18602458324341653
ian-hughes,186,103,1,6.340872306221143,5.193642736541088,5.193642736541088,5.193642736541088,5.193642736541088,0.4418804388438259,0.4418804388438259,0.4418804388438259,7.141681532714876,0.12326881665728276
cool-acid,252,97,3,5.1641295212630185,4.012524033377203,4.012524033377203,4.012524033377203,4.012524033377203,0.6170820405888667,0.6170820405888667,0.6170820405888667,5.331679445802006,0.4559024063180439
