userid_x,ego_info,LZ_entropy,Pi,CCE_alters_sr,CCE_ego_alters_sr,Pi_alters_sr,Pi_ego_alters_sr
daniela-del-castillo,70,4.029829748034541,0.6028989733489089,,4.029829748034541,,0.6028989733489089
daniela-italo,252,5.394244829050481,0.5176079297763532,9.70126074599739,5.40795831134228,-0.08078731332662478,0.5161187077100751
daniele-codega,338,6.566846615040518,0.3822466435759057,7.127017831823149,6.093545639171763,0.3136747231284426,0.4375989774434352
daniele-fiandaca,669,5.700719854683142,0.5566959624291445,9.040649034962144,5.534789568932901,0.22077923737958743,0.5717838269969499
daniella-cobb,122,5.400238418689718,0.4141128167589049,7.58458032786443,5.351315387865642,-0.00089899590493444,0.42103571233041537
danielle-a,205,4.545056209832144,0.6062818478093431,8.056662743151662,4.524748414409712,0.1908077379450409,0.6083718565171228
danielle-abraham,265,5.798326808756293,0.4626209483509739,6.362371858130298,5.330513198593949,0.3964706511378132,0.5153442836790999
danielle-alexander,145,4.264567790094948,0.629691225103539,8.212802065328745,4.221037674968882,0.15048853586374003,0.6341658807024451
danielle-b,256,5.276882783981966,0.5264693341388608,8.2927195386368,5.166543372180989,0.14967364970908184,0.5384319166702664
danielle-eck,188,5.002881994565367,0.5292145360653834,5.993221426739723,4.941097898282609,0.4103604658830792,0.5363184773243344
danielle-knopf,112,5.01367331337139,0.47666548729800606,8.578213014610842,5.425261167138734,-0.12891525866769754,0.4208599197746531
danielle-lee,383,6.212701058958118,0.4549018390372175,7.117169132110517,5.602914904060658,0.3545738275186041,0.5190999125453147
danielle-leighton,149,5.742440267619168,0.3895200197595997,9.598221465417094,5.824891946818579,-0.2365554267945576,0.37797727074204135
danielle-leslie,182,6.645275929056009,0.2503262494488786,8.58092289647919,6.97631887457206,-0.11430598831875351,0.19491114277801488
danielle-maveal,209,6.1197544789856355,0.3767284005458406,7.7741135391714495,5.882861088663196,0.128486336092366,0.40768187846746623
danielle-metzler,142,4.658813364442391,0.5685478423536234,,4.658813364442391,,0.5685478423536234
danielle-morrill,335,5.778056870459088,0.4895964658175233,6.277172077468258,4.975120675042106,0.4350112201348296,0.5737149288808087
danielle-oliver,309,6.598152182411047,0.35738570179343104,7.518430331506524,6.227394947890068,0.23547246268669128,0.4031638479492851
danielle-perez,37,5.113365269509134,0.12013466202208994,,5.113365269509134,,0.12013466202208994
danielle-ricks,309,4.514612228776147,0.644046312317709,7.508637253919181,4.29395523745465,0.34499606122845317,0.6641723513900153
danielle-warby,251,5.1500340734789205,0.553277986946656,,5.1500340734789205,,0.553277986946656
danielle2,138,6.076166898228396,0.30518092550961406,7.7938816861797555,6.327229710697029,-0.04825824804857861,0.2642755860286285
danik777,91,4.173860387925783,0.5901211862960992,,4.173860387925783,,0.5901211862960992
danilo-cruz,109,3.6219715306960065,0.6920948445423499,,3.6219715306960065,,0.6920948445423499
danilo-moraes,182,3.8905512364563464,0.6906510452007887,8.433228812899966,3.8736492646328795,0.2054553075644555,0.6922080088122166
danilo-pestana,91,3.5441755423359425,0.7056774591139571,,3.5441755423359425,,0.7056774591139571
dannifromdublin,334,4.765786472762843,0.6371983781807349,,4.7657864727628425,,0.6371983781807349
danny,259,4.296965273332309,0.650761375284264,8.76892393717865,4.271349887634446,0.15383440850570945,0.6531924117117748
danny-a0,104,5.2846920020769295,0.4125023801130712,6.58210061366932,5.033556966896172,0.20085495458071312,0.44875269800924017
danny-brooks,81,5.509676434398972,0.3077262181894803,7.626695877513532,5.532226291120124,-0.1388861671224872,0.30361786613578695
danny-devriendt,301,4.859184011219423,0.5956964346012813,8.527604595832912,4.723594843939297,0.18450122720672288,0.6089763619101651
danny-everett,154,4.917953001170468,0.5231273260716834,10.365145919461266,4.928639781512276,-0.27479538028998557,0.5218473227689446
danny-fleishman,362,5.529977474041514,0.5348607004907524,9.089571461179364,5.442937357246616,0.12242751389196044,0.543587978005548
danny-fowler,37,5.027577720381164,0.16519927728243958,,5.027577720381164,,0.16519927728243958
danny-kwaks,86,2.8352745592921296,0.775895284494707,8.074762623494664,2.819512288077235,0.20390605614227172,0.7773250932383909
danny-nathan,341,4.120193628272847,0.6916236733728013,6.323686478490127,3.753369593458312,0.4915417473668657,0.7228594380022423
danny-nordlund,93,3.908201175734023,0.6249914879876017,,3.9082011757340225,,0.6249914879876018
danny-olson,299,5.558619175280618,0.5179886855669577,9.161709796605479,5.523678240950268,0.07025918516079102,0.5216383147402665
danny-pentland,182,3.4970953871513166,0.7356151501747674,,3.4970953871513166,,0.7356151501747674
danny-torres,136,5.039692588618489,0.49573956222685484,7.668063364429028,5.343914363596606,0.10227122550499194,0.4571082541948405
danny-willis,70,2.715861225393087,0.7668918513216276,10.211842045167746,2.7185369529051795,-0.24761159705558877,0.7666244647759718
danny-zappa,167,3.382279659651779,0.7302371297202592,,3.382279659651779,,0.7302371297202592
danwen,195,4.94248172332949,0.5449135974016225,8.431224452901054,4.92579696909632,0.07067437520051859,0.5467796352272026
daphne-goldschmidt,201,4.302830087421552,0.6501437612609867,8.305186390554061,4.297230604585772,0.2156170479654402,0.6506757765714952
dapperq,17,4.08746284125034,0.05882524826718927,,,,
dara-noble,187,5.577224135818302,0.45060982150750284,10.115754227901167,5.61115280678705,-0.22925068123289635,0.4463930103742699
darby-kim-thomas,140,5.364562891229765,0.4391314027353209,9.741686088229539,5.43067172005567,-0.2573514445843379,0.43022397226631526
darby-sieben,355,4.521603520267586,0.651499336989242,8.497156472335336,4.445606426127193,0.2543150218949395,0.6582713410167556
darchibald,85,3.4178281780586026,0.6901898916010737,,3.4178281780586026,,0.6901898916010737
darcie-tanner-condie,166,5.208845116025062,0.4945093680007209,9.181264965286507,5.207724970058708,-0.11844548859224413,0.49464440453502734
daria-radota-rasmussen,104,4.495641342613492,0.5403190565360556,6.984375074340374,4.476336914929753,0.16878571135935735,0.5427766451917705
dario-martinez-batlle,58,4.121425722829527,0.5415922382510423,,4.121425722829526,,0.5415922382510424
dario-meli,345,6.656156012003371,0.3661170230209968,6.194146792229489,5.620383124290301,0.4212371029214328,0.48688965433801096
dario-pagnoni,376,4.552149929155991,0.6570843907909805,,4.552149929155991,,0.6570843907909805
darius-monsef,79,4.436454404220984,0.5314202829293705,9.0429232875145,4.654689486618771,-0.2341155991256835,0.5020740346099091
darja-gartner,234,4.214869619782565,0.6546366469131321,9.379424012972349,4.188130476216447,0.03880728474206623,0.6571972515949036
darold-cuba,484,4.129538031179374,0.6879006359163105,7.4908865974089585,3.8243779970767102,0.3687289159446717,0.7142256248431376
darragh-doyle,342,5.115481802209407,0.5913158481678252,,5.115481802209406,,0.5913158481678253
darrell-silver,205,6.339602259231955,0.3296423423485291,6.702111353284791,5.716649061211019,0.27704216643494817,0.4145610040734359
darrell-whitelaw,688,6.393828368676755,0.49183531130640734,6.699757278767067,5.381681626125391,0.4626527041661927,0.5852227064618348
darren-a,100,5.069017661334008,0.44785468845850623,10.546402532590843,5.16029417177981,-0.410618178568917,0.4348962925831601
darren-barefoot,143,5.081276492291156,0.5062905455611495,8.143570404663466,5.070832398092275,0.0490695219802614,0.5075478524587362
darren-chan,415,6.012912704216952,0.4806648688056371,7.896437419164599,5.663277070706619,0.2691372910543438,0.5169054696730783
darren-donovan,78,4.045582971354019,0.6051381502066873,,4.045582971354019,,0.6051381502066873
darren-g,408,4.367231280251389,0.675075081070939,,4.367231280251389,,0.675075081070939
darren-herman,165,4.36854760721,0.6159657888977158,7.597028815978119,4.329424208421985,0.23189613210751017,0.6200549669196056
darren-j-troup-major,317,5.154240986333362,0.5787307558170512,8.145332560241048,4.898411579436112,0.2612246482779543,0.6032472625183286
darren-jensen,200,2.267197920603755,0.8459206468742093,6.308793969826362,2.1635018591555766,0.503424202093843,0.8537812652922443
darren-kochansky,287,5.4496484665316975,0.5285368936448595,8.04153910390655,5.269611375669291,0.2309785805054916,0.5471707360888289
darren-lovell,48,4.053495737221697,0.5325759847221596,,4.053495737221697,,0.5325759847221596
darren-mcconachie,140,4.379692619519517,0.6152925478651685,,4.379692619519516,,0.6152925478651686
darren-n0,235,4.4838022680964515,0.6248380425363788,,4.483802268096452,,0.6248380425363788
darren-oriain,22,4.2322730775887605,0.24023563922859734,,4.23227307758876,,0.24023563922859767
darryl-gudmundson,127,4.1053867998467295,0.6321729410309345,9.808926969334912,4.103964258307303,-0.16214562836043,0.6323248738590651
darryl-kanouse,97,3.7832858549811763,0.6558546169215901,9.409082024550488,3.8434820935620295,-0.15111091673892232,0.6493144898243144
darryl-ohrt,321,5.151797999489566,0.563708765161426,8.446748197327361,5.015210308898306,0.18792767120364445,0.5774319763159944
darryl-sell,82,4.085290834466951,0.6094318710464658,,4.085290834466951,,0.6094318710464658
dartagnan-catellier,116,3.8160742599699793,0.6568834613057186,,3.81607425996998,,0.6568834613057184
daryl,212,3.835982908053073,0.692600567869248,10.096654334151955,3.945073123987809,-0.06917506889626318,0.6824249275412789
daryl-f,105,3.246845345513505,0.7228836849728755,9.387664672165139,3.243704697497024,-0.10249649575408132,0.7231968648513222
daryll,16,3.468064166310377,0.44455897378784337,,3.468064166310377,,0.44455897378784337
daryllmc,208,4.161819726601114,0.6541706606612468,8.207721753701906,4.0639982927008695,0.1985885740647947,0.6636731132931033
daryn-nakhuda,399,5.46666353700004,0.5467563973029227,6.538183082849489,4.757373740469248,0.43768187141061315,0.6153432611874852
das-schlag,206,4.541827258525093,0.583250021691104,5.791909829179791,4.531541689103068,0.43803967303441993,0.584388409614656
daus-nozuka,354,5.76258842928741,0.5046495541946809,,5.76258842928741,,0.5046495541946809
dave-boutcher,99,3.6986347088388274,0.6658219773794327,9.876349180304683,3.7146953503734537,-0.20458121282139355,0.6640962035665652
dave-brown3,189,5.425239681441872,0.4806965521573009,8.670799184355127,5.316910342214815,-0.021919856953690902,0.4935178971892521
dave-c0,253,3.897605925188066,0.6986589848441217,6.846843859113907,3.673359194877895,0.4133877045732377,0.7185277813730537
dave-chapman,324,4.902190834450561,0.5979402822519093,9.289980931370204,4.871776328686647,0.09639931510961959,0.6008771232003052
dave-chua,480,6.371240619563244,0.457884145881614,8.280616214267194,6.338090769756802,0.24623593613401712,0.46130740945815035
dave-clarke,64,5.354824506516034,0.2852848331767577,,5.354824506516034,,0.2852848331767577
dave-cooper,124,3.6506471225942367,0.7120569898544821,,3.6506471225942367,,0.7120569898544821
dave-delaney,232,5.320788137104168,0.5197868754063417,7.428542581949679,5.119039850504093,0.26774004910372123,0.5417689225342058
dave-doster,33,3.4310171416220983,0.6270120339375392,,3.431017141622098,,0.6270120339375392
dave-drager,219,5.526396201190924,0.491094119337113,10.464914379904132,5.526275667858361,-0.1983470314675213,0.4911077489982099
dave-edwards,254,2.9559269982301175,0.7760251691197063,6.00037399236137,2.8537799632872147,0.4882280847281045,0.7848300775470093
dave-evans,42,4.412505165161028,0.41101686768952983,8.19320898326752,4.779167034021035,-0.3317262516391974,0.33904760539232176
dave-evans2,176,4.681244299454369,0.5813616201454833,8.886895158351447,4.6718699241875035,-0.006241644769235883,0.5823678951134661
dave-fausel,329,5.340748170503489,0.53802666636328,8.150579948228962,5.105105942060912,0.21279311910034251,0.5623303361010009
dave-fox,116,5.005553032091886,0.48471550681477554,8.814684269944808,4.996677802127667,-0.14579188256142195,0.4858696495723137
dave-frank,213,4.552158236102828,0.6293115131885338,7.270687694259093,4.537663820342626,0.34746286386056247,0.6306942922853397
dave-galliguez,195,5.600265147548689,0.46075319301415285,9.463615584160204,5.591969199336593,-0.12569156336695508,0.4617508893361336
dave-geffon,39,3.8946531399616604,0.507902601097796,,3.8946531399616604,,0.507902601097796
dave-gilbert7,193,4.492575316426924,0.6383540351094148,,4.492575316426924,,0.6383540351094148
dave-goodchild,20,3.6379983193949434,0.4432438235464942,,3.6379983193949434,,0.4432438235464942
dave-gordon,123,2.4170620248014796,0.8110307433535668,10.180062299776646,2.416838114209288,-0.14092085629164658,0.8110507499976406
dave-holtz,373,4.664777798298154,0.644375586528986,8.910160446269966,4.45816841834303,0.22252490308641712,0.6625121999528135
dave-k2,577,6.129388339910524,0.5076683045389173,9.464887997571438,6.002042577117785,0.15012921699827222,0.5197985712894146
dave-kaufman,556,3.214705019386026,0.7824859857220647,9.214262194138632,3.2133501876102213,0.25780840257404525,0.7825889921560015
dave-kerpen,845,5.394697742850358,0.6135677719872958,8.600325711208873,4.941305803376641,0.3299292361231848,0.6505772053041967
dave-khan,211,4.739046111597644,0.5963013958787349,9.119315259447877,4.726926148708031,0.05567826991039673,0.5975262396085442
dave-king6,240,4.929463316118702,0.5633237005533948,6.054490549558236,4.921876251473744,0.43875196906958597,0.5641312725556566
dave-knox,192,5.724199813520815,0.42834054450809755,7.975809866551129,5.765878524406604,0.09092275585257686,0.4230365461343677
dave-linsalata,81,4.65342632930003,0.4795728819320196,9.54474441486496,5.541719011156517,-0.3405185900136487,0.3429403813410594
dave-mahmarian,85,3.5518803531338596,0.6813422562972888,,3.5518803531338596,,0.6813422562972888
dave-mcdougall,12,2.8440756596665397,0.6161768580143603,,2.8440756596665393,,0.6161768580143604
dave-mischell,43,4.5517896261261575,0.40353155799849827,,4.5517896261261575,,0.40353155799849827
dave-morin,464,6.258072760118908,0.4625643268741481,8.615287104338693,6.061147642273529,0.19220846488844404,0.48300511012629554
dave-nadkarni,449,4.845101112554497,0.6270661568937262,6.818652071858024,4.835031262731098,0.4415350719725899,0.6279661195410243
dave-nash,132,4.68159726832968,0.5567245782068592,,4.68159726832968,,0.5567245782068592
dave-nattriss,755,4.58521920837255,0.6865991493199548,8.819061554583117,4.477021896351494,0.32818895320225405,0.6949684769861079
dave-paola,59,4.400844415902715,0.5013547693549314,10.248295764699606,4.986709404052125,-0.455106072078294,0.41217353157521935
dave-raffaele,193,5.196782395441848,0.5062387296739833,10.528616279288032,5.220082009946137,-0.25652157194028646,0.5035065875890584
dave-ramirez,417,5.237976038009208,0.5751618017099066,7.250394742060807,4.660263260643748,0.3709849723933193,0.6295915254421464
dave-ross-tomlin,104,4.785950644594177,0.49730715570694406,,4.785950644594177,,0.49730715570694406
dave-ruzius,76,4.559825205611472,0.5055450089432972,,4.559825205611473,,0.5055450089432971
dave-s,609,6.6349094208621935,0.44829397300394497,5.499119676748198,4.979550289707837,0.5591127218554067,0.6076089429931915
dave-schumaker,466,6.1672839256066645,0.4853536756184713,7.092980968496907,5.502970968683901,0.38970524633469794,0.5508274098196883
dave-skaff,138,5.546542054527515,0.41019272672164214,6.36497992246385,5.55759388812142,0.29076763571374836,0.40866193510979715
dave-taylor,755,6.023045921865717,0.5586266088148412,7.153287377281668,5.659920713732094,0.45997471755157593,0.5893136612141884
dave-traube,79,4.671316071597083,0.4826474399031682,,4.671316071597083,,0.4826474399031682
dave-uittenbogerd,32,2.9394319306218137,0.6984961147986056,,2.9394319306218133,,0.6984961147986056
dave-vockell,112,3.4612084059529438,0.6922533240826061,8.008295440739392,3.447759785722914,0.09583101657607343,0.6936648841195416
dave-walker2,262,5.503583341861997,0.5237336205186751,,5.503583341861996,,0.5237336205186752
dave-weinberg,355,5.051294482701856,0.5851106629552253,8.281735852993322,4.889137114083701,0.23668221883896942,0.6007658433320612
dave-whelan,587,5.508175753134312,0.5772806969310885,8.680008277735201,5.455274326037371,0.26746993385488826,0.5820170550266052
dave-white9,142,4.34736157572852,0.6084609280159843,4.573500094469353,4.339230190424792,0.5838772215220162,0.6093376000074024
dave-winkler,193,4.21458419371928,0.6505144460330197,9.295482048281523,4.198862309089243,0.031200824256836786,0.652042442241883
dave161,38,4.661887071943732,0.3196655045258257,,4.661887071943732,,0.3196655045258257
dave750,113,3.5205266305019456,0.7056077595723587,8.98506826819406,3.503263861898472,0.007459995880349146,0.7072910021130321
daves-andreson,207,4.399410367820818,0.6243685489698511,,4.399410367820817,,0.6243685489698512
david,43,3.9205755627208445,0.5360976634600826,,3.920575562720845,,0.5360976634600826
david-a3,107,5.496932375900871,0.3730716936589564,8.52173123824331,5.504670354403311,-0.17988679694007817,0.37188039312640286
david-allen-ibsen,279,5.154876331418493,0.5724414117351602,7.76658817569874,4.86856477911377,0.29317695861808857,0.6003552014018873
david-altobelli,272,5.386997824780164,0.5237172244844757,8.267886751577016,5.303183419260605,0.175421578428986,0.5326553750162702
david-ambrose,276,5.4805685081119115,0.5211559570140456,7.101598076548572,5.0258910012740525,0.340077987963628,0.568424086685795
david-amusin,126,4.896888642389606,0.508970815088527,,4.896888642389606,,0.508970815088527
david-andreatta,33,2.3506344127299186,0.7733827621760513,,2.3506344127299186,,0.7733827621760513
david-appleton,214,4.809996550784307,0.615895157152319,,4.809996550784307,,0.615895157152319
david-ashleydale,67,4.952497001275688,0.40763969378139764,,4.952497001275688,,0.40763969378139764
david-b3,363,4.640930508539417,0.6433816671408373,,4.640930508539416,,0.6433816671408373
david-ball,73,3.9113627655066763,0.6007690501409315,,3.911362765506676,,0.6007690501409316
david-banarez,98,3.6344635135373857,0.683218918802732,,3.634463513537385,,0.6832189188027321
david-belden,119,4.596874986185611,0.5555921500508292,9.96415770609319,4.610461098039045,-0.24192019390127353,0.5539807367078132
david-benarroch,35,2.9754155625581933,0.7064058117271571,,2.975415562558193,,0.7064058117271571
david-benjamin5,74,3.4379460033245612,0.675562132790015,,3.4379460033245612,,0.675562132790015
david-berkowitz,919,6.682174619669831,0.4771771303155153,5.694601810377614,5.029863705317352,0.5669652011680847,0.6251073350639352
david-bernard,68,4.656330738612485,0.4693041512504511,,4.656330738612485,,0.4693041512504511
david-bjrnsten-lindhard,576,5.341402945438639,0.5711935431852672,8.270401721830188,5.0342539065578045,0.2684914206876464,0.6000130834200853
david-blaylock,380,4.4042505364122775,0.6733222631894117,9.43370617594616,4.371215785543237,0.18159782699836396,0.6761350693479721
david-boleas,52,2.6824582909293704,0.7633671864658069,9.093898199049832,2.681734081229134,-0.1510100043645834,0.7634419241122625
david-brossard,6,2.0090438480240733,0.7485722563774698,,2.0090438480240733,,0.7485722563774698
david-brown36,132,3.957219580084126,0.647634586915465,8.615460118512361,4.054172906908446,-0.0047822576442025175,0.6373416024064623
david-brown44,138,4.507986120711542,0.5812073567050533,,4.507986120711542,,0.5812073567050533
david-byrd,73,4.551604898564436,0.4909417852897867,7.455648159569067,4.591123729818514,-0.07036076178225527,0.48522145510395304
david-cable,57,2.781694712656011,0.7336323749873924,,2.781694712656011,,0.7336323749873924
david-cann,107,5.136912122241213,0.44733116619229174,9.441214819389353,5.1755149185960745,-0.2617526178693624,0.4419540374776918
david-cantu,179,5.151851906147258,0.5156600757779829,9.61898947824884,5.215958133114872,-0.14023760315322878,0.5082426316347128
david-carr6,59,4.354125552276363,0.5072568499720076,,4.354125552276363,,0.5072568499720076
david-catalano,194,4.158962117450457,0.6522167405198184,8.014372653540326,4.036229535321785,0.21771396920644673,0.6642211027038544
david-chang,587,6.8151099825517,0.4075979634775727,9.109039520036417,6.65922818209182,0.133480504047715,0.4242376721494425
david-chang8,129,4.247840626937907,0.6126358177786012,9.458796890604528,4.334788847962356,-0.1328787421139682,0.6030938613709359
david-christian,76,5.227079474963208,0.3636337887552944,,5.227079474963208,,0.3636337887552944
david-cid,289,5.925083959599425,0.4523826497043714,9.225384072268968,5.866462867254195,-0.03249016195750219,0.45908259153174646
david-clavereau,356,5.291012704530748,0.5577509026816003,,5.291012704530747,,0.5577509026816004
david-clink,268,4.968410258312054,0.5946744895157656,10.10429114075094,4.963719105537628,-0.03524875943514695,0.5951251616459379
david-collins,109,5.195508078008223,0.43915981656520114,,5.195508078008223,,0.43915981656520114
david-colpitts,210,4.623721035535109,0.6195695438440432,9.200330090914202,4.620634527695579,0.09060577920854238,0.6198680640979581
david-cosgrove,191,4.258859508187764,0.6521022173291863,,4.258859508187765,,0.6521022173291862
david-coulson,147,3.531012337520826,0.71060259304169,9.700780907421034,3.535537260426956,-0.06893079535211427,0.710171508541386
david-daer,548,5.336965230458134,0.5912627709126104,9.148596998316018,5.259578337970003,0.2125093254919389,0.5981581456860189
david-davila,9,1.5933609958506225,0.839678932413234,,1.5933609958506225,,0.839678932413234
david-dehghan6,17,3.633610948519279,0.39279652644085994,,3.633610948519279,,0.39279652644085994
david-doft,125,3.8664674684790326,0.6586780709535511,8.059225973209273,3.970216569725452,0.12880806145574678,0.6477896509206894
david-drucker,80,3.5095858191322864,0.6568412125052489,,3.5095858191322864,,0.6568412125052489
david-emery0,72,3.7207588326438583,0.6440299900094894,,3.720758832643858,,0.6440299900094895
david-emmett,323,4.775223011205619,0.6239616250465122,,4.775223011205619,,0.6239616250465122
david-fox,12,3.331435556800403,0.35281164314772984,,3.3314355568004035,,0.35281164314772967
david-fraga,320,6.319202627715026,0.40433167644655704,6.49897757140404,5.434630552887149,0.38280322340991507,0.5058475210442659
david-fuller,210,5.900654261278309,0.4187045034627333,10.565411685726644,5.912273036831997,-0.26547754715819316,0.4172495870781143
david-gallagher,267,6.117002471559201,0.4240107423093571,6.696049389068813,5.560853272635282,0.35390886964141255,0.48824089256503755
david-gallant,175,5.2540549410870705,0.5006763041780466,7.650617818281467,5.184422104640118,0.1824528792340219,0.5088233086525066
david-gerzof,242,3.883045713367522,0.6861298503453596,9.023519700035802,3.8308824554009195,0.10095335572784421,0.6910248170696941
david-golden6,126,3.769307585163497,0.6701703726654223,,3.769307585163497,,0.6701703726654223
david-goldstick,77,4.9275448142169855,0.4323695282212098,,4.9275448142169855,,0.4323695282212098
david-goodwin,269,4.972962236711453,0.5760799323274838,8.388552351785274,4.957830456952847,0.18123980470692824,0.5776148255249591
david-gwilliam,504,6.122111258416122,0.4985355964011945,6.576241295366233,5.360613571814814,0.453463413593947,0.5716336429025448
david-halford,36,3.277294425838819,0.6426412610573429,,3.277294425838819,,0.6426412610573429
david-hall,140,3.4389648781708058,0.7237479772752299,,3.4389648781708058,,0.7237479772752299
david-hall3,111,4.1190685557217135,0.6273064128983512,,4.1190685557217135,,0.6273064128983512
david-hand,109,3.9156364189452395,0.6535276909755176,,3.9156364189452395,,0.6535276909755176
david-harris,204,3.2884575885540785,0.7538792508781744,9.403530276353704,3.276989582560738,0.12071041158909393,0.7548586780713787
david-harris4,155,4.280296110880078,0.6261236391222798,7.609539118779089,4.260250288010032,0.23276494514096366,0.6282013271728442
david-harthcock,90,3.5012649132747464,0.6709947980050247,,3.5012649132747464,,0.6709947980050247
david-hassall,82,3.913779691560443,0.608188136218744,9.36931523065516,3.9221810556326657,-0.24966103912353885,0.6071579008764647
david-hayes00,124,5.042736014648863,0.473298433183406,9.10888616918178,5.4798821670084275,-0.19609840441539605,0.41383927219814115
david-hegarty,166,5.379116308213978,0.47177621338006415,8.532969884057191,5.460957394359174,-0.035549121164485435,0.46167525806704707
david-heidenreich,55,4.296587554980881,0.49937624136009406,9.867998476444368,4.716527265822552,-0.44205897584147313,0.4336703687832198
david-helgason,213,3.959225429669262,0.6765332402030926,9.005368353179763,3.950872057814111,0.09240603741974539,0.6773288214878738
david-henderson,72,3.3680842155877575,0.6924113029826698,6.856961545446312,3.3611054793838817,0.2493472912671738,0.69316752096258
david-hicks,147,4.280780926218925,0.6297748229604364,9.383553836966195,4.270240069516061,-0.05553351808841333,0.6308543721993357
david-hill51,277,5.033923474460667,0.5816336208051677,8.45616349793468,4.946537767948826,0.20212590923422438,0.5902100386071065
david-hill7,153,3.890093259369228,0.6671816495187793,7.57070387663985,3.8209971386141515,0.24160799880355574,0.6741213063246146
david-ho,231,4.4809627546497,0.6260493203168087,,4.480962754649701,,0.6260493203168086
david-hong5,66,3.573552854703279,0.6511769277378316,7.361573752567442,3.7304966459919284,0.08120073606650989,0.6325189695500593
david-huffaker,252,6.544830490675504,0.3354503483039142,9.651298445702892,6.671365517412978,-0.15850868675090884,0.31840077641384107
david-hunter0,74,5.526587689043804,0.2687388573331641,,5.526587689043804,,0.2687388573331641
david-huynh,414,5.93554316151416,0.510692317932498,9.263293855319995,5.9108455676458815,0.13948603370949136,0.5131240940432307
david-jacobs,46,3.5207505831868455,0.6092092701581433,,3.5207505831868455,,0.6092092701581433
david-johnson,139,4.995807647785478,0.5032766213364503,8.222372472570997,4.971807703347073,-0.026249137809037884,0.5062498984712569
david-justus,119,4.195875882524498,0.6133359640984316,7.805592300529498,4.0947300900144885,0.13473277661652872,0.6244979675781815
david-kavanagh,211,4.923461616144253,0.5903258955071375,9.342197292485166,4.916206806639679,0.06729263903594732,0.5910396722772956
david-killick,42,3.147771951852723,0.6857785077098913,9.22594975143653,3.1585932210804186,-0.2818441883302519,0.684471821742515
david-kim,57,2.9213295852822956,0.7320968531734396,6.397186633640097,2.9143409797938746,0.28870856145456686,0.7328541877430996
david-kim1,143,6.239052366366784,0.2759308978215533,9.909160510317415,6.3698801581456035,-0.32645731277815276,0.2540190749504723
david-klein,569,5.611387649367223,0.5636248683012978,8.003429312080794,5.142549702146591,0.33101238673887695,0.605906075873605
david-kobia,124,5.010037190009184,0.5008305700174066,8.293009688632594,5.253641541618513,-0.03866556519440157,0.47018754691693637
david-kujawa,339,4.673309736740949,0.641184461018231,8.60466040351777,4.671302285652185,0.2507345123962754,0.6413630937338743
david-laster,734,5.7817478982768815,0.55349946052113,6.691778132901265,4.7902958053228835,0.4691870249435665,0.6412488205617222
david-leary,158,4.204329583835236,0.6484747206467051,9.076989578839594,4.185626671052407,0.05843879824891566,0.6503104193766438
david-lee3,412,6.268180756997704,0.44687583754887006,6.578557371884351,5.237699955216734,0.4128868167567805,0.5548457728689056
david-leonor,191,3.7608461521821734,0.7043125788491839,6.957749931392581,3.7584682120680437,0.38544363334674364,0.704528569715626
david-li,287,6.0202933332367765,0.4432215419296227,,6.0202933332367765,,0.4432215419296227
david-lifson,255,6.2603493110105175,0.3834593202156275,6.039858875191666,5.340440104942099,0.41103955214252247,0.49506578165515003
david-lillo,107,5.528427856948563,0.37004920000837,,5.5284278569485625,,0.3700492000083701
david-lima,1454,8.74590946040388,0.27497179870427657,9.357702845909087,8.707899700499372,0.2087620693255991,0.27896937108466097
david-lipkin,88,3.5069819874223596,0.6858029924442824,8.134354351539253,3.500251087667642,0.05968695519645054,0.6865165939032963
david-lorenc,87,4.200946878496496,0.6015421139941111,,4.200946878496496,,0.6015421139941111
david-lounsbury,294,5.6796885345045505,0.4983535826499839,9.928878915390019,5.669181055844339,-0.08095313467846721,0.49948070113653165
david-maciejewski,38,3.149983485000151,0.6823224416689638,,3.1499834850001505,,0.6823224416689638
david-manz,143,4.771003708413331,0.5641545160601172,,4.771003708413331,,0.5641545160601172
david-martel,85,4.208206279169802,0.5572086289580618,9.19276296237417,4.233382105536911,-0.262949026632767,0.5538910799280359
david-mccrindle,270,5.228742792355482,0.5501149294505935,7.904700939420117,5.141806073705091,0.24595446626456896,0.5590480186382603
david-mcgillivray,41,4.093137338918422,0.4803236969681513,,4.093137338918422,,0.4803236969681513
david-mckinney,105,2.319583931494353,0.8089740282691844,,2.319583931494353,,0.8089740282691844
david-meagher,76,5.101552254073122,0.3788920371537659,,5.101552254073122,,0.3788920371537659
david-merrique,109,5.082235214073782,0.4595571582995174,7.913143628665547,5.165930847007279,-0.052047228709732045,0.4480841101549425
david-mitchell3,98,3.7770216229642566,0.662546944568054,9.521847835271013,3.775075265910139,-0.1432940614173915,0.6627532699859999
david-mongan,24,3.931221286420717,0.4147363266161428,,3.9312212864207163,,0.41473632661614296
david-mulligan,118,3.843125935649462,0.6479251593123131,9.173467002970087,3.843737286136586,-0.12665077666300692,0.6478582508773796
david-muncey,148,4.061350943009621,0.6568546642506874,,4.061350943009621,,0.6568546642506874
david-murray,219,5.161280715111292,0.5228628739254157,9.376525474604748,5.151122862936673,-0.09047353588473779,0.5240093767685132
david-myers,9,2.4701362711567683,0.6624450925908627,,2.4701362711567683,,0.6624450925908627
