placeid,mean,median,std,count,nunique,target,category
grand-sichuan-new-york,5.801827069782927,5.907585559624071,0.801163001669266,214,124,Entropy,Food
grand-sichuan-st-marks-new-york,5.817491315814292,5.907585559624071,0.7157605785576985,89,51,Entropy,Food
grandaisy-bakery-new-york,5.950487086648219,5.820974197125286,0.6565094371053353,282,56,Entropy,Food
grant-park-chicago,5.385329223478581,5.538895170214335,0.9380309683594964,80,64,Entropy,Parks & Outdoors
grant-park-chicago,5.385329223478581,5.538895170214335,0.9380309683594964,80,64,Entropy,Arts & Entertainment
grape-and-grain-new-york,5.802419955904335,5.979867711054848,0.6956956193774798,105,52,Entropy,Food
grassroots-tavern-new-york,5.53377083517595,5.477949068851427,0.8113234018051702,203,115,Entropy,Nightlife Spots
graumans-chinese-theatre-los-angeles,5.029556729737555,5.224746704485828,1.015844111385715,107,88,Entropy,Arts & Entertainment
grays-papaya-new-york,5.52554790184286,5.504762136289631,0.9229982076307813,172,116,Entropy,Food
great-american-ball-park-cincinnati,4.400032914177788,4.469122587894985,1.1944607173183548,161,57,Entropy,Arts & Entertainment
great-american-ball-park-cincinnati,4.400032914177788,4.469122587894985,1.1944607173183548,161,57,Entropy,Parks & Outdoors
great-american-music-hall-san-francisco,5.4670647502258465,5.674130731339457,0.8418667515384819,229,151,Entropy,Nightlife Spots
great-jones-cafe-new-york,5.813458591204514,5.693641134201392,0.7138128427807328,159,96,Entropy,Food
greater-rochester-international-airport-roc-roches,4.850415575475742,4.952575980534579,0.8383486376050797,201,77,Entropy,Travel Spots
greek-theater-berkeley-berkeley,5.465978804828908,5.683668842104659,0.9521008451620233,76,62,Entropy,Arts & Entertainment
greeley-square-new-york,5.267658870740873,5.333001188167163,0.8452409805787101,120,54,Entropy,Parks & Outdoors
green-apple-books-san-francisco,5.617251476329171,5.732276036744525,0.7959661505236332,85,55,Entropy,Shops
green-chile-kitchen-san-francisco,5.63203126607935,5.747973694566358,0.7137110413520237,146,58,Entropy,Food
greenhousenyc-new-york,5.803872334033641,5.781747898276881,0.8186813689402879,151,99,Entropy,Nightlife Spots
greens-sports-bar-san-francisco,5.072875653060777,5.225113924689865,0.9040359481706155,253,64,Entropy,Nightlife Spots
gregorys-coffee-new-york,5.460633397722372,5.4449278912222185,0.7759051011390843,324,69,Entropy,Food
grey-dog-cafe-new-york,5.793932833851919,5.7938200904538855,0.6879916340161466,526,197,Entropy,Food
grey-dogs-coffee-new-york,5.665313540025272,5.782965713720698,0.5967238330688025,150,63,Entropy,Food
griffin-new-york,6.188434775712789,6.251314929396418,0.6737760078527937,71,56,Entropy,Nightlife Spots
griffith-observatory-los-angeles,5.5916596464518,5.651326051511977,0.9624436350679924,139,110,Entropy,Arts & Entertainment
griffith-observatory-los-angeles,5.5916596464518,5.651326051511977,0.9624436350679924,139,110,Entropy,Parks & Outdoors
grimaldis-pizza-brooklyn,5.765551284061979,5.917539868508923,0.8513829374259141,223,156,Entropy,Food
gristedes-new-york,5.369035456482328,5.304909039567381,0.701373205980021,296,84,Entropy,Shops
grom-new-york,5.678855088760769,5.695366684303427,0.8653170262529498,211,136,Entropy,Food
ground-kontrol-portland,5.423048811874057,5.49749433834026,0.7525114184232159,75,54,Entropy,Arts & Entertainment
ground-support-new-york,5.579575032514803,5.564513126870624,0.8565721415749032,367,87,Entropy,Food
ground-zero-new-york,5.032071655938812,5.144218228730405,0.853159147597393,241,142,Entropy,Parks & Outdoors
grounded-new-york,5.917843352365643,6.037184803048204,0.8831799160068242,147,72,Entropy,Food
grubstake-diner-san-francisco,5.495598302023122,5.514737938768021,0.7205841392015927,88,52,Entropy,Food
grumpys-bar-grill-minneapolis,4.998407177350587,4.881807086738013,0.7804051719175509,353,63,Entropy,Food
gueros-austin,5.542677083263213,5.551376351664334,0.8736673925797712,159,115,Entropy,Food
guggenheim-museum-new-york,5.692784414642864,5.745794975532236,0.8812831216232737,310,236,Entropy,Arts & Entertainment
gustorganics-new-york,5.493549331337432,5.4081994281101515,0.828006936414917,61,52,Entropy,Food
guthrie-theater-minneapolis,5.483808997279059,5.676025307682297,0.7414450558569944,86,52,Entropy,Arts & Entertainment
guy-gallard-new-york,5.058599444667551,5.165259892431773,1.0142156501203297,320,85,Entropy,Food
gyu-kaku-new-york,5.911571759640411,5.931171399449811,0.7616858424171654,168,100,Entropy,Food
h-h-bagels-new-york,4.972184811551127,4.8211482258810685,0.7884421752391462,191,58,Entropy,Food
habana-outpost-brooklyn,5.802974414730666,5.653934397745288,0.742894717113339,291,144,Entropy,Food
hacker-dojo-mountain-view,5.591428782877354,5.726310912622628,0.7277685578502756,155,65,Entropy,"Homes, Work, Others"
haft-auditorium-fit-new-york,5.876374661476793,5.938552420299663,0.6523683081058697,84,59,Entropy,College & Education
halal-gyro-and-chicken-cart-new-york,5.445416389323198,5.246905350281782,0.9568105744942342,123,61,Entropy,Food
halal-gyro-chicken-cart-new-york,5.335500789972955,5.174317595846138,0.884451281606629,90,54,Entropy,Food
halcyon-coffee-house-bar-lounge-austin,5.39704800858937,5.519523208237404,0.8857292444004146,192,100,Entropy,Nightlife Spots
half-king-new-york,5.759198219317606,5.939199233518101,0.7674557208724843,343,207,Entropy,Nightlife Spots
hallo-berlin-new-york,5.606919974768945,5.811097344676942,0.9031802463439744,86,66,Entropy,Food
hallo-berlin-new-york,5.606919974768945,5.811097344676942,0.9031802463439744,86,66,Entropy,Nightlife Spots
halloweenapocalypse-2010-anywhere,5.754842158512878,5.736812881728741,0.7821311964422597,136,102,Entropy,Arts & Entertainment
hamamatsucho-sta,3.2133188384619333,3.5747519035140813,0.9702905572839929,154,55,Entropy,Travel Spots
hamburg-airport-ham-hamburg,4.530923616569213,4.673160514697169,0.7369944314312471,160,57,Entropy,Travel Spots
hamburg-hauptbahnhof-hamburg,4.394578218452453,4.324568185644948,0.7157946383802665,819,116,Entropy,"Homes, Work, Others"
hamburg-hauptbahnhof-hamburg,4.394578218452453,4.324568185644948,0.7157946383802665,819,116,Entropy,Travel Spots
hamleys-london,4.742873221436728,4.816270671778936,0.9818569005129786,66,55,Entropy,Shops
hammerstein-ballroom-new-york,5.797757200360132,5.7973790248694375,0.7196232756286515,110,87,Entropy,Arts & Entertainment
hampton-chutney-co-new-york,5.585281230962787,5.5150120871542985,0.8515838712251407,173,98,Entropy,Food
hannover-hauptbahnhof-hannover,4.2593324425116075,4.247000263331268,0.8781692556056017,250,64,Entropy,Travel Spots
happy-ending-new-york,5.919875858555029,6.122111258416122,0.7874041455739142,225,132,Entropy,Nightlife Spots
happy-the-bitter-bar-boulder,5.208948086635568,5.295200775685583,0.7789514991809409,212,52,Entropy,Nightlife Spots
hard-rock-hotel-casino-las-vegas,5.3013633597023855,5.3201450709970395,0.9340363186517038,289,161,Entropy,Travel Spots
hard-rock-hotel-casino-las-vegas,5.3013633597023855,5.3201450709970395,0.9340363186517038,289,161,Entropy,Arts & Entertainment
hardly-strictly-bluegrass-festival-san-francisco,5.430639127804295,5.49339444410512,0.8551107716639048,95,77,Entropy,Arts & Entertainment
harefield-road-brooklyn,5.641784170636845,5.696854227632832,0.727580615307711,300,107,Entropy,Nightlife Spots
harlot-san-francisco,5.567786141897243,5.5415924669809105,0.8203654357146182,176,122,Entropy,Nightlife Spots
harpoon-brewery-boston,5.228966316075288,5.283555270550247,0.9593441878578566,60,51,Entropy,Nightlife Spots
harrahs-las-vegas-las-vegas,4.626120900359869,4.611574413543043,1.0597450606907752,159,72,Entropy,Arts & Entertainment
harrods-london,4.865688796916476,5.059359684161535,0.9062368150544107,117,77,Entropy,Shops
harrys-bar-san-francisco,5.386733322582563,5.474945965852644,0.7828723425628988,179,96,Entropy,Nightlife Spots
hartsfield-jackson-atlanta-international-airport-a,5.130758165748322,5.131580445989902,0.8346486040144497,3184,983,Entropy,Travel Spots
haru-new-york,5.398121803053595,5.353420557280344,0.8536120273924924,252,145,Entropy,Food
harvard-book-store-cambridge,5.541552696509422,5.572059598122306,0.9459116081097408,80,63,Entropy,Shops
harvard-club-new-york,5.566163595460239,5.647077154877895,0.8440350129301772,145,89,Entropy,College & Education
harvard-coop-cambridge,5.433592480118705,5.55212018448215,1.0132908472356335,121,79,Entropy,Shops
harvard-square-cambridge,5.331317319303802,5.329893046539906,0.7742481104164572,278,115,Entropy,Parks & Outdoors
harvard-university-cambridge,5.378217597237456,5.3927701220906,0.7551545876053288,81,60,Entropy,College & Education
harvard-yard-cambridge,5.295899718519933,5.340462890275349,0.8030312668889041,202,82,Entropy,Parks & Outdoors
haunted-mansion-anaheim,5.174009079115995,5.36030652704999,0.9449999174497536,90,64,Entropy,Arts & Entertainment
hauptbahnhof-berlin-berlin,4.058340014876286,4.090907875352772,0.8402832114928636,194,55,Entropy,Travel Spots
hauptbahnhof-munchen-munich,3.9245792316727,3.6336721855264247,1.0131791857999886,357,69,Entropy,Travel Spots
hearst-tower-new-york,5.392657959544599,5.506593230781706,0.9022713493085751,85,59,Entropy,"Homes, Work, Others"
heart-san-francisco,5.822176491136621,5.795742486377895,0.6714433338784515,111,72,Entropy,Nightlife Spots
heartland-brewery-new-york,5.431911808212945,5.5215444974396775,0.9369058331649237,553,341,Entropy,Food
heartland-brewery-new-york,5.431911808212945,5.5215444974396775,0.9369058331649237,553,341,Entropy,Nightlife Spots
heathers-new-york,5.741554011794028,5.795742486377895,0.6313711463508469,261,125,Entropy,Nightlife Spots
heathrow-express-london,4.787094271899516,4.50795350427671,1.0290156679617717,98,53,Entropy,Travel Spots
heatpocalypse-boston-2010-boston,4.947245733289012,5.00980098324025,0.6791646295797769,116,62,Entropy,Parks & Outdoors
heatpocalypse-nyc-new-york,5.360518640195846,5.386997824780164,0.8512935349239577,1041,677,Entropy,Parks & Outdoors
heatpocalypse-nyc-new-york,5.360518640195846,5.386997824780164,0.8512935349239577,1041,677,Entropy,Nightlife Spots
heatpocalypse-san-francisco-san-francisco,5.365917543198691,5.490956961107129,0.8276092488525169,81,65,Entropy,Nightlife Spots
heavens-dog-san-francisco,5.6708469964317745,5.8358854355598355,0.858875811240954,201,90,Entropy,Food
hecho-en-dumbo-new-york,5.7709167065793885,5.638136139582691,0.8121994638135542,178,119,Entropy,Food
hells-kitchen-minneapolis,5.102863756145276,5.113208515035289,0.7664924555672752,137,66,Entropy,Food
helsinki-railway-station-helsinki,4.659984407903078,4.585434777070675,0.8396117832405308,288,61,Entropy,Travel Spots
helsinki-vantaa-airport-hel-vantaa,4.87254428922623,5.005057205709502,0.7039400204283108,457,126,Entropy,Travel Spots
hemlock-tavern-san-francisco,5.527198135601995,5.553021318379978,0.7805220514863759,258,132,Entropy,Nightlife Spots
henry-public-brooklyn,5.782214169672635,6.0462637287127095,0.8309045382359437,155,75,Entropy,Food
henrys-12th-street-tavern-portland,5.311314028046888,5.386792255123116,0.9149582696482705,99,59,Entropy,Nightlife Spots
herald-square-new-york,5.220347538288773,5.313602105548402,0.8920988738982053,209,122,Entropy,Parks & Outdoors
herbivore-san-francisco,5.308937117091604,5.370545199761644,0.7196678039501833,114,55,Entropy,Food
herbst-theatre-san-francisco,5.557746320008159,5.719961555064929,0.8204890823723793,105,83,Entropy,Arts & Entertainment
herkimer-pub-brewery-minneapolis,5.608372981149758,5.745172970544148,0.5664879076747172,187,51,Entropy,Nightlife Spots
hertz-los-angeles,5.286168555343413,5.522791124932485,0.7504280050354661,91,66,Entropy,Travel Spots
hester-street-fair-new-york,5.837465859738258,5.970829551167288,0.768393713030701,95,81,Entropy,Food
hester-street-fair-new-york,5.837465859738258,5.970829551167288,0.768393713030701,95,81,Entropy,Shops
hi-dive-bar-san-francisco,5.600248655146698,5.778056870459088,0.8764579168684933,199,108,Entropy,Nightlife Spots
hi-fi-new-york,5.890586653887305,5.966059440747044,0.789828110612869,286,169,Entropy,Nightlife Spots
high-dive-brooklyn,5.7185884456900435,5.72470334690406,0.7132524412250424,109,60,Entropy,Nightlife Spots
high-line-park-new-york,5.502802858400493,5.494051852512074,0.85957132467146,488,327,Entropy,Parks & Outdoors
highlands-bar-new-york,5.710487435165277,5.811827859426797,0.7880367237749569,163,101,Entropy,Food
highline-ballroom-new-york,5.6959248373627185,5.770329192526158,0.8481180572297622,255,189,Entropy,Nightlife Spots
hill-country-bbq-new-york,5.732837025268708,5.796886992683787,0.7644789103976026,379,264,Entropy,Food
hill-country-chicken-new-york,5.671726296442323,5.70327419234709,0.8874757562775939,127,80,Entropy,Food
hillstone-new-york,5.597004461549169,5.782197127508234,0.9188464797240724,95,68,Entropy,Food
hillstone-san-francisco,5.141999432198161,5.059359684161535,0.8204165157954505,118,71,Entropy,Food
hilton-austin-hotel-austin,5.494664718174814,5.5064976267044115,0.8373383657427262,1735,518,Entropy,Travel Spots
hilton-lobby-bar-finn-porter-austin,5.508536881347487,5.587426263723074,0.7777314577628075,89,60,Entropy,Nightlife Spots
hilton-new-york-new-york,5.2410580870593035,5.110479478083234,0.8511824366513444,289,133,Entropy,Travel Spots
hilton-san-francisco-union-square-san-francisco,5.317630003841632,5.506714823273494,0.8072027731712467,254,112,Entropy,Travel Spots
hiro-ballroom-the-maritime-hotel-new-york,5.7772854545152095,5.847237870957115,0.9021775214611624,159,127,Entropy,Nightlife Spots
hk-hells-kitchen-new-york,5.59894996463649,5.745342473119253,0.8220528798862814,94,67,Entropy,Food
hm,4.501637920595084,4.622682349602554,1.0037241941895412,212,135,Entropy,Shops
hm-chicago,5.299902708642979,5.2558222640928784,0.7981388473093244,68,52,Entropy,Shops
hm-new-york,5.449097063799616,5.45129864321185,0.8671598075982693,601,320,Entropy,Shops
hm-san-francisco,5.420017147479117,5.542894874371722,0.7318679738554017,164,90,Entropy,Shops
hmv,3.420445709100322,3.277884797184303,1.1972092279533166,151,52,Entropy,Shops
hoboken-path-station-hoboken,4.868237996751024,4.853019277248763,0.9445168716000156,296,68,Entropy,Travel Spots
hoboken-terminal-hoboken,5.109883623269484,5.25818426598537,0.7038911681197706,281,66,Entropy,Travel Spots
hog-island-oyster-company-san-francisco,5.553673347038844,5.612795531421624,0.9200802069044571,100,69,Entropy,Food
hog-rocks-san-francisco,5.7568030035044275,5.823741681155023,0.855982045848452,74,59,Entropy,Food
hogs-heifers-new-york,5.753990737157123,6.028036705118959,0.8512593587369075,73,58,Entropy,Nightlife Spots
holborn-underground-station-london,4.0970333626701345,3.760556598699097,0.8174170024641827,266,65,Entropy,Travel Spots
holiday-cocktail-lounge-new-york,5.510394317766815,5.459297796159718,0.6925421210164631,92,56,Entropy,Nightlife Spots
holland-tunnel-new-york,5.242373768767394,5.361251470069577,0.7624107538681419,484,186,Entropy,Travel Spots
holland-tunnel-new-york,5.242373768767394,5.361251470069577,0.7624107538681419,484,186,Entropy,Parks & Outdoors
hollywood-bowl-los-angeles,5.414408198981053,5.475989893260712,0.8088484935961223,272,157,Entropy,Arts & Entertainment
hollywood-highland-center-los-angeles,5.283949341436756,5.329465358387963,0.8144898926384838,159,80,Entropy,Shops
hollywood-palladium-los-angeles,5.436451250308896,5.593395697363966,0.7169437190585668,107,72,Entropy,Arts & Entertainment
hollywood-roosevelt-hotel-los-angeles,5.4636939815322085,5.514525916596184,0.9543969205086655,209,104,Entropy,Travel Spots
home,4.297488119218139,4.419141925077485,0.7396308323576634,1753,158,Entropy,"Homes, Work, Others"
home-depot,4.662640688222542,4.710688600868718,0.87364708231736,287,117,Entropy,
home-depot-chicago,5.108882242119858,5.11625845260238,0.7282086275652578,144,56,Entropy,Shops
home-depot-los-angeles,5.141933688110632,5.192465777426391,1.0136134836071382,111,55,Entropy,Shops
home-restaurant-san-francisco,5.162837723993747,5.254818314285096,0.7201731750859109,232,101,Entropy,Food
home-slice-pizza-austin,5.352366038592956,5.551376351664334,0.7564998309827589,93,51,Entropy,Food
home-sweet-home-new-york,5.661725419588644,5.8628248362377215,0.8427551682515468,304,175,Entropy,Nightlife Spots
home-sweet-home-new-york,5.661725419588644,5.8628248362377215,0.8427551682515468,304,175,Entropy,"Homes, Work, Others"
homestead-san-francisco,5.468369208190494,5.330547265636505,0.6411687386568099,437,133,Entropy,Nightlife Spots
hong-kong-international-airport-hkg-chek-lap-kok,5.301762160057516,5.352400270785924,0.9392333926233275,259,116,Entropy,Travel Spots
honolulu-international-airport-hnl-honolulu,5.1600939326955455,5.155412840505376,0.8879490056008934,324,137,Entropy,Travel Spots
hoover-dam-boulder-city,5.16623876342474,5.1673554187856165,0.8868679584761388,84,66,Entropy,Parks & Outdoors
hop-devil-grill-new-york,5.7390178236681635,5.82162271513743,0.7060049991827678,168,79,Entropy,Food
hopleaf-bar-chicago,5.407018104371731,5.5215444974396775,0.8157844553913334,87,51,Entropy,Nightlife Spots
horseshoe-tavern-san-francisco,5.422042839175352,5.357950713650177,0.8089605789391487,92,52,Entropy,Nightlife Spots
horton-plaza-san-diego,5.1839840965171975,5.415800059328503,0.9430428673372693,179,51,Entropy,Shops
hot-bird-brooklyn,5.868602918703826,5.820974197125286,0.8060006370745111,147,72,Entropy,Nightlife Spots
hot-dougs-chicago,5.342509817248242,5.516518366195064,1.0908323086252343,137,72,Entropy,Food
hotel-de-ville-paris,4.665952614871752,4.647737367327637,0.6620021914201193,165,63,Entropy,"Homes, Work, Others"
hotel-del-coronado-coronado,5.254638552316814,5.281401797375068,0.7213652512397152,114,67,Entropy,Nightlife Spots
hotel-del-coronado-coronado,5.254638552316814,5.281401797375068,0.7213652512397152,114,67,Entropy,Travel Spots
hotel-delmano-brooklyn,5.785469683571098,5.689175158035241,0.7419953664923139,249,126,Entropy,Nightlife Spots
hotel-gansevoort-new-york,5.53626090250859,5.561166466857125,0.8496175111290315,170,114,Entropy,Travel Spots
hotel-griffou-new-york,5.826070145186523,5.876447865433643,0.7074752886141469,86,67,Entropy,Nightlife Spots
hotel-kabuki-san-francisco,5.502036541577021,5.3991738452895754,0.795874418883964,120,64,Entropy,Travel Spots
hotel-nikko-san-francisco,5.00803016705762,5.054915327139397,1.120916150457237,140,53,Entropy,Travel Spots
hotel-san-jose-austin,5.797523155039962,5.85874152119438,0.7308315182535567,103,61,Entropy,Nightlife Spots
hotel-utah-san-francisco,5.476350962727534,5.463343040740113,0.73484926054304,225,135,Entropy,Arts & Entertainment
houndstooth-pub-new-york,5.635287253537037,5.917539868508923,0.8841035569503028,127,64,Entropy,Nightlife Spots
house-of-blues-boston,5.062749219005528,5.205876736702514,0.8658791028665371,179,100,Entropy,Arts & Entertainment
house-of-blues-chicago,5.2791999605855935,5.286418173465804,0.886383932563983,91,73,Entropy,Nightlife Spots
house-of-blues-west-hollywood,5.402811686503346,5.463910226572935,0.648584697978948,94,53,Entropy,Arts & Entertainment
house-of-brews-new-york,5.736441958841433,5.67423398121095,0.9412349695457837,82,63,Entropy,Food
house-of-nanking-san-francisco,5.3328033120580285,5.400731737495018,0.89744354999173,96,74,Entropy,Food
house-of-prime-rib-san-francisco,5.588354580662268,5.515530602489279,0.8957397291933514,71,64,Entropy,Food
house-of-shields-san-francisco,5.768112773998976,5.890461770037639,0.6538287884513619,350,139,Entropy,Nightlife Spots
housing-works-bookstore-cafe-new-york,5.983642444285429,6.049120475270826,0.8886093896200379,233,127,Entropy,Shops
hoxton-square-bar-and-kitchen-london,5.3451348495134585,5.444703076990254,0.7698069167136292,86,54,Entropy,Nightlife Spots
hp-pavilion-at-san-jose-san-jose,5.3096239401978735,5.268111349426917,0.8368226962186807,140,81,Entropy,"Homes, Work, Others"
hp-pavilion-at-san-jose-san-jose,5.3096239401978735,5.268111349426917,0.8368226962186807,140,81,Entropy,Arts & Entertainment
hub-51-chicago,5.244528640200243,5.172858585028381,0.8315836952454353,130,79,Entropy,Food
huckleberry-bar-brooklyn,5.714236614464902,5.7024614027930545,0.6542696261975289,168,97,Entropy,Nightlife Spots
hudson-hotel-new-york,5.582112331489903,5.597421570329574,0.8372748599874845,305,191,Entropy,Travel Spots
hudson-river-park-new-york,5.600944117542185,5.604119253541751,0.7506428386841624,285,102,Entropy,Parks & Outdoors
hudson-terrace-new-york,5.728270077051334,5.770329192526158,0.8349995652132803,262,190,Entropy,Nightlife Spots
hula-hut-austin,5.705192350513873,5.916385299085296,0.7743920080967831,81,55,Entropy,Food
hummus-place-new-york,5.222299952633601,4.928659154662236,0.9812338662264989,147,69,Entropy,Food
humphry-slocombe-ice-cream-san-francisco,5.841596052585394,6.048778225123717,0.7578152656441212,316,167,Entropy,Food
hundred-acres-new-york,5.736082248456525,5.6945039092524095,0.7841994864974426,162,106,Entropy,Food
hyatt-regency-austin-austin,5.374286910701125,5.590088025279148,0.8622648331219861,250,93,Entropy,Travel Spots
hyatt-regency-chicago-chicago,5.291317925986543,5.249188333417261,0.847462616790337,104,52,Entropy,Travel Spots
hyatt-regency-san-francisco,5.511928638375449,5.627022906211743,0.6950063963521028,139,74,Entropy,Travel Spots
hyde-park-london,4.826194719777575,4.815159199974599,0.8564801483740412,177,121,Entropy,Arts & Entertainment
hyde-park-london,4.826194719777575,4.815159199974599,0.8564801483740412,177,121,Entropy,Parks & Outdoors
hynes-convention-center-boston,5.125666897204838,5.171449925791902,1.0668318341837504,157,72,Entropy,"Homes, Work, Others"
iac-new-york,4.6027018994699676,4.314841751950037,1.2413004740011553,424,101,Entropy,"Homes, Work, Others"
ic,3.458523377588346,3.58261161140066,0.7764767055149693,2090,122,Entropy,Travel Spots
ic,3.458523377588346,3.58261161140066,0.7764767055149693,2090,122,Entropy,Food
ic,3.458523377588346,3.58261161140066,0.7764767055149693,2090,122,Entropy,Shops
ica-institute-of-contemporary-art-boston,5.412030173976498,5.5279835460960705,0.9286121522414972,82,59,Entropy,Arts & Entertainment
icn-incheon-international-airport-incheon,4.374528573984171,4.512072915861331,1.3413049353185151,179,82,Entropy,Travel Spots
ifc-center-new-york,5.6722908177585625,5.846444889030732,0.8263944980052368,256,155,Entropy,Arts & Entertainment
ifc-crossroads-house-austin,5.8216336224141525,5.657748102729888,0.8755819083386837,94,54,Entropy,Arts & Entertainment
iggys-keltic-lounge-new-york,5.721393781919152,5.935601938711443,0.872163030637487,150,71,Entropy,Nightlife Spots
ihop,4.750553835809626,4.887615664400572,0.8379548306003861,156,102,Entropy,
ikea,4.229531525395586,4.233222412532479,0.9629957020498291,345,208,Entropy,Shops
ikea,4.229531525395586,4.233222412532479,0.9629957020498291,345,208,Entropy,Food
ikea-atlanta,4.902343941725441,4.988197430363781,0.7814040237894805,215,72,Entropy,Shops
ikea-brooklyn,5.515587516952102,5.502211887777888,0.8463959960124421,578,337,Entropy,Shops
ikea-burbank,5.37951547405394,5.5057761783604775,0.797600631208515,172,83,Entropy,Shops
ikea-east-palo-alto,5.295159651564509,5.241704161869225,0.7746179674461839,179,105,Entropy,Shops
ikea-elizabeth,5.3642771263333655,5.473550139061323,0.8889756394532908,98,67,Entropy,Shops
ikea-emeryville,5.4543218868788035,5.515530602489279,0.8266775423388283,283,185,Entropy,Shops
ikea-hicksville,5.046141407028718,5.030348088283376,0.8592098593044893,83,52,Entropy,Shops
ikea-renton,5.289731902699222,5.4496484665316975,0.8130612938837117,123,67,Entropy,Shops
ikea-schaumburg,5.120723114006865,5.118788743702344,0.7382574936011621,87,60,Entropy,Shops
ikea-schaumburg,5.120723114006865,5.118788743702344,0.7382574936011621,87,60,Entropy,Food
ikea-stoughton,5.082870987022327,5.057677004754796,0.7999953586523971,111,79,Entropy,Shops
ikes-place-san-francisco,5.535057176142858,5.773529069362506,0.8992440564166209,205,115,Entropy,Food
illegal-petes-denver,5.0876757661868135,4.924416671861945,0.7305718946151528,171,50,Entropy,Food
im-on-a-boat,4.943217647005174,5.014844875212609,0.6611643573961192,98,66,Entropy,
im-on-a-plane,4.786846936472558,4.839682873985563,0.7965920446636093,224,156,Entropy,
in-n-out-burger-daly-city,5.237764171724283,5.195039458850056,0.7325893021463148,210,114,Entropy,Food
in-n-out-burger-las-vegas,5.148345549609074,4.8854234160544046,0.808583597578042,189,111,Entropy,Food
in-n-out-burger-los-angeles,5.301453781365367,5.47517331435602,1.0488288474680707,261,168,Entropy,Food
in-n-out-burger-marina-del-rey,5.351381318952347,5.490478011568974,0.8050822941239181,77,54,Entropy,Food
in-n-out-burger-mill-valley-mill-valley,5.109445349715639,5.108351755373588,0.7639192242823865,74,52,Entropy,Food
in-n-out-burger-millbrae,5.417120968324787,5.520414929403266,0.848617172623456,156,103,Entropy,Food
in-n-out-burger-mountain-view,5.196592072909697,5.140045194557362,0.8211351687627568,178,106,Entropy,Food
in-n-out-burger-mountain-view-mountain-view,5.188557134224244,5.175572464367167,0.9031963304837085,90,53,Entropy,Food
in-n-out-burger-san-francisco,5.470643437378325,5.442977537414886,0.828859433841181,257,174,Entropy,Food
in-n-out-burger-westchester,5.332133007950578,5.5142836516464815,0.8540503197932604,150,91,Entropy,Food
independence-hall-philadelphia,5.397371225907521,5.3082210315940195,0.9224511005486368,102,88,Entropy,Arts & Entertainment
indiana-jones-adventure-the-temple-of-the-forbidde,5.250768496184392,5.312744861798142,0.8442378228031866,73,51,Entropy,Parks & Outdoors
indianapolis-international-airport-ind-indianapoli,5.036405550639153,5.2558222640928784,0.7714068279642261,374,129,Entropy,Travel Spots
inoteca-cucina-new-york,5.911190807293095,5.995110403102295,0.7767313283279592,108,76,Entropy,Food
inoteca-new-york,5.620806641650667,5.811827859426797,0.9243121747162465,135,106,Entropy,Nightlife Spots
inoteca-new-york,5.620806641650667,5.811827859426797,0.9243121747162465,135,106,Entropy,Food
intelligentsia-chicago,5.562434913204378,5.8495183774446735,0.8495718197754477,93,50,Entropy,Food
intelligentsia-coffee-tea-venice,5.5140381951085535,5.508175753134312,0.9077709292468118,186,99,Entropy,Food
intelligentsia-silverlake-los-angeles,5.393070367971162,5.186758383499325,0.7221160181673126,264,86,Entropy,Food
intercontinental-hotel-san-francisco,5.580138454533901,5.586497776724909,0.7954360374026744,109,73,Entropy,Travel Spots
intercontinental-san-francisco-san-francisco,5.215021016024676,4.983868353210779,0.7710202829857018,124,51,Entropy,Travel Spots
intercontinental-stephen-f-austin-hotel-austin,5.073977029142655,4.774432613476176,0.6718098523166255,319,60,Entropy,Travel Spots
international-bar-new-york,5.852468354147013,5.8628248362377215,0.6068591321094913,155,81,Entropy,Nightlife Spots
international-spy-museum-washington,5.336654867353611,5.205308460151373,0.7938103591988478,65,52,Entropy,Arts & Entertainment
internet-week-hq-new-york,5.568966751401999,5.594276280577141,0.9098694780289096,434,227,Entropy,"Homes, Work, Others"
intrepid-sea-air-space-museum-new-york,4.614478150229354,3.9169676849475263,0.9977759490282818,219,92,Entropy,Parks & Outdoors
iona-brooklyn,5.597895909440169,5.571351331845436,0.9254120119237398,185,92,Entropy,Nightlife Spots
ippudo-ny-new-york,5.684760667233906,5.6989300122777165,0.8562540188169728,388,229,Entropy,Food
irish-bank-san-francisco,5.4359356551266185,5.449890539669635,0.7616773324463604,328,180,Entropy,Nightlife Spots
iron-cactus-austin,5.598269435112123,5.684188780020453,0.8065180087131297,445,274,Entropy,Food
iron-works-bbq-austin,5.497379936491449,5.466196501545398,0.8966561942859967,255,198,Entropy,Food
ironside-san-francisco,4.860058624996074,4.687835296514225,0.9226812924017883,567,141,Entropy,Food
irvine-spectrum-center-irvine,5.14559550806797,5.312744861798142,0.9586762346445113,161,58,Entropy,Shops
irving-plaza-new-york,5.675094768954708,5.6109417055597355,0.8182255822653907,151,114,Entropy,Nightlife Spots
itp-new-york,5.4831841346675,5.6808088531694905,0.9706851071576528,421,138,Entropy,College & Education
itsu-london,4.699239679917715,4.7094008815840995,0.8418938310747751,161,69,Entropy,Food
ivy-bar-sydney,4.708345633145812,4.771743169946332,0.8798909023082343,83,51,Entropy,Nightlife Spots
izod-center-east-rutherford,5.545252367216894,5.507490224624245,0.9175795773446084,58,51,Entropy,Arts & Entertainment
